comment,cleaned_comment
"My name is  Jeremiah  and am from NY. I was cured of HIV VIRUS with the used of natural HERBAL MEDICINE,  Most times, injection and drugs are just a waste of time and waste of money. I was cured 11 months ago, i suffered from HIV VIRUS for 8 years but with the help of DOCTOR MOHAMMED herbal medicine , i was cured within few weeks of taking his herbal medicine that he sent to me through dhl courier delivery service. by doctor confirmation my HIV result was absolutely negative after taking his herbal medicine This same doctor also cured my Aunty from HERPES VIRUS, as soon as i heard she had herpes, i quickly refer her to Doctor Mohammed and she was cured too after taking the herbal medicine. I have referred more than 15 persons to this Doctor and they were all cured from their various illness. Have you taken herbs before?. You have spent so much money on drugs,injections,surgeries etc and yet you have no good result to show for it. Contact DOCTOR MOHAMMED , he is a HERBAL DOCTOR majorly for virus and disease, i assured you of a complete cure if you take his herbal medicine. Doctor Mohammed have herbal medicine that cures Hiv, Herpes, diabetics, asthma, hepatitis, HBP, STD, cancer, chronic HPV etc. his contact, herbalcure12@gmail.com whatsapp/call +2349036036397",name jeremiah ny cured hiv virus used natural herbal medicine time injection drug waste time waste money cured month ago suffered hiv virus year help doctor mohammed herbal medicine cured within week taking herbal medicine sent dhl courier delivery service doctor confirmation hiv result absolutely negative taking herbal medicine doctor also cured aunty herpes virus soon heard herpes quickly refer doctor mohammed cured taking herbal medicine referred person doctor cured various illness taken herb spent much money drugsinjectionssurgeries etc yet good result show contact doctor mohammed herbal doctor majorly virus disease assured complete cure take herbal medicine doctor mohammed herbal medicine cure hiv herpes diabetic asthma hepatitis hbp std cancer chronic hpv etc contact herbalcuregmailcom whatsappcall
you are amazing please never stop what you are doing i owe my entire science degree to you,amazing please never stop owe entire science degree
"Brilliant, beautifully made video",brilliant beautifully made video
I’m pretty stupid and could understand this.  Lol😂,im pretty stupid could understand lol
"Man, you're awesome!",man youre awesome
Awesome explanation. Here's how the gene editing experiments look like in the lab <a>https://www.youtube.com/watch?v=GMhkFNEB5Sg</a>,awesome explanation here gene editing experiment look like lab
you're boss,youre bos
"this is the most beautiful video on CRISPR I have ever watched...Thank you so much, Sir! Great respect from India",beautiful video crispr ever watchedthank much sir great respect india
Omg! what a such wonderful video thanks!,omg wonderful video thanks
I was awesome!!!!! Thanks for making this video!,awesome thanks making video
Is the space dna the one that contains CRISPR and cas???,space dna one contains crispr ca
soi otaku i no me bano,soi otaku bano
Bless you man,bless man
3:42 Her name ends with dna !!,name end dna
"This video is just amazing. I'm really grateful for what you did here, I've learnt a lot. Best wishes.",video amazing im really grateful ive learnt lot best wish
Thanks dude.,thanks dude
Thank you Paul - Super helpful :-),thank paul super helpful
Wow! This is really interesting,wow really interesting
"Question : What prevents the cas protein in bacteria from breaking apart the DNA spacer in the genome of the bacteria, essentially destroying the bacterias own immune system?",question prevents ca protein bacteria breaking apart dna spacer genome bacteria essentially destroying bacteria immune system
Difficult complicated issue. 😞🤔☹️. I dont understand,difficult complicated issue dont understand
I am surprised with the technology. I am wondering if this  could help to cure viral diseases,surprised technology wondering could help cure viral disease
THIS IS SUPER HELPFUL AND CLEAR,super helpful clear
Thank you! You just saved my assignment. I forgot to add the deletions and insertions part after the DNA is cut- thanks!,thank saved assignment forgot add deletion insertion part dna cut thanks
"This vid is planned out so well without any cuts between footage
And an amazing job in explaining
Jeez Your one wonderful human being.",vid planned well without cut footage amazing job explaining jeez one wonderful human
"thank u, I searched for 10000000 years for a simple explanation",thank u searched year simple explanation
"Thank you, a very helpful video!",thank helpful video
yes,yes
Been watching your videos since GCSE biology and I'm now studying for my final university exams in biomedical sciences... You're still helping me out! Probably will still be watching during my PhD! Thanks so much,watching video since gcse biology im studying final university exam biomedical science youre still helping probably still watching phd thanks much
my dad left me lol,dad left lol
NICE WORK THAT WAS GREAT HELPFUL !,nice work great helpful
Great teaching,great teaching
ehh... meh....,ehh meh
How many class of Cas proteins in bacteria. I known that some bacteria like vibrio species are associated  to cas3. It is main point or not?,many class ca protein bacteria known bacteria like vibrio specie associated ca main point
"Perfect video. Was scanning the web for my AP Bio test on biotechnology test, helped a lot. Thanks!",perfect video scanning web ap bio test biotechnology test helped lot thanks
"This man... is extraordinarily easy to follow. Hats off to you sir, your videos have saved my butt countless times. THANK YOU!!",man extraordinarily easy follow hat sir video saved butt countless time thank
Great video! Helped me to understand CRISPR much better than before!,great video helped understand crispr much better
what is the PAM sequence for?,pam sequence
"Unnatural, disgusting... You people sicken me 🤦🏾‍♂️",unnatural disgusting people sicken
that so helpful thank you so much for this,helpful thank much
"I have question in 2:44. In the video, Cas protein interact with green CRISPR gene ( transcribed as crRNA) to kill off the same Green gene inserted by bacteriophage. Why does Cas protein need to interact with green CRISPR gene to eliminate the foreign green gene? Is there any chance Cas protein can recognize without the help of green CRISPR gene?  If you know, please give me some explanations about that part!",question video ca protein interact green crispr gene transcribed crrna kill green gene inserted bacteriophage ca protein need interact green crispr gene eliminate foreign green gene chance ca protein recognize without help green crispr gene know please give explanation part
very simply explained..... easy for understand.......thank u so much,simply explained easy understandthank u much
Thank you for breaking this down.,thank breaking
Amazing video thanks !,amazing video thanks
"I appreciate this, thank you!",appreciate thank
quiet helpful,quiet helpful
"I liked the video. Good explanation of the cutting of DNA, nothing on how insertion is done, though.",liked video good explanation cutting dna nothing insertion done though
"1:15 
It didn't so much puzzle them as they just didn't really care lol
The focus of the Ishino et al. 1987 paper is the fact that they sequenced E. coli genome. The palindromes are mentioned and highlighted in the paper but the spacers only have like a sentence or two dedicated to them.

And the paper that should get anyone a Nobel is Bolotin's. How they made the connection between CRISPR and an immune system to protect the bacteria against phages is anyone's guess.",didnt much puzzle didnt really care lol focus ishino et al paper fact sequenced e coli genome palindrome mentioned highlighted paper spacers like sentence two dedicated paper get anyone nobel bolotins made connection crispr immune system protect bacteria phage anyones guess
"I'm still a little confused: when the Cas9 cuts the DNA, is it cutting the strand in half, or is it cutting part of the strand out?",im still little confused ca cut dna cutting strand half cutting part strand
ascolta anche...LECTURES 2019: He jankui rischia il patibolo per il CRISPR,ascolta anchelectures jankui rischia il patibolo per il crispr
Most scientifically accurate yet simple explanation of this explosive technique. Well done!,scientifically accurate yet simple explanation explosive technique well done
By which Method we can insert certain DNA in host cell’s DNA,method insert certain dna host cell dna
Hi Paul. Your video is fantastic. Many thanks for sharing your knowledge with the world. Greetings from Chile,hi paul video fantastic many thanks sharing knowledge world greeting chile
Thank you for the amazing video.,thank amazing video
I was really helpful. Thank you so much!,really helpful thank much
this helped a lot thank you,helped lot thank
so does the crRNA come form spacerDNA(so the viral DNA) and tracrRNA come form the palindromic repeats?,crrna come form spacerdnaso viral dna tracrrna come form palindromic repeat
Wait what can’t create bacteria to cut DNA 🧬 and not except a zombie apocalypses,wait cant create bacteria cut dna except zombie apocalypse
"It has helped me a lot this video, thanks a lot for making it. Great job!",helped lot video thanks lot making great job
Fuck offf and stop chasing me smart ass,fuck offf stop chasing smart as
nice lecture Sir.............,nice lecture sir
"Wow..true abomination...""I am legend""",wowtrue abominationi legend
"One question, the loaded cas protein why not find and cut the CRISPR gene itself if it has the same sequence as the loaded crRNA?",one question loaded ca protein find cut crispr gene sequence loaded crrna
Does it have to cut at a palindromic sequence,cut palindromic sequence
"Thank you for the great video! No one has explained it better.
I was wondering if this technology can be used to introduce an opsin to mammalian cells? and in general, is there a limit to what size gene we can insert?",thank great video one explained better wondering technology used introduce opsin mammalian cell general limit size gene insert
What is the relationship between the CRISPR/CAS9 system and restriction enzymes? Would a bacterium have one or the other? Is one more primitive/derived?,relationship crisprcas system restriction enzyme would bacterium one one primitivederived
You have just helped me A LOT! been trying to understand the concept of CRISPS for quite some time and this video really helped. thank you very much.,helped lot trying understand concept crisp quite time video really helped thank much
"Near the end of the video, it would be nice if it explains how the cystic fibrosis gene is fixed, step by step. This would not only summarizes the video, but also put the step by step explanation into a visual story. Too bad.",near end video would nice explains cystic fibrosis gene fixed step step would summarizes video also put step step explanation visual story bad
I have been searching for CRISPR/CAS9 videos to educate myself out of curiosity. I have been disappointed because they are either too simple or too complex. Your video is an excellent balance of the two for general population (include me). I hope there will be more people learn from your video and know how to make a scientific discovery educational yet understandable for the general public. Science will get a big boost if more people understand what it is all about.,searching crisprcas video educate curiosity disappointed either simple complex video excellent balance two general population include hope people learn video know make scientific discovery educational yet understandable general public science get big boost people understand
you are incredible. thank you,incredible thank
"You are my best Biology teacher, except for self studying. QWQ",best biology teacher except self studying qwq
6:51 The future has come...,future come
This should be the first thing you find when searching for CRISPRCas9,first thing find searching crisprcas
"""I can't find a great CRISPR video, they are either too complex or too easy:
Well sorry dude you arent really helping",cant find great crispr video either complex easy well sorry dude arent really helping
im already tracr,im already tracr
this is the most informative and helpful video I've found yet!,informative helpful video ive found yet
Just amazing!!! thank you helped a LOTTTT!!!,amazing thank helped lotttt
awsm sir awsm explanation sir buut how this can help in editing a new embryo,awsm sir awsm explanation sir buut help editing new embryo
"Thanks for the video, you really explained it very well",thanks video really explained well
Thank youuuuuuuuu! THIS  WAS REALLY HELPFUL,thank youuuuuuuuu really helpful
this video is tremendously helpful! Thank you for the work!!!,video tremendously helpful thank work
I wanna be tracrRNA,wan na tracrrna
THANK YOU !!!!! THAT WAS AMAZING.,thank amazing
"http://www.fao.org/food/food-safety-quality/gm-foods-platform/faq-for-visitors/en/
""15. Unintended effects can result from the random insertion of DNA sequences into the plant genome which may cause disruption or silencing of existing genes, activation of silent genes, or modifications in the expression of existing genes. Unintended effects may also result in the formation of new or changed patterns of metabolites. For example, the expression of enzymes at high levels may give rise to secondary biochemical effects or changes in the regulation of metabolic pathways and/or altered levels of metabolites."" 
Yup, this is about as accurate as a 1850's fowling gun..... and probably just as effective......",unintended effect result random insertion dna sequence plant genome may cause disruption silencing existing gene activation silent gene modification expression existing gene unintended effect may also result formation new changed pattern metabolite example expression enzyme high level may give rise secondary biochemical effect change regulation metabolic pathway andor altered level metabolite yup accurate fowling gun probably effective
"Nice to find a purely technical video and nothing else!
Thanks",nice find purely technical video nothing else thanks
im already tracrRNA,im already tracrrna
"Amazing!
Thank You dearly for this video.
This has been the best explanation of the system I have seen so far.",amazing thank dearly video best explanation system seen far
Wonderfully done.  Will use your video in my Freshman class.,wonderfully done use video freshman class
another complex boring video,another complex boring video
"This video saved me so much time, thanks!",video saved much time thanks
Wow...just WOW!,wowjust wow
Great video. Thank you so much for explaining Crispr/ cas9 so simply.,great video thank much explaining crispr ca simply
Two years later and we’re still talking about this method in classrooms. Seems like it hasn’t advanced anywhere passed academia classrooms.,two year later still talking method classroom seems like hasnt advanced anywhere passed academia classroom
Excelent video!,excelent video
I used to watch you in high school and I'm listening to you again in grad school.  Who would have thought?   Great stuff!,used watch high school im listening grad school would thought great stuff
"Excellent explanation as always, thank you.",excellent explanation always thank
Excelent Explanation,excelent explanation
What a wonderful world! I just did the test about CRISPR here!! https://www.abago.org/YouTubeTest/?v=MnYppmstxIs,wonderful world test crispr
"Thank you very much. Just the right length and complexity between a Wikipedia entry and a local news story trying to explain CRISPR.
Just what I needed",thank much right length complexity wikipedia entry local news story trying explain crispr needed
this helped soooo much thank youuuuu,helped soooo much thank youuuuu
This is exactly what popular science should be. Thank you!,exactly popular science thank
"Damn bro! You nailed this shit! Keep up the hard work and the hustle, greetings from Spain!",damn bro nailed shit keep hard work hustle greeting spain
"Thanks for this nice video, it was totally understandable ;)",thanks nice video totally understandable
"Damn. this shit is fucked yo. casually existing out there and being found only now. wack. what other things are you hiding E. coli? stop playing hard to get and show us, bitch.",damn shit fucked yo casually existing found wack thing hiding e coli stop playing hard get show u bitch
Jennifer Doudna's name is actually a diss. DO U DNA???,jennifer doudnas name actually dis u dna
"Awesome video. To fix the DNA of someone with cystic fibrosis though, how would you actually get the CRISPR Cas 9 system to all the cells that are affected? What if you only fix the DNA of some cells?",awesome video fix dna someone cystic fibrosis though would actually get crispr ca system cell affected fix dna cell
What's the significance of the tracrRNA in the cas9 complex?,whats significance tracrrna ca complex
The cure for cancer and aids on one hand and eugenics on the other hmmmmm,cure cancer aid one hand eugenics hmmmmm
"What’s the point of including repeats in crispr then, since they do nothing ?",whats point including repeat crispr since nothing
"I loved, thank you so much",loved thank much
"PLEASE TEACH MEDICAL SCHOOL, I BEG YOU!!!",please teach medical school beg
I am not gonna pretend that I understood it completely... I understood only one thing that it is something not comprehensible to a layman.,gon na pretend understood completely understood one thing something comprehensible layman
"something I don't get with this: if you modify the DNA in a person's cell, what good does that do when they have trillions of cells?",something dont get modify dna person cell good trillion cell
Will it work in human gene for knock out  gene which cause genetic disease.... Does some one use it in such cases?,work human gene knock gene cause genetic disease one use case
I show Bozeman videos all the time to my students. You do a great job explaining things in a way most anyone can understand. I am going to share this in my biochem class in our malaria / sickle cell anemia discussion since they are looking at doing this to mosquitoes to hopefully get rid of malaria,show bozeman video time student great job explaining thing way anyone understand going share biochem class malaria sickle cell anemia discussion since looking mosquito hopefully get rid malaria
My brain- 'Smells like burning',brain smell like burning
simple and clear,simple clear
"Hey thanks! I'm and undergraduate student in a Neuroscience Lab, and I'm trying to complete a knockout project involving CRISPR this semester. This was super helpful, now I just need to go do it....",hey thanks im undergraduate student neuroscience lab im trying complete knockout project involving crispr semester super helpful need go
it was awsome!!!! thanks,awsome thanks
Would this help with HIV patients,would help hiv patient
"Somehow i think this could be causing cancer 
The cas9 is detecting the wrong DNA but it’s dont know how to fix it",somehow think could causing cancer ca detecting wrong dna dont know fix
The truth about Crispr: https://www.naturalnews.com/2018-06-14-scientists-warn-genetic-editing-of-humans-with-crispr-technology-may-lead-to-cancer.html,truth crispr
Very clear explanations ! thanks!,clear explanation thanks
the best !,best
I never realised the point of bacteria on this earth until now😂,never realised point bacteria earth
"It’s amazing , thnx a lot",amazing thnx lot
I was searching for crispy fried fish recipes but this is pretty cool.,searching crispy fried fish recipe pretty cool
"Well, i think i will wait to understand this in full ramge😂",well think wait understand full ramge
"Read this article on CRISPR.
http://bio-technology.tk/cause-of-crispr-failure-identified-and-reversed/",read article crispr
I didnt get it at all maybe I'm just stupid :/,didnt get maybe im stupid
"This is a great video! I found it helpful to check out this other video, before I watched this particular one. Cheers! https://www.youtube.com/watch?v=3AQWMG2Lqvc",great video found helpful check video watched particular one cheer
Great explanation!!,great explanation
first things first can it EnLaRge mY PeEnUs?,first thing first enlarge peenus
does anyone possess this crispr system?,anyone possess crispr system
Very clearly explained!,clearly explained
"it was really helpfull, and you made it really understandable",really helpfull made really understandable
Damn!!!! This was perfect!,damn perfect
"Also iga key factor in the beginning stages of life the only way to collect its is when the water breaks it's also filled with bacteria stem cells that haven't even been discovered yet,that resist all kinds of infections fungus and bad bacteria.",also iga key factor beginning stage life way collect water break also filled bacteria stem cell havent even discovered yetthat resist kind infection fungus bad bacteria
This inefficient and will fail once you start messing with a genome other things will break down at the micro level and lead to symptoms of this in and at the macro level of biology.They tried this years ago and it failed only way to evolve is to enhance the immune system to eventually become so virulent that it can destroy viruses fungus infections and bacteria and even parasites.Colostrum is the only thing in nature that can do this that's why some people a are immune to even aids because of immunoglobulins that haven't been discovered yet.,inefficient fail start messing genome thing break micro level lead symptom macro level biologythey tried year ago failed way evolve enhance immune system eventually become virulent destroy virus fungus infection bacteria even parasitescolostrum thing nature thats people immune even aid immunoglobulin havent discovered yet
"I didn't quite get how the protein is engineered to insert the proper gene. Cutting out makes sense, but it's not clear how the cas9 system is used to insert the new gene.",didnt quite get protein engineered insert proper gene cutting make sense clear ca system used insert new gene
amazingly simple.,amazingly simple
Bro thanks so much holy.. life saver,bro thanks much holy life saver
Thank u,thank u
Thank you so much... I have being struggling with this and in just a few minutes everything was clear!... I'm subscribing your channel!,thank much struggling minute everything clear im subscribing channel
"When he says, ""This is the DNA that we want to cut,"" at 5:35, where does this DNA come from? Is this the bacterial gene or the ""created gene""? 
Also at 6:15, when you want to cut and insert a gene and the system has 3 parts: What does he consider to be the ""host DNA."" I'm confused by the term ""host"" he is using. Are we still talking about a bacteria being the host? Or does he mean the human host whose gene is being inserted for manipulation?  
Please let me know! Thank you!",say dna want cut dna come bacterial gene created gene also want cut insert gene system part consider host dna im confused term host using still talking bacteria host mean human host whose gene inserted manipulation please let know thank
"great video i ve heard abt crispr-cas9 system before but i didnt understand in detail how it works! you made me figure that out, lots of thanks",great video heard abt crisprcas system didnt understand detail work made figure lot thanks
So can you make a mutant out of this machine? Lol,make mutant machine lol
It is the best video I think i've seen since I knew about this thing!!!! Thank You Paul Anderson Sir!!!,best video think ive seen since knew thing thank paul anderson sir
"Hey I am doing a project about optogenetics and needed to add an explanation for crispr cas9, your video is the best explanation I have found yet! Thanks alot!!",hey project optogenetics needed add explanation crispr ca video best explanation found yet thanks alot
Wow my mind is blown.Thank you for explaining this perfectly.i need this so bad I hope I live to see it.Its out of this world.,wow mind blownthank explaining perfectlyi need bad hope live see itits world
"Bless these science videos on youtube that make complicated topics more simplified!! Honestly, so grateful to be living in this era of highly-developed technology which serves as a helpful learning resource :)",bless science video youtube make complicated topic simplified honestly grateful living era highlydeveloped technology serf helpful learning resource
"Amazing, thank you !",amazing thank
It's too bad that this will lead to evil things to come. People playing God is not a good idea.,bad lead evil thing come people playing god good idea
"Woah, woah, woah.
WAY too technical, bro. R u speaking Chinese?",woah woah woah way technical bro r u speaking chinese
"this was helpful 
thanks",helpful thanks
"this was great thanks, better than my 2nd year genetics prof could ever do",great thanks better nd year genetics prof could ever
Loved the video. Best one so far. Comprehensible and technical!,loved video best one far comprehensible technical
The best explanation of CRISPR systems ! Thanks a lot!,best explanation crispr system thanks lot
Thank you so much. It helped a lot.,thank much helped lot
What a clear and awesome video. Thanks so much!,clear awesome video thanks much
Very informative and inspiring video. The graphics/animation help a lot. May I ask what software do you use to make such graphics/animation? Thank you.,informative inspiring video graphicsanimation help lot may ask software use make graphicsanimation thank
"Even after 2 years, you're my hero.",even year youre hero
Nice vid was very helpful,nice vid helpful
"this video is great, very informative !!",video great informative
You are Awesome! You explained this technique in 7 mins what i couldn't understand in 2 days. Thank u so much. Channel subscribed. 😊,awesome explained technique min couldnt understand day thank u much channel subscribed
Excellent video thank you just subscribed,excellent video thank subscribed
That’s great and clear. Help a lot,thats great clear help lot
great vid man,great vid man
Great video. You accomplished what you described in the beginning (a succinct and informative video on the CRISPR Cas9 system). Thanks for the video!,great video accomplished described beginning succinct informative video crispr ca system thanks video
Awesome ....loved the way u explained it...,awesome loved way u explained
Really helpful. Thank you !,really helpful thank
Amazing description. Please make more.,amazing description please make
From what I've heard we can use crispr to change our DNA so I can have green eyes instead of brown,ive heard use crispr change dna green eye instead brown
The colours of the DNA doublehelix in the image at 0:56 don't fit to the actual base code : (,colour dna doublehelix image dont fit actual base code
"As usual - Your teaching is excellent.  I have had undergraduate and graduate courses in molecular biology, and you always give understanding that most formal courses simply don't.  I thank you for your efforts, they definitely help.",usual teaching excellent undergraduate graduate course molecular biology always give understanding formal course simply dont thank effort definitely help
this video is essentially a condensed version of Doudna's iBiology video....just go watch that one,video essentially condensed version doudnas ibiology videojust go watch one
Hella good explanation! Really appreciate your effort in explaining CRISPR. :),hella good explanation really appreciate effort explaining crispr
KYA BAAT HAE :*,kya baat hae
thank you for making crispr clear and understood.,thank making crispr clear understood
Can male pattern baldness be cured by this way,male pattern baldness cured way
"Great video. By simplifying away just the right amount of details, you revealed the working mechanism of CRISPR, which is what I was interested in.  Thanks, good job.",great video simplifying away right amount detail revealed working mechanism crispr interested thanks good job
This was super helpful! I finally understood CRISPR! Thank youuuu :),super helpful finally understood crispr thank youuuu
"This is the best video about CRISPR i've seen so far! Im having a presention in january about casposons and how they were the ""ancestors"" of the acquired immunity mechanism called CRISPR-Cas and I finally understood the meaning behind the CRISPR-Cas actions so i can finally compare these two things! Big thanks and a happy new year!!!",best video crispr ive seen far im presention january casposons ancestor acquired immunity mechanism called crisprcas finally understood meaning behind crisprcas action finally compare two thing big thanks happy new year
wow thank you i have a masters exam on this in two weeks and this has helped my understanding a lot,wow thank master exam two week helped understanding lot
"OMG I am studying medicine and I have a biochemistry test this afternoon, this helped me so much, thanks!!!!",omg studying medicine biochemistry test afternoon helped much thanks
Can you help  with protospacer-adjacent-motif (PAM) in genomic DNA,help protospaceradjacentmotif pam genomic dna
This was exactly what I needed!  Thank you so much.,exactly needed thank much
I'm currently reading the original paper published by Doudna and I'm having trouble understanding the role of RNase III in converting pre-crRNA into crRNA. Is there a video that goes into more detail?,im currently reading original paper published doudna im trouble understanding role rnase iii converting precrrna crrna video go detail
I love you Mr. Andersen thank you,love mr andersen thank
"Thank you, that was the most helpful video I've found within the past 2 weeks!",thank helpful video ive found within past week
Wow! You're so amazingly clear and helpful!! Thanks a lot 🙏,wow youre amazingly clear helpful thanks lot
Awesom,awesom
just what I was looking for - thank you!,looking thank
wow I am highly impressed at how simple you made the system seem! Thank you! So glad you made this video,wow highly impressed simple made system seem thank glad made video
One of the best explanations ! Awesome !,one best explanation awesome
"Thank you so much, it is so much helpful in building up the understanding of CRISPR !!!!",thank much much helpful building understanding crispr
Best explanation of CRISPR that's out there so far!,best explanation crispr thats far
This is completely irrelevant but has anyone told you you look like Armin Van Buuren? lol,completely irrelevant anyone told look like armin van buuren lol
"Don't viruses inject RNA, not DNA?",dont virus inject rna dna
i love it I love your teaching,love love teaching
Excellent layman's explanation.,excellent layman explanation
Thank you so much! You saved me!,thank much saved
"Thank you really i were  searching for this subject and i watched  lots of video but this one was the best finally i understand it thank you very much ^_^ ,, from Jordan .",thank really searching subject watched lot video one best finally understand thank much jordan
it is the first video that could I really help me to understand without many strange names the crispr cas 9 system,first video could really help understand without many strange name crispr ca system
"at 2:55 the new spacer appears to insert at the end of the line. In reality doesnt this get inserted in the very beginning, after the 1st repeat sequence?",new spacer appears insert end line reality doesnt get inserted beginning st repeat sequence
Thank you Paul !,thank paul
Interesante,interesante
Perfect explanation .That was very helpful thank you sir :),perfect explanation helpful thank sir
Your Diagram is wrong. A previously unidentified sequence is inserted proximal to the leader sequence.,diagram wrong previously unidentified sequence inserted proximal leader sequence
Thanks! Nice explanation.,thanks nice explanation
"Hey ! pretty good. Maybe too short your explanation about the insertion of the new gene and the mechanism involves. Besides this, i heard that the power of this system is that it has a high effectivity to do the specific insertion. Is that right ?",hey pretty good maybe short explanation insertion new gene mechanism involves besides heard power system high effectivity specific insertion right
How would you use it in a living person? Draw blood and alter the DNA there and then inject it back into the bloodstream?,would use living person draw blood alter dna inject back bloodstream
"Heyyy, I used to watch your channel for AP bio in high school 4 years ago, and here I am in senior year of college and you’re still helping me out. Thanks for such good explanations over these four years 😊",heyyy used watch channel ap bio high school year ago senior year college youre still helping thanks good explanation four year
still too hard to understand,still hard understand
this is fantastic and so so helpful - thank you!,fantastic helpful thank
"it really cleared the doubt as to how bacteria recognizes the advanced bacteroiphages during every new infection.. Those spacer DNA works,  wonders.",really cleared doubt bacteria recognizes advanced bacteroiphages every new infection spacer dna work wonder
cas9 looks like jabba,ca look like jabba
"Thank you for that elegant explanation, sir.",thank elegant explanation sir
This was exceptional!!,exceptional
"Bozeman, your videos are always very helpful! Thank you!",bozeman video always helpful thank
"Excellent video, and like you claim, it is at the perfect level of complexity!  Just one thing:  at 06:24, did you mean host DNA and not host RNA?",excellent video like claim perfect level complexity one thing mean host dna host rna
thank you for the video,thank video
Very well done! Love the animations.,well done love animation
this is the best explanation anywhere. i went and visited my lecturer twice asking her to explain this but she couldn't. hands down best channel ever!,best explanation anywhere went visited lecturer twice asking explain couldnt hand best channel ever
so f**cking amazing!!!!!!!,fcking amazing
It was amazingly helpful :),amazingly helpful
"that was explained so easy! Hey, don't you need a translator for Korean?",explained easy hey dont need translator korean
"This is a really awesome video, thank you so much! It was the only one out of many, many videos which really explained it well.",really awesome video thank much one many many video really explained well
"I'm on a quest to make my penis glow in the dark, and I think this Crispr system is leading me on the right track.  Thanks!",im quest make penis glow dark think crispr system leading right track thanks
"This video is not for the faint hearted, novice who knows nothing about DNA/RNA. This is for people who fairly understand how DNA/RNA work. I wish you could do it more slowly and little more detailed. Frankly, even though I am familiar with CRISPR I didn't enjoy this fast paced video.",video faint hearted novice know nothing dnarna people fairly understand dnarna work wish could slowly little detailed frankly even though familiar crispr didnt enjoy fast paced video
Does this only work in fetuses (as opposed to older entities)?,work fetus opposed older entity
What happens when crispr cuts the wrong dna and goes rogue?,happens crispr cut wrong dna go rogue
Crispr cas9 bring me a gene,crispr ca bring gene
What technology is used to utilize crispr?,technology used utilize crispr
"Also, it could help lengthen the ends of chromosomes to stop cell breakdown, and essentially make us never age",also could help lengthen end chromosome stop cell breakdown essentially make u never age
Could you explain how can the bacteria select the interspace DNA that is not overlap with its own genome?,could explain bacteria select interspace dna overlap genome
"You forgot about the Spanish Microbiologist  Francisco Mojica, known as the ""father"" of CRISPR-Cas9. He also deserves the Nobel Prize. Great video :)",forgot spanish microbiologist francisco mojica known father crisprcas also deserves nobel prize great video
who would thumbs down this?! excellent and accurate breakdown of something that has been honestly vastly misrepresented in pop media reporting,would thumb excellent accurate breakdown something honestly vastly misrepresented pop medium reporting
You explained it very well and I understood it. Thx,explained well understood thx
I don't understand why they needed the tracr-RNA and the c-RNA to be connected in the system?,dont understand needed tracrrna crna connected system
Thank you! Your explanation is great for genomic beginners like me. :),thank explanation great genomic beginner like
It's a drawer your fridge for veggies.Thank you..,drawer fridge veggiesthank
Man... this is legit.,man legit
"Hey man, I have a genomics degree but I have been plant breeding the last decade. I felt like I was out of the game because I do pedigree selection/conventional breeding methods. I was so curious about CRISPER and the IP battles that have been underway and will prob be going on for another decade.. thanks for the help in helping me know how this works..I thought retrotransposons were the future but I was wrong this is fucking insane.",hey man genomics degree plant breeding last decade felt like game pedigree selectionconventional breeding method curious crisper ip battle underway prob going another decade thanks help helping know worksi thought retrotransposons future wrong fucking insane
thanks. very helpful.,thanks helpful
"Thanks! I'm doing an independent studies class and wanted to focus on this for my topic, and needed a general understanding to jump off from this really helped!",thanks im independent study class wanted focus topic needed general understanding jump really helped
The best video explained CRISPR. Keep it up Mr.Anderson,best video explained crispr keep mranderson
how does the crispr/cas9 system affect the body globally? Do you just inject a lot of it into the bloodstream and hope that every  cell is targeted?,crisprcas system affect body globally inject lot bloodstream hope every cell targeted
If we are hearing about this now...........they've been using it for 20 years,hearing nowtheyve using year
"That was such an amazing explanation. As mentioned, not too simple and not too complex either!",amazing explanation mentioned simple complex either
This is some demonic stuff! who do we think we are?! The nerve of humans to play god! wow! May God help us!,demonic stuff think nerve human play god wow may god help u
"This is a great explanation!  It would be great if you could do another video expanding on the gRNA: the difference between crRNA and tRNA and what each piece does in the system.  This explanation is slightly hand-wavey for the crRNA.  Overall, you provide a nice depth of information and good quality explanation.",great explanation would great could another video expanding grna difference crrna trna piece system explanation slightly handwavey crrna overall provide nice depth information good quality explanation
Absolutely helpful to understand,absolutely helpful understand
Just...awesome.,justawesome
"I love this guy, he feels like he's MY teacher, I've never met him, but it feels like I've taken his classes for years, even though I've only watched a handful of his videos, he just feels like such a great teacher!",love guy feel like he teacher ive never met feel like ive taken class year even though ive watched handful video feel like great teacher
Do all living beings have Cas-Enzyms or do they have to be inserted into the organism along with the guide rna?,living being casenzyms inserted organism along guide rna
Great job very well explained,great job well explained
"it helped me a lot to understand this topic much more. Thank you for the great video, which balanced   complexity and informativaty very well.",helped lot understand topic much thank great video balanced complexity informativaty well
"I've learned about it, thx for your vedio",ive learned thx vedio
"Sir: very excellent explanation on this new endonucleases process. I did miss something between 50-58 sec of the video. I got lost with  ""The reason why. . .,"" ""RNA . . . hair pin turns."" Could I get a clarification; I really want to understand this for an educational write-up, Thanks",sir excellent explanation new endonuclease process miss something sec video got lost reason rna hair pin turn could get clarification really want understand educational writeup thanks
Hey Paul... this is very easy to understand and very helpful to remember.. Thank you for making this video...,hey paul easy understand helpful remember thank making video
