comment,cleaned_comment
"When will intelligence prevail? When will massive action start to occur? There are already in all sectors innovative solutions that enable to replace fossil fuels and that respect the environnement. Even if at the beginning they're more expensive they're far preferable to heat waves of 45 degrees, unstoppable forest fires, massive inondations and agricultural land becoming improper for cultivation. Nothing good awaits humanity.",intelligence prevail massive action start occur already sector innovative solution enable replace fossil fuel respect environnement even beginning theyre expensive theyre far preferable heat wave degree unstoppable forest fire massive inondations agricultural land becoming improper cultivation nothing good awaits humanity
Were i live there at one time was covered in ice called the ice age. The ice is gone so the climate changed.,live one time covered ice called ice age ice gone climate changed
"There is always doing something with the C02 being pumped from factories, but nobody listens🤷🏾🤦🏾‍♂️",always something c pumped factory nobody listens
'Catastrophic' Run by big cooperation  for everyday people to pay,catastrophic run big cooperation everyday people pay
"Earth will keep getting hotter, until we stop driving vehicles. But modern Man loves cars. So, in 2083, your grandchildren will get roasted alive while being born. Inform them.",earth keep getting hotter stop driving vehicle modern man love car grandchild get roasted alive born inform
"As long as Greed, Arrogance, Power craze prevail among the whatever political mongrels, any talk about climate change is just a convenient excuse for enhancement of Greed, Arrogance, Power Craze while they plundle the world with war planes, missiles, warships to dusplayvtheir miliatry might, large and larger commercial n political air plane to expand their multibillions tourismic businesses, building more luxurious and higher condos to cope and welcome the multibillions morons while shouting save the environments. Magical disappearance and legalized suppression of polilical deviates from the main stream amidst their effortless clamourvof their fantastic dedicated save the worls environment campaign. Yet the human in the ignorance screaming along till they fall like their ancesters before they realize the real truth of their mass stupidity.  Nuclear weapons r developed on trillions from each nation treasury on top of the trillions to satisfy the Greed, Arrogance n Power Crazed climate defending cons. As the Chinese proverb goes, criminals screaming catch the criminals on top of upsetting nature balance evokes nature instability.  Was it Churchill who said What Man create, the Creation will in turn reshapes the Creators or A pound is a pound that have proven to be true.  in the same breath was it Roosevelt  came up with the evil of in order to keep war n death from US, he came with the policy of causing unrest n better wars in foreign nation n gain financially from it except his dicipers were stupid to waste their nationals in Vietnam n Afgans. Continue with the climate bsing n tap on the infinte world of human stupidity.",long greed arrogance power craze prevail among whatever political mongrel talk climate change convenient excuse enhancement greed arrogance power craze plundle world war plane missile warship dusplayvtheir miliatry might large larger commercial n political air plane expand multibillions tourismic business building luxurious higher condo cope welcome multibillions moron shouting save environment magical disappearance legalized suppression polilical deviate main stream amidst effortless clamourvof fantastic dedicated save worls environment campaign yet human ignorance screaming along till fall like ancesters realize real truth mass stupidity nuclear weapon r developed trillion nation treasury top trillion satisfy greed arrogance n power crazed climate defending con chinese proverb go criminal screaming catch criminal top upsetting nature balance evokes nature instability churchill said man create creation turn reshapes creator pound pound proven true breath roosevelt came evil order keep war n death u came policy causing unrest n better war foreign nation n gain financially except dicipers stupid waste national vietnam n afgans continue climate bsing n tap infinte world human stupidity
"'If'? 'Could'? Permafrost is melting. Look at the video. Evidence right in front of our eyes.

The added greenhouse gasses are affecting atmospheric composition. There is no future possibility that changes may happen. The only future possibility, and a remote one, is that global business efforts by the West and China will ameliorate the extremes we face. Very remote.

Energy use is still increasing: SUVs, poor insulation, commuting, consumerism. 

Do the figures of 2100 include the projected emissions from Amazon rainforest collapse etc or are they only based on current emission sources?

How are the Western suburbanites going to be convinced to let go of their homes or move off-grid with localised electricity production? Or to leave cars at home? How are the Chinese going to be convinced to participate in any effort to decarbonise? 

What political or governmental action is not dictated by people's privilege on one side and national security on the other, both infused with neoliberalism? With no way to place responsibility, clearly, anywhere or on anyone, how will reductions snowball (bye, glaciers!) to where they need to be so as to reduce climate disasters?

To illustrate what this means, we have a steam train rolling off the edge of a cliff at speed. To break this metaphor, it may be possible to use Harrier jump jets and attach cables to bring the train to a less severe impact. Look over there! Norway can be completely green! Don't look at planning, policy or deregulation, no no no no.

Commentary on climate change seems to be sort of heading toward a kind of troubling future that could happen if greenhouse gasses are not drastically reduced perhaps. => 40 years of data indicates temperature rise in line with original IPCC predictions of worst case scenario. Critical: the separation of business and state, akin to the separation of church and state, is vital to achieve action.

Look over there! at this helicopter doing some tricks oh wow how scary.

What isn't scary at all is that the US and China have said words with zero matching actions so we can sleep happily knowing habitability of this planet is in the hands of people with impeccable integrity.

Look over there! at that cute little ski resort where all those affluent people won't be able to holiday anymore how sad. Ban them. 
(Yes, ban affluent people :D )

As the metaphor for runaway global culture becomes the metaphor for climate disaster, who is capable of acting, such action as Harrier jump jets to catch a train falling off a cliff? Wind power here and protecting trees there is like opening an umbrella out the window of that train. 

Fabric produced in a factory and transported can cool a building. SO can planting trees around the house or leaning bamboo and cane over the sun-facing walls. Technology isn't the only answer. Certainly not while economies collapse and the class divide widens. Maintaining GDP growth while reducing GHGs... interesting concept. How about reducing GDPs?

The Earth's climate is already heading into disarray. Why not throw multi-billion dollar bandaids at the problem? Terraforming is fun!

A brilliant step which would produce immediate results is dismantling globalisation: gradually terminate international trade and immediately ban multinational organisations. Dumping fertiliser into the oceans to create massive algae blooms would help more than ships blackening the sky, wouldn't they? How about charging fuel use on how many litres/100k a car uses rather than how many litres pumped? Or charging politician-business people with attempted genocide and throwing them in jail? 

Carbon capture and storage is proven failure technology. Ridiculous that DW included it in this presentation. 

This presentation tweaks the tentacles but does not note the head of the monster. Reinforcing powerlessness and impotence, and obscuring the severity of climate change, neoliberalism is once again protected from Look over there!",could permafrost melting look video evidence right front eye added greenhouse gas affecting atmospheric composition future possibility change may happen future possibility remote one global business effort west china ameliorate extreme face remote energy use still increasing suv poor insulation commuting consumerism figure include projected emission amazon rainforest collapse etc based current emission source western suburbanite going convinced let go home move offgrid localised electricity production leave car home chinese going convinced participate effort decarbonise political governmental action dictated people privilege one side national security infused neoliberalism way place responsibility clearly anywhere anyone reduction snowball bye glacier need reduce climate disaster illustrate mean steam train rolling edge cliff speed break metaphor may possible use harrier jump jet attach cable bring train less severe impact look norway completely green dont look planning policy deregulation commentary climate change seems sort heading toward kind troubling future could happen greenhouse gas drastically reduced perhaps year data indicates temperature rise line original ipcc prediction worst case scenario critical separation business state akin separation church state vital achieve action look helicopter trick oh wow scary isnt scary u china said word zero matching action sleep happily knowing habitability planet hand people impeccable integrity look cute little ski resort affluent people wont able holiday anymore sad ban yes ban affluent people metaphor runaway global culture becomes metaphor climate disaster capable acting action harrier jump jet catch train falling cliff wind power protecting tree like opening umbrella window train fabric produced factory transported cool building planting tree around house leaning bamboo cane sunfacing wall technology isnt answer certainly economy collapse class divide widens maintaining gdp growth reducing ghgs interesting concept reducing gdp earth climate already heading disarray throw multibillion dollar bandaids problem terraforming fun brilliant step would produce immediate result dismantling globalisation gradually terminate international trade immediately ban multinational organisation dumping fertiliser ocean create massive algae bloom would help ship blackening sky wouldnt charging fuel use many litresk car us rather many litre pumped charging politicianbusiness people attempted genocide throwing jail carbon capture storage proven failure technology ridiculous dw included presentation presentation tweak tentacle note head monster reinforcing powerlessness impotence obscuring severity climate change neoliberalism protected look
"if man did absolutely everything that needs to be done starting tomorrow, it's still too late.    we let the fossil fuel conglomerates con us into thinking we had lots of time.  we wanted to believe it so it wasn't hard for them to convince us.  we love our cars.",man absolutely everything need done starting tomorrow still late let fossil fuel conglomerate con u thinking lot time wanted believe wasnt hard convince u love car
"The present day CO2 level is way below what is optimum for plant life. No climate alarmist has the intelligence or courage to point this out. No one points out how damaging for the environment wind farms, solar panels and electrical vehicles are (from mining the materials, to the wildlife destroyed, to the garbage it produces). No one talks about the cooling between the 1930's and 1970's which made the ""experts"" back the predict a coming ice age. No one with actual solid physics background looks at the research papers and conclude that we are in a crisis. Climate alarmists are just easily brainwashed sheeps.",present day co level way optimum plant life climate alarmist intelligence courage point one point damaging environment wind farm solar panel electrical vehicle mining material wildlife destroyed garbage produce one talk cooling made expert back predict coming ice age one actual solid physic background look research paper conclude crisis climate alarmist easily brainwashed sheep
"Today, I asked  AI to make content about climate change .
I ask for something emotional and something that can touch people, and this is the results!

Dear fellow inhabitants of this fragile planet,

Today, I come to you with a plea that resonates with the very survival of our human civilization and every living creature that calls this Earth home. We stand at the precipice of a moment that will define our legacy, either as stewards of nature or architects of our own destruction. Climate change looms like an ominous shadow, threatening to engulf us, but in the darkness lies a flicker of hope – the power of collective action.
Look around you, and you will witness the scars we have inflicted on our once-vibrant world. The consequences of our actions have extended far beyond the immediate, transforming the Earth into a wounded soul, crying out for healing. It is undeniable that human activities have accelerated the dire effects of climate change, unleashing catastrophic events that devastate communities and ecosystems alike.

The impact of climate change knows no borders. It doesn't discriminate between rich and poor, developed and developing nations. We are all bound together in this delicate tapestry of life, and the unraveling of one thread affects us all. But it is not too late to mend this tapestry and reweave a future filled with hope and promise.
Imagine a world where the air we breathe is pure, the rivers we drink from are untainted, and the wildlife roams free without fear. Picture a world where renewable energy powers our cities, where innovation and technology work hand in hand with nature, not against it.

Yet, the road to this vision is steep and challenging. Big corporations have played a significant role in the degradation of our planet, prioritizing profit over sustainability. But we, the people, hold the power to demand change. We have the ability to vote with our voices, our actions, and our wallets. Let us refuse to support businesses that continue to pollute and exploit our Earth. Let us hold them accountable for the damage they have wrought.
Each decision we make ripples through time and space, echoing in the lives of future generations. The choices we make today will define the legacy we leave behind. Do we want to be remembered as the generation that stood idly by as our planet suffered? Or will we rise as a force of change, as the champions of a brighter and greener tomorrow?

It is time to set aside our differences and unite under the banner of a sustainable future. Let us empower governments to prioritize environmental policies that safeguard our planet. Let us support green initiatives, research, and technologies that can help us tread more lightly on this Earth.

The power plants may churn, and the machines may hum, but the course of our future lies in our hands. We are the architects of our destiny, and with every decision, we can redefine what it means to coexist with nature.

Let this message echo in the depths of your hearts. Let it stir a fire within you, a fire that refuses to be extinguished until real change is achieved. Together, we can be the driving force that sparks a revolution against climate change and champions a brighter, sustainable world for all.

The time for action is now. Let us rise, let us act, and let us safeguard the future of our human civilization and every living being on this precious planet.

With hope and determination,",today asked ai make content climate change ask something emotional something touch people result dear fellow inhabitant fragile planet today come plea resonates survival human civilization every living creature call earth home stand precipice moment define legacy either steward nature architect destruction climate change loom like ominous shadow threatening engulf u darkness lie flicker hope power collective action look around witness scar inflicted oncevibrant world consequence action extended far beyond immediate transforming earth wounded soul cry healing undeniable human activity accelerated dire effect climate change unleashing catastrophic event devastate community ecosystem alike impact climate change know border doesnt discriminate rich poor developed developing nation bound together delicate tapestry life unraveling one thread affect u late mend tapestry reweave future filled hope promise imagine world air breathe pure river drink untainted wildlife roams free without fear picture world renewable energy power city innovation technology work hand hand nature yet road vision steep challenging big corporation played significant role degradation planet prioritizing profit sustainability people hold power demand change ability vote voice action wallet let u refuse support business continue pollute exploit earth let u hold accountable damage wrought decision make ripple time space echoing life future generation choice make today define legacy leave behind want remembered generation stood idly planet suffered rise force change champion brighter greener tomorrow time set aside difference unite banner sustainable future let u empower government prioritize environmental policy safeguard planet let u support green initiative research technology help u tread lightly earth power plant may churn machine may hum course future lie hand architect destiny every decision redefine mean coexist nature let message echo depth heart let stir fire within fire refuse extinguished real change achieved together driving force spark revolution climate change champion brighter sustainable world time action let u rise let u act let u safeguard future human civilization every living precious planet hope determination
Global warming is a serious issue.  Great documentary.,global warming serious issue great documentary
The rich dont care,rich dont care
The planet is burning out soon we will be like Mars just another used up planet,planet burning soon like mar another used planet
Lies...all lies,liesall lie
"While the Multinational Corporate-Congressional Complex twiddles its greedy thumbs... For profit, they will let us burn in an earthly hell, And we are told the solution is to vote?",multinational corporatecongressional complex twiddle greedy thumb profit let u burn earthly hell told solution vote
There is no climate emergency,climate emergency
I'm confused why would palm olive growers help those who are trying to produce palm olive artificially... the programme hasn't explained this?,im confused would palm olive grower help trying produce palm olive artificially programme hasnt explained
Will the CCP build more coal plants in china out of spite ?,ccp build coal plant china spite
Every able bodied human can make a difference.,every able bodied human make difference
"To summarize: businesses’ and consumers’ greed, arrogance, and complete foolishness got us here. I am constantly blaming corporations, but if people's behaviors don’t change as well, nothing will change.",summarize business consumer greed arrogance complete foolishness got u constantly blaming corporation people behavior dont change well nothing change
"50 percent reduction of co2 will destroy civilazation,",percent reduction co destroy civilazation
"The climets been warming siece the last ice age, all is normal, we have  had several ice ages, and earth has never burnt up",climets warming siece last ice age normal several ice age earth never burnt
I wonder why not use volcanic ash/dust instead of chemicals for geo engineering,wonder use volcanic ashdust instead chemical geo engineering
"Germany could have been at the forefront of climate protection technologies, but blew its chance due to inactivity, federal infighting and its notoriously inefficient bureacracy.",germany could forefront climate protection technology blew chance due inactivity federal infighting notoriously inefficient bureacracy
Thank you for opening our eyes. Tubigon islands in the Philippines are the first victim of this climate change.,thank opening eye tubigon island philippine first victim climate change
The real problem is now too big for profit driven industrial entities to solve. Instead of energy generation which exactly matches human needs there needs to be a MASSIVE increase in power generation so that there is sufficient energy to reverse desertification through water desalination and artificial environmental inflows. Terra Forming is required NOW or the climate runaway will be outside of the reach of our joint abilities. CLOSE THE CARBON CYCLE and then start reducing atmospheric carbon if we are to even stabilise the global climate! The answer is known but unpalatable to the fossil fuel industries that currently run the world.,real problem big profit driven industrial entity solve instead energy generation exactly match human need need massive increase power generation sufficient energy reverse desertification water desalination artificial environmental inflow terra forming required climate runaway outside reach joint ability close carbon cycle start reducing atmospheric carbon even stabilise global climate answer known unpalatable fossil fuel industry currently run world
Blessed are we that plant a fruit tree for all to eat and breathe positive mindset Hawaiian lifestyle we can change our world if wifi grew on trees every one would plant one change our mindset,blessed plant fruit tree eat breathe positive mindset hawaiian lifestyle change world wifi grew tree every one would plant one change mindset
In the hottest July on record I'm afraid it's much too late. Scientists began warning us over 100 years ago. We refused to listen. I'm not a religious person but I pray for us all.,hottest july record im afraid much late scientist began warning u year ago refused listen im religious person pray u
"We need to act and accept our current situation in the world! If the world won't become one, and fight against climate changes. I can't imagine how the world will look in 2050 
 There is still hope out there",need act accept current situation world world wont become one fight climate change cant imagine world look still hope
"It can not be averted unless half of humain die.
It can be sure no humain activities",averted unless half humain die sure humain activity
"They have created a wonderful buzz word.... But when it comes to doing what it takes, all I here is carbon this carbon that..... Here in Hawaii I watch corals die, as we allow golf courses, and monsanto to dump chemicals, that promote unnatural algae growth into rivers and our unique water table.",created wonderful buzz word come take carbon carbon hawaii watch coral die allow golf course monsanto dump chemical promote unnatural algae growth river unique water table
"Imagine a healthy human. They do their respective work, then expect a fun vacation every year. Among those ""normals"" are people who look far into the future, beyond the profits of companies, who dare to ask, ""What is a normal healthy human?"" If the way we live is unsustainable, it will catch up with us, and we will have to redefine ""normal.""",imagine healthy human respective work expect fun vacation every year among normal people look far future beyond profit company dare ask normal healthy human way live unsustainable catch u redefine normal
The earths climate has been changing forever. We cannot stop this no matter what we do it'll be ride it out and see what happens in the end cutting off oil and gas isn't gonna make one drop of difference.,earth climate changing forever stop matter itll ride see happens end cutting oil gas isnt gon na make one drop difference
"How have you watched this video without using products of  the "" evil, greedy corporations""?",watched video without using product evil greedy corporation
THERE IS NO GLOBAL WARMING CON..IT IS THE NATURAL EARTH EVOLVING THE NATURAL CYCLE OF THE NATURAL EVOLVING EARTH..IF MAN WAS TO CEASE LIVING ON THE EARTH THE SAME NATURAL CLIMATE CHANGES TO THE EARTH WOULD STILL EVOLVE THAT WAY ..THE NATURAL WAY..,global warming conit natural earth evolving natural cycle natural evolving earthif man cease living earth natural climate change earth would still evolve way natural way
funny how we always hear about global warming a lot in the SUMMER. But when it's cold and freezing in the winter...crickets.,funny always hear global warming lot summer cold freezing wintercrickets
Climate change is all bullshit its the government's who control the weather.  Research Chem Trials,climate change bullshit government control weather research chem trial
"The size of world doesnt change, its the inside",size world doesnt change inside
"Take everyone that’s ever lived  & everyone alive today & they would barely fill a tiny, tiny portion of the Grand Canyon. That’s how insignificant we are. If you believe in all this , you’re just a 🐑!",take everyone thats ever lived everyone alive today would barely fill tiny tiny portion grand canyon thats insignificant believe youre
"I do not like how this documentary portrays the Global North vs. Global South. Why are no experts from the Global South covered? There are so many academics, activists, experts and great initiatives in the Global South. Why is not a single one shown in a 90min documentary?  Why do you only show projects from the South that allegedly need a Western NGO to ""help"" them? Why reproducing the narrative that only the West has the 'innovations' to fight climate change and why only portraying the people in the South as 'refugees' and 'poor' that need the innovations from the North? Not what constructive journalism looks like in my opinion. I didn't learn anything new... Really had hoped for a more differentiated approach.",like documentary portrays global north v global south expert global south covered many academic activist expert great initiative global south single one shown min documentary show project south allegedly need western ngo help reproducing narrative west innovation fight climate change portraying people south refugee poor need innovation north constructive journalism look like opinion didnt learn anything new really hoped differentiated approach
"We as humans can develop resources to help the planet from climate disasters.
We have knowledge to go green?",human develop resource help planet climate disaster knowledge go green
There is no better propaganda than German propaganda Uncle Joseph would be proud of you.😎,better propaganda german propaganda uncle joseph would proud
"I get the feeling that its to late. Our forests are burning down, the earth is heating up so fast, more and more we pump gasses into the air. Judgment day has arrived",get feeling late forest burning earth heating fast pump gas air judgment day arrived
"The USA and European scientist knew the detriments of their Industrial Revolution on the planet but they chose profits over those concerns. Now they have the audacity in demanding that China, India and other emerging nations curtail their growth in industry and nation building for the sake of the planet. Where was the West when it really mattered, you laid the groundwork for the current calamity. Step up to your responsibilities.",usa european scientist knew detriment industrial revolution planet chose profit concern audacity demanding china india emerging nation curtail growth industry nation building sake planet west really mattered laid groundwork current calamity step responsibility
"There is no fix, this is nature. Warming and cooling is a cosmic phenomenon. Cosmuc cycli. Stop the lies and be prepared. Nothing to stop here....",fix nature warming cooling cosmic phenomenon cosmuc cycli stop lie prepared nothing stop
share this with every person you know. We need every person on planet to see this. The faster we act the better off we will be.,share every person know need every person planet see faster act better
Batteries are the solution. We need to buy tones of them.,battery solution need buy tone
"Earth's climate has changed many times. For example, fossils from the Cretaceous period (144 to 65 million years ago) show that Earth was much warmer than it is today. Fossilized plants and animals that normally live in warm environments have been found at much higher latitudes than they could survive at today.",earth climate changed many time example fossil cretaceous period million year ago show earth much warmer today fossilized plant animal normally live warm environment found much higher latitude could survive today
"everything comes down to too many humans, no one wants to adress this...

eat less meat, ok, but with current amount of humans,  we will only shift the problem to somewhere else... like not enough space to farm, irigation ,...",everything come many human one want adress eat less meat ok current amount human shift problem somewhere else like enough space farm irigation
"I haven’t finished watching yet, but they better come to New Zealand. Because we have every single one of these problems, happening at once.",havent finished watching yet better come new zealand every single one problem happening
"We, humans, are self destructive. After our extinction, Earth will recover and it will be perfect again.",human self destructive extinction earth recover perfect
"The occurrence of stoms,rains,ice, and floods at times and in unexpected places,confirms my theory the end of the (dynamic horizontal movement )which needs to balance and it sill under control to  balance...
But about earthquakes, volcanic eruptions, sinkholes, tsunami, dry lakes and rivers, flow of water from the mountains and hills,explodeand of eyes water from the ground, formation of new mountains or islands, collaps of mountains ,and cracks on ground,& ,& ,&,they are out of control or balance...
  Note :The earth will become like Venus...

Yousif A Tobiya 
Forcibly displaced",occurrence stomsrainsice flood time unexpected placesconfirms theory end dynamic horizontal movement need balance sill control balance earthquake volcanic eruption sinkhole tsunami dry lake river flow water mountain hillsexplodeand eye water ground formation new mountain island collaps mountain crack ground control balance note earth become like venus yousif tobiya forcibly displaced
We need Thanos,need thanos
"Earth is a system. Once a fully functioning machine but no more. Changes in climate will definitely impact other earth processes. Sea and ocean levels and health, reduced biodiversity, heating earth within as white reflectors like snow covers disappear, more volcanic eruptions, less drinkable water and we have just passed 50degrees. We are close to extinction. Good luck to the rich finding another earth in distant galaxies.",earth system fully functioning machine change climate definitely impact earth process sea ocean level health reduced biodiversity heating earth within white reflector like snow cover disappear volcanic eruption less drinkable water passed degree close extinction good luck rich finding another earth distant galaxy
Brilliant documentary - thank you so much!,brilliant documentary thank much
Climate Change will kill you  !,climate change kill
"To the GREENS;"" there will be no green without Nitrogen and Carbon 
dioxide and light."" You all will dye. How much Methane comes from Permafrost compaired to what comes out the mouth of cows is another question the Greens don't answer.",green green without nitrogen carbon dioxide light dye much methane come permafrost compaired come mouth cow another question green dont answer
So fake😂😂😂 why are politicians pushing this bullshit so much,fake politician pushing bullshit much
The rich oil tycoons are the arsonists,rich oil tycoon arsonist
Climate alarmists please stop scaring people!,climate alarmist please stop scaring people
heat age... on the way... please do not seed the atmosphere with reflective material.. reforestation is  BY FAR a better idea,heat age way please seed atmosphere reflective material reforestation far better idea
"Please try to plan to contain the release. Drill down and bottle up the gases and put it out of our atmosphere somehow, destroy it, neutralize it. Something?",please try plan contain release drill bottle gas put atmosphere somehow destroy neutralize something
"What is Project Mothball?
#I Know",project mothball know
"Do elves have beards?
So.
Once a month, as the H.E.M.I. , along with the Day1 program begin and continue to blanket the planet in affable energetic space; I shall propose a question. A question regarding the Realms of Fable, Tale and Legend. Hopefully; the questions gain depth and meaning as the Times of Change, or rather the New  Age , continues to roll along as we improve our lives through the new and heightened capacities of Technology & Communication.",elf beard month hemi along day program begin continue blanket planet affable energetic space shall propose question question regarding realm fable tale legend hopefully question gain depth meaning time change rather new age continues roll along improve life new heightened capacity technology communication
Are we to forever suffer through the Tales of Rat & Mouse?,forever suffer tale rat mouse
"Supposing the Faeire Tales, Fables and Legends are true. Yet even the magics these elves and gnomes produce has an inescapable biproduct. 
Part of the need for help is the ability to fully accept the help which is granted.
We the people all need to come to terms with how we can now help ourselves and therefore each other.
Please help; namaste.",supposing faeire tale fable legend true yet even magic elf gnome produce inescapable biproduct part need help ability fully accept help granted people need come term help therefore please help namaste
"There are those people who will do anything to remain staunch supporters of Big Oil. They will say No, as they always do, to anything which replaces the need foroil products.
I call for their Deaths and or Imprisonment with subsequent Punitive Measure. 
#Naysayer Nation",people anything remain staunch supporter big oil say always anything replaces need foroil product call death imprisonment subsequent punitive measure naysayer nation
"We can use plants to power all of our machinery, large and small. This is a broad sweep. Oil which burns. Plants produce oils which burn. The main reason we will remain in need of oil and oil products is the computer and communication technologies. However; this represents a vast and widespread decrease in fossil fuel consumption.",use plant power machinery large small broad sweep oil burn plant produce oil burn main reason remain need oil oil product computer communication technology however represents vast widespread decrease fossil fuel consumption
"If I am to be punished for using foul language on the internet. Then all persons who film pornography shall be brought to justice.
#",punished using foul language internet person film pornography shall brought justice
"Oh and also. Blood rivers. Brought into being by slaughterhouse. Sometimes above ground, sometimes below.
So now for the Blood Crystals. Not everything that is red sets with the dying sun.",oh also blood river brought slaughterhouse sometimes ground sometimes blood crystal everything red set dying sun
"World War.
Climate Change.
Armed Combat.
Hmm.
Thinking about.
The Northern East Coast of the United States. World War One, a series of dams had been built into the North. In the effort to control water supplies after the Great War had been won.
Ao niw there are , dangerous, ineffective, abandoned dama.dotting the water table of the Northern East. Acting as a festivity for the mold spore environment. With nobody to pay for all the work which needs to be carried out in these abandoned war torn regions. The Federal Reservation Pact was breached at the onset of World War Two. These war torn areas, disguised as private hunting grounds; and probably off the g.p.s. hard grid.",world war climate change armed combat hmm thinking northern east coast united state world war one series dam built north effort control water supply great war ao niw dangerous ineffective abandoned damadotting water table northern east acting festivity mold spore environment nobody pay work need carried abandoned war torn region federal reservation pact breached onset world war two war torn area disguised private hunting ground probably gps hard grid
"I have recently come to believe that; greenhouse gasses, now with the increased global warming having reached its  peak. These are the important gasses which are being released into the ethos of intelligent space surrounding the planet. There isnt a buffer beyond the lunar orbit for these gasses to remain activated in the correct places and ways. 
Greenhouse gasses are important. These retain the capacity for warmth.
Heat, as you know ; is very much different from warmth. 
Hmm, you see; the problem.",recently come believe greenhouse gas increased global warming reached peak important gas released ethos intelligent space surrounding planet isnt buffer beyond lunar orbit gas remain activated correct place way greenhouse gas important retain capacity warmth heat know much different warmth hmm see problem
"""Drink my water. Spill your enemies blood. ""-Old Earth Army Stanza or from; Natures Infamous Quotes",drink water spill enemy blood old earth army stanza nature infamous quote
Just stop oil!!!! 😂😂😂😂,stop oil
Have nuclear powered aircraft carriers grow rapid growing animal feed (fodder) and freeze it in Antarctica. Only the United States and France are capable of this (at the moment) Global warming has a solution. Spread the word,nuclear powered aircraft carrier grow rapid growing animal feed fodder freeze antarctica united state france capable moment global warming solution spread word
"We are are a malignant Cancer growing on our host, which is the earth. Does anyone realise that?",malignant cancer growing host earth anyone realise
How do you expect people to believe you now after all the lies you put through during the pandemic?,expect people believe lie put pandemic
"Even if all people on Earth will die today, global temperature  will continue to rise. Tectonic plates continue to move,  volcnoes will erupt , more Carbon Dioxide will ne released in the athmosphere, Glaciers and sea ice  will  melt, sea level will rise just like before life on earth exist.  We can not control these changes, nor play an important part in influencing climate. 
It happens on every planets history as it already happened  on our planets  4.5 billion years of history. Deserts were formed not because of humans activities. Ice ages, Mass Exitinctions  occured several times in our planet' s   4.5 billion years of history. billion years history.",even people earth die today global temperature continue rise tectonic plate continue move volcnoes erupt carbon dioxide ne released athmosphere glacier sea ice melt sea level rise like life earth exist control change play important part influencing climate happens every planet history already happened planet billion year history desert formed human activity ice age mass exitinctions occured several time planet billion year history billion year history
"The real burden to Mother Earth is ""LIARS""- weak men, corrupt governments and pricks like Klaus Schwab and his minions that seek to exploit Earth and its inhabitants.",real burden mother earth liar weak men corrupt government prick like klaus schwab minion seek exploit earth inhabitant
Climate change not only refers to global warming but global cooling too. Most people wouldn't know global cooling if it was happening around them. Look at the real world data. La Nina causes drought and record snow packs. We have had La Nina 50% of the time last 25 winters. Climate models never predict La Nina only El Nino. Or maybe it's predicting La Nina rather than El Nino. El Nino the crops grow good. El Nino its dry and snowy winters. Mammoth mountain still has 500% of it's snow pack. Antarctica and Siberia just set record cold temps for July. The coldest temperature ever recorded July 14. So all the moisture is evaporating from the equator and going where?,climate change refers global warming global cooling people wouldnt know global cooling happening around look real world data la nina cause drought record snow pack la nina time last winter climate model never predict la nina el nino maybe predicting la nina rather el nino el nino crop grow good el nino dry snowy winter mammoth mountain still snow pack antarctica siberia set record cold temp july coldest temperature ever recorded july moisture evaporating equator going
Rich never gets impacted they impact poor and middle class and definitely the mighty mother nature,rich never get impacted impact poor middle class definitely mighty mother nature
The only catastrophe eminent to humankind is the greed of the filthy rich waging war on the less fortunate through fallacies like climate change. Taking advantage of cobalt being mined by child slavery to build vehicles only affordable to the very few who can afford it making life all the more difficult for their fellow man. Time is neigh your days are numbered.,catastrophe eminent humankind greed filthy rich waging war less fortunate fallacy like climate change taking advantage cobalt mined child slavery build vehicle affordable afford making life difficult fellow man time neigh day numbered
County like Bangladesh suffers more from this climate change 😢😢😢,county like bangladesh suffers climate change
"THIS MAKES NO SENSE AS HOLLAND FOR 1000 HAS STOPPED THE SEA FROM RAVEGING IT, WHY CAN'T THESE PLACES BUILD UP THEIR LANDMASSES???!!!! THIS ONE SCHOOL CAN BE MOVED TO A HIGHER AREA PERHAPS ANOTHER 20 FEET. IT WILL TAKE DECADES FOR THE WATER TO REACH THIS AND EDUCATION IS MUCH MORE IMPORTANT THAN $$$ TO DO THIS!!!",make sense holland stopped sea raveging cant place build landmass one school moved higher area perhaps another foot take decade water reach education much important
"IF WE THINK ABOUT IT, WE CAN HAVE UNLIMITED FRESHWATER FOR EVERY COUNTRY ON EARTH!!",think unlimited freshwater every country earth
"Heatwaves are not caused by climate change. Its a natural temperature phenomenon. There are over 300 severe heatwave incidents recorded since 1540. Furthermore there are Greek and Roman scripts describing extreme heat temperatures in ancient years.  But selling climate change is a profitable business in western societies the last decade, totally hypocritical.",heatwaves caused climate change natural temperature phenomenon severe heatwave incident recorded since furthermore greek roman script describing extreme heat temperature ancient year selling climate change profitable business western society last decade totally hypocritical
"We won't stop this.  It isn't our nature.  We live next to active volcanos, because the soil is good and it makes us rich.  We will keep doing whatever makes us rich until it literally kills us.  We've always done this, and we always will.  If we become extinct from it, then we just join the 98% of species before us.",wont stop isnt nature live next active volcano soil good make u rich keep whatever make u rich literally kill u weve always done always become extinct join specie u
Already too late,already late
"thanks to the few hundred businessman,company owners,and politicians,they succeeded to kill   the galaxys 4,5billion years old only living planet,just within 200 years..  nice job!!!👏",thanks hundred businessmancompany ownersand politiciansthey succeeded kill galaxy billion year old living planetjust within year nice job
