cleaned_comment,sentiment_score,sentiment
plus year work brian entirely new view every thing unlike hawkins einstein brian make easy enough old man understand thank brian,0.6597,positive
fall black hole staring outwards toward universe see star galaxy start moving away increasing speed intense gravity cause time slow eventually fraction second million year rest universe see trillion star form get born die giant supernova explosion like celestial firework display eventually last star twinkle oblivion yes mostlikely get spagettified die youve seen rest universe end,-0.5106,negative
kind,0.5267,positive
student lucky,0.4215,positive
nothing escape even l dont fuckin say,-0.1326,negative
maybe im crazy id happily jump black hole see whats,0.296,positive
ive always fascinated space time thing brian cox really cool way explaining thing he got cool way,0.8067,positive
understand information conserved mean big bang information zero since entropy universe increased implies information increased,0.4939,positive
brilliant piece explanation,0.5859,positive
brian cox eloquent physicist listen neil degrasse tyson brain hurt brian explains everything beautifully simple understandable way,0.0772,positive
actually smart,0.4019,positive
everything say kid intention,0.0,neutral
prophet muhammad pbuh traveled universe yr agothe journey israk mikraj,0.0,neutral
brian intelligence little finger human planet big call wow love thinking,0.9022,positive
information conserved ordered system equation brian mentioned theoretical physicist deep inside research forget something theoretically possible doesnt mean possible real world,-0.2263,negative
dear prof cox would love hear theory black hole witness big bang imagine energy release big bang tidal movement blast possible imagine could answer every galaxy one galaxy eater black hole could first witness big bang best cleaning lady,0.9201,positive
happens made box suction pushing outwards extremely fast reverse black hole,0.0,neutral
remember guy said human much different octopus google latest nonsense evo nut job think squid octopus hitched ride comet earth mate come comet human vastly different human called big think lmao wasnt bill nye non science guy also clown,0.296,positive
didnt know keanu reef also scientist,0.0,neutral
v prove,0.0,neutral
yeah laundry sim roblox flat earth stuff,0.296,positive
one day understand particle created outside eh would take energy away inside black hole wouldnt black hole still getting larger since particle inside still went nothing actually come would get smaller sigh smart enough try though,0.7096,positive
ill send black hole,-0.4215,negative
blocked everywhere,-0.2732,negative
guy know gravitational force,0.0,neutral
whatever said completely wrong,-0.5256,negative
spacetime created consciousness inside consciousness consciousness,0.25,positive
love guy say make sense even who following research theory understand say im fan,0.7579,positive
black hole loses enough mass radiation cease black hole would become star,-0.3182,negative
please,0.3182,positive
brain cox gojo reference thumbnail,0.0,neutral
im grilling ai chat black hole right thanks brian,0.4404,positive
never know cause never visit one know black hole theory,0.0,neutral
think brian cox unlocked mystery universe cause he looking younger time go forward,0.0,neutral
selling false imaginative anything story,0.0,neutral
fancy fantasy physic universe doesnt work ur imaginative story like bible nd anything bullshit stuff,-0.3182,negative
brian cock black dude could unlock hole universe,-0.1531,negative
closest observable mystery far hold imagination bondage,0.0,neutral
real american love trump think president lifewhopping believe election fraudelent biden legitimate president huge american want handout ukraine support israel war gaza,0.6808,positive
quran star fall highest point horizon prophet sight never wandered overreach u cant see lote tree extreme limit seventh heaven black hole funnel shape certainly saw lord greatest sign,0.875,positive
disrespect come space black hole hear lot smart talk nothing never know truth actually go space explore,0.1561,positive
one best black hole video ive ever seen,0.6369,positive
would win fight brian cox neil tyson,0.296,positive
black hole near earth planet nebiru,0.0,neutral
say simply fantastic,0.5574,positive
shouldnt gravitational wave frame dragging around rotating black hole provide key info spacetime emerges,0.0,neutral
doesnt plank length prevent singularity,-0.0191,neutral
one notice black hole big bang thing ive saying year,0.0,neutral
god amazing way showing science field create baffling natural occurrence truly fascinating,0.9423,positive
black hole matter,0.0258,neutral
according quran humanity never unlock mystery universe unless god permit,0.2732,positive
imagine wasting one minute sad life fake crap,-0.8885,negative
black hole actually hole wouldnt dense object dense enough light escape gravity dont understand becomes hole,0.1779,positive
one think brian cox look like john wick scientist,0.3612,positive
class,0.0,neutral
laplace mainly think speed negatively plan,0.0,neutral
idea planet formation,0.0,neutral
didnt know keanu reef knew much black hole wow,0.5859,positive
video producer hadnt leaked year ago learning line car would believe chance,0.4519,positive
thanks video thats really interesting question though maybe someone could enlight one point video say possible perfectly rebuild book one burned destroyed way problem entropy keep increasing make process destruction irreversible im familiar thermodynamics maybe im wrong nothing thermodynamics thank video,-0.6723,negative
lord shiva reminds,0.0,neutral
im drunk n video made relax find solution problem,0.0258,neutral
god real,0.2732,positive
cant come term idea particle coming spontaneously existence near event horizon black hole leaving radiation could somehow lead degradation black hole eventually loss mass density anyone point right direction resource adequately explains phenomenon,-0.6908,negative
black hole remind compost bin put material transforms building block something else fertile soil remarkable spark curiosity contagious brilliant,0.6124,positive
wig,0.0,neutral
call young carl sagan please continue please open mind something even spiritual level,0.5574,positive
idea question raised however entanglement theory background radiowaves simply became active mineral gas formed create new form hence development planet space planet galaxy etc etc,0.5859,positive
believe live inside hypergiant black hole big bang merely birth black hole great attractor essentially gravitational force point singularity shit pulling galaxy towards please comment might either correct incorrect,0.6124,positive
love see live,0.6369,positive
listen mate living rd world shithole england day im concentrated getting yet another shit week black hole im experiencing one petrol satation supermarket,-0.5574,negative
way brain cox explainedwow,0.0,neutral
physicist scientist simple retail employee california entanglement happens near event horizon black hole professor cox suggests black hole finite lifespan could black hole become large enough live long enough pull much matter lifetime could eventually collapse detonate first went supernova observed tool measure occurrence isnt possible universe black hole true could similar black hole spawned universe black hole bend fabric space time isnt possible simply arent able detect universe space time universe dont overlap professor cox far away favorite scientist listen,0.4019,positive
go black hole think crawl alien kid plug socket computer game thought lol,0.4215,positive
theory anyone could enlighten actually interesting stupid would great entered star exact moment collapsed black hole escaped information carry would solve information paradox would also tell u center black hole possibly give u theory everything,0.7184,positive
anyone wondering name piano song playing end small beginning jay price,0.2023,positive
fuck please mercy brain wow,0.6249,positive
kingdom god see human eye,0.2732,positive
really cool enjoy listening brian cox explain thing otherwise would understood,0.7245,positive
dont fully understand removing energy go,0.3321,positive
nice see keanu reef knowing thing,0.4215,positive
thought talking kim kardashian,0.0,neutral
brian eat cox unleash wild expensive imagination,0.0,neutral
l hear black hole l cant help jumping naomi campbell grace jones im pretty sure neither gifted science department,0.722,positive
visual aid really aided thank,0.4173,positive
wow described teleportation,0.5859,positive
hurt brain happens go one die go happens,-0.8074,negative
theory big bang black hole illogical big bang billion year ago george lemaitre theory illogical big ben logical answer powerful gravity concentrated billion galaxy year ago scientist said million galaxy year turn billion galaxy one place answer never gravitational force universe life beyond planet yes intelligent life form probability million time lower approximately million different form life bacteria dinosaur blue whale one organism ie human acquired intelligence complete accident black hole black hole stephen howking theory also illogical important force universe gravity billion year star planet moon meteorite comet everything occurs universe heading towards center galaxy attracted gravity black hole megagiant central planet million time larger sun cooled therefore emit light billion year mega central planet attract concentrate matter galaxy unless first collides another larger mega central planet assumed billion year milky way galaxy collide even larger andromeda nebula galaxy billion year result gravity giga central planet created gravity work emphasize arrogant base conclusion analysis available information logic,0.836,positive
get life ffs,-0.5859,negative
black hole name weve given phenomenon think science observe assume theoretically explain time call black hole able unlock mystery imagination actually know phenomenon may fact something entirely different imagine may something may,0.0,neutral
think black hole take disorganised entropy thing organise release,0.0,neutral
know allah allow know cant create think awn see blackmore find,0.0222,neutral
orbital come time,0.0,neutral
time dependent consciousness,0.0,neutral
really want astronomer,0.1513,positive
im kid space best thing could ever imagine full surprise always learning many new thing,0.743,positive
still dont get id still happy listen brian day long fault im sure one day itll get ill one hell eureka moment,-0.6249,negative
beware gravity,0.0,neutral
actualy black hole,0.0,neutral
lovehate video explains thing well leave thinking oh could theoretical physicist reality probably could lol amazing content,0.8176,positive
beautiful god would,0.7184,positive
alien bigger planet exist,0.0,neutral
want know black hole tear fabric space time end side black whole,0.0772,positive
im halfway black hole mind bending book,0.0,neutral
brian cox could keeanu reef brother,0.0,neutral
anyone considered since gravity may pull move space time faster light reversed may exist result,0.0,neutral
think year would clear picture real black hole mind bending truth,0.5994,positive
brian cox dad,0.0,neutral
please stephen hawking come back save u keyboard player,0.6705,positive
good keep coming,0.4404,positive
calm cool voice help sleep kid sucker bed time story sure,0.6369,positive
looking trace life million ton sand probably enough proof want look black hole youre already frightened see,-0.3818,negative
black hole arent black hole flat disc flatten outwards space wide hole black hole antimatter flattened space dense matter cancelling self matter antimatter,-0.1531,negative
could express thing ebonics would different meaning,0.0,neutral
keanu reef scientist instead,0.0,neutral
know many scientist atheist feel discussion right god staring u face unknown unexplainable life complex personally believe life always way exist forever somehow energy doesnt die,0.7466,positive
doorway god world,0.2732,positive
answer whats going ever go doesnt come,0.0,neutral
im clearly idiot ignore probabilistic stuff depends input rather data misnomer entropy heat death disordered state ordered possible state equilibrium tell u exactly everything longer moving information learning knowledge data disorder application imposition rule state rule impose disorder disorder gain energy apply random fact turn knowledge coursework imposing eventual inescapable order bit byte neuron photon eventually pas equidistant space photon definition ordered state could find,-0.9042,negative
yah roger p,0.0,neutral
think ni hole rly interest,0.4588,positive
anyone know name background music start,0.0,neutral
know thing going im batman,0.0,neutral
every time look brian cox wonder year old many grey hair,0.0516,positive
nothing new woopsy dooooo,0.0,neutral
need people like brian cox,0.3612,positive
also claimed finding higgs particle would answer question,0.0,neutral
brian gift science understanding,0.4404,positive
one favorite human,0.4588,positive
live electron universe without atom could exist vote study electron gluon hold matter universe together black hole formed neutron star coalescing circa sm neutron star made neutron electron proton neutron star form eject heavy element like gold palladium carbon etc see stellar remnant neutron star neutron electron proton black hole made therefor possible combination black hole made electron proton exist equilibrium electron proton exist isolation neutron cease exist without electron proton black hole electron proton equilibrium combination produce photon light produce magnetic entanglement eliminates black hole quake neutron magnetar star produce magnetic field entanglement quake black hole spin speed normal matter would disintegrate l like changeling quark become quark like quark represents physic reason probably anti matter de coupling event start matter universe changeling became ever state suited preservation quark universe quark chose anti quark would matter universe would quark deprivation form changeling quark expansion theory big bang needed think basketball size effervescent ball placed tank water edge contact water go phase transition de coupling matter universe came de coupling therefore matter universe could developed known physic scale factor billion year would also mean matter universe came significant amount equilibrium energy circa billion light year diameter working within known physic,0.2732,positive
know black hole super tight got ta start going slowly pas event horizon depending black hole might see discharge brown matter ruin journey goal reach nuclear explosion white matter coming across brown matter got stay singularity order enter multiple black hole look like brians cox entered black hole mine,0.4588,positive
man new day carl sagen,0.0,neutral
brian cox genius,0.0,neutral
every single video tv show brian cox part simply mesmerising explains thing amazing beautiful detail something anyone could ever get bored,0.765,positive
wouldnt reconstruction information sort rewind time,0.0,neutral
maybe thats dejavua black hole collapsed atleast hearing seeing seems like coukd strange interesting possibility could come cant understand yet hell know mind blowing amazing phenomenal thing happen universe different unique mind blowingly interesting strange thing exist universe,0.8925,positive
idea possible solution dark matterenergy theyre wrong would mind telling dark matter solution possibly missing mass isnt atom since interaction higgs field give thing mass thats due subatomic particle place universe higher number subatomic particle per atom different ratio subatomic particle interact higgs field per atom could subatomic particle outside atom interacting higgs field nonvisible radiation cloud inter stellarinter dimensional space throwing model alternatively additionally possible subatomic particle exist center galaxy even black hole without contained atom there missing mass planet perhaps center related black hole supposed infinitely dense gravity crush everything infinitely small run away density reached yet argument underpinning big bang matter crushed closely created much heat energy another idea something stretch stretched higgs field particularly happens unevenly thus differing interaction see gravity working stretched higgs field like gravity warp space time also dont explanation uneven stretching universe could something occuring dimension predicted string theory ive also long wondered missing impact gravity ive told happens due stretched acroas multiple dimension perhaps dark matter gravity bleeding back parallel dimension possibly higgs field intermediary somehow,-0.5267,negative
stephen got turned away orgy hawking,0.0,neutral
could listen brian talk space day,0.0,neutral
beginning bigbang end universe beginning blackhole end hawking radiation implication nature reality quantum information quantum entanglement fundamental quantum mind emerge collection pattern quinfo quentang quantum body emerge stdmodel emerge dna protein synthesis mind body entanglement consciousness emerge spacetime emerge mass energy wave fn decoherence mathematics emerge intrinsic fabric emergence holographic principalinformation conservation energy conservation,0.4939,positive
send person something inside make disappearing process black hole faster like second save person thing inside,0.6908,positive
oh scientist b dont understand gravity dont understand electron understand physic space dont clue watch guy laugh mean saying big bang created universe saying earth flat ppl idea never,0.6808,positive
there always possibility true nature reality exists beyond comprehensive capability absolutely anything capable comprehension either quantum gravity theory found end knowable universe humanity technology evolve one day able find even deeper unanswerable question,0.7703,positive
key read bible bible key everything,0.0,neutral
interesting dont know black whole existence always never end cause never started could talk conscious einstein said freindly matter live particle wave black whole derived eternal mystery call god name pretty useless necessary real understand real feel real thats dont understand time space cause end really feel like vibrate slow experiencied cant understood,0.7951,positive
brian cox great communicator average physicist black hole fill ignorance hypothesis advanced hard true believe life came inorganic stuff billion year surprising dont believe god soul,0.742,positive
bedankt,0.0,neutral
total idiot,-0.5106,negative
discount cgi keanu reef,0.0,neutral
wef member need know,0.0,neutral
could watch day,0.0,neutral
could listen brian cox day,0.0,neutral
succession,0.2023,positive
brian cox grow,0.0,neutral
dia que cincia souber que e realmente universo eles ficaram de boca aberta por descobrirem que resposta sempre esteve diante do olhos delese entenderam quo simple e nosso universo,0.0,neutral
moon satanic apollo landing filmed basement hubble al picture nasa fakery research flat earth never never put hand black hole unless good soap,0.6255,positive
realized guy year old thought,0.0,neutral
talking hole know nothing guessing bullshit,0.4717,positive
hawkins radiation slowly release time black hole become less dense point light must escape ever increasing speed,0.1779,positive
knowing wont even get one breath chasing wind wisdom wise foolishness god compared awaits love god,0.9081,positive
anymore singularity according latest amd greatest disruptive information good old james webb suck theory banked wrote get completely dismantled overnight youre clearly sharp im sure write much mire relevant new book,0.7845,positive
black hole contain dont know itsa concept period experiment prove something valuable like geneticien call junk dna dna explain dont know dont know,0.6808,positive
hawking radiation black hole gravity immense wouldnt mean radiation travelling faster speed light,0.0,neutral
brian cox sir david attenborough physic give u much possible science awesome p type video information shown everywhere always sorry hate capitalizing screaming one time,-0.3612,negative
weve got black hole,0.0,neutral
wait outside black hole time still work inside time stop anything still working end everything last known dimentions x z time time warp blinking let say exact calculated spot space effect time complete area gakaxy blink eye time go time factor,-0.296,negative
he amazingly beautiful human mind body importantly soul pity anyone cant see,0.6478,positive
son year month always talk black hole much interested thing every time ask put tv learn solar system asteroid collision nebula even dont know galaxy want know black hole nebula sure whats going better want take best astro physicist dont like watch see anything apart solar system year month old like everyday night want tell story universe galaxy etc make understand im learning topic thanks inspiration,0.9004,positive
thanks brian,0.4404,positive
woah,0.0,neutral
like idea universe someway loosin energy gaining knowledge real gift back gift given u iniverse,0.9042,positive
nothing really disappears,0.3078,positive
people mad god gap coming back lol,0.1779,positive
lol teach school text book almost year come say something different havent looking like might scientist stuff lol make sure smile tell,0.8069,positive
burn book nothing speed decay time leave book long enough eventually decay nothing option outcome lead end really gone,0.5132,positive
really keep mind video einstein said look nature really carefully keep pulling intellectual thread keep going keep delving nature seems trying tell u lucky persistent catch glimpse something deeply hidden beautiful isnt glimpse something deeply hidden,0.9016,positive
water flat,0.0,neutral
never thought keanu reef know much universe,0.0,neutral
dumb as like dam talking black hoe checked slightly disappointed actually said hole wanted describe black hoe detail,-0.5584,negative
ik one see thought brian keanu reef,0.0,neutral
dear brain scientist please use metric system,0.5994,positive
math show max size given blackhole could ever attain determined energy play moment blackholes birth actuality continue consume create particle reach theoretical max size begin shrink still consuming creating slower rate postmax size becomes infinitesimaly small longer blackhole rather black point,0.8519,positive
anyone ever considered big bang caused dark matter escaping black hole turn causing massive reaction created universe course mean side big bang lie another parallel universe,0.3182,positive
black hole doesnt exist,0.0,neutral
bro look like keanu reef played asian character movie,0.5994,positive
im belief black hole lead universe way traverse,0.0,neutral
brian cox talking hole little mark isnt,0.0,neutral
impossible get tired hearing black hole especially man,-0.4404,negative
big bang possibly black hole released information thus creating life know today,0.296,positive
title video sound like best porn ever,0.7717,positive
heck keanu reef explain black hole,0.0,neutral
mind blown minute,0.0,neutral
black hole dont exist one ever seen black hole b,0.0,neutral
yes brian cox please,0.6124,positive
wow pattern deeper connection,0.5859,positive
black hole loses mass wouldnt stop black hole way disappears wouldnt revert whatever object became massive black hole,-0.4238,negative
remindes carl sagan much,0.0,neutral
energy black hole taking released somewhere creating new universe,0.5106,positive
many ad,0.0,neutral
know two theory actually unify think hidden unknown theory allows current theory unify think double slitblack hole secret sauce idk,-0.1027,negative
describe de cycle black hole thinking universal super storm,0.5994,positive
find cox black hole,0.0,neutral
possibly beginning ultimate mind bender even consider big bang cosmicly condensed singularity always point nothing beginning every year come back contemplate little bit cant answered brief mind exercise ironic biggest probably important question least cant answered,0.0772,positive
singularly total compression spacetime matter sucked evaporates taking consideration law conservation information could result know big bang birth new universe wormhole sort,-0.4404,negative
he lost weight since succession,-0.128,negative
hehe cox talking black hole,0.0,neutral
using mile scientific video ffs,-0.5859,negative
possible black hole universe keep expanding growing black theory massive star dy super nova could big bang,0.6808,positive
brown hole,0.0,neutral
brian go rogan outstanding explanation scientific theory arrived still leave rogan completely unpenetrated reason jump directly obtuse speculation next show,0.5859,positive
see excited get work beautiful,0.743,positive
particle accelerator,0.0,neutral
earth like,0.3612,positive
would right say whole universe inside black hole make wonder stuff,0.0,neutral
say keanu reef cousin,0.0,neutral
nice live time think thing least never find black hole really least dont think u human live long enough figure dont think book u hey know right,0.4215,positive
quantum theory gravity relative theory quantum,0.0,neutral
helo brian would like add insight understanding black hole understand fully understand magnetism key understanding complexity black hole going fully explain know black hole emit hydrogen vhel highest capacity ecence light matter matter light name hawking radiation may suggest hydrogen would give greater understanding universe began unfortunately quantum suggests gravity acttualy maybe think term erasure space like said fully understand magnetism understand black hole actualy space hold property time measurement rethink theory hope one day could discus finding,0.802,positive
helo brian would like add insight understanding black hole understand complexity fully fully understand magnetism key understanding complexity black hole going fully explain know black hole emit hydrogen vhel highest capacity ecence vhel matter matter vhel name hawking radiation may suggest hydrogen would give greater understanding universe began unfortunately quantum suggests gravity theory actualy space hold property time measurement gravity need think term erasure space hold secret mystery use word gravity hope meet one day would like discus finding,0.802,positive
get book mentioned,0.0,neutral
offence brian cox clueless,-0.5719,negative
difference observe black hole would expect see natural element osmium collect mass enough volume gravitational field far surface mass would need dilute density reached gold,0.4404,positive
like clever scince,0.6705,positive
make complete sense burning book analogy make easy understand black hole like blender take everything make smallest form spit thank explaining,0.7845,positive
fantabulous singularity place space moment time end time,0.0,neutral
broan cox presnets black hole drinking game,0.0,neutral
title sound like top shelf photography publication reove tye l get real profound around min mark also purposely absurd name fictional editor content curator woukd provide editorial issue forgive ive night im finally managing nod im found bu seems like word black hole playing loop,0.8271,positive
sit like girl,0.3612,positive
love manthis man god,0.743,positive
information lost simply encoded subject rather encoded eye beholder throw hand written letter fire collect part together however able know written letter individual part lostdestroyed however information regarding arranged mind set memory within letter,-0.128,negative
yes yes seen interstellar something newanything,0.6597,positive
consciousness see paper selfreference build world author cosmin visan,0.0,neutral
harmonic frequency blk hole worm hole,0.4215,positive
black hole closely related worm hole ingesting matter energy seeding ever expanding universe faster speed light black hole disappear close worm hole nothing nature one kind something may many type blk hole worm hole may exist together,-0.3561,negative
black hole could portal another world,0.0,neutral
know stuff fell rather stuff think fell simply making hawking radiation,0.0,neutral
universe doesnt care time time understand existence moving forward isnt time time tool use keep track explain mathematically,-0.3875,negative
theory say still see anything ever passed eh like never due time dilation see nothing,0.3612,positive
zero evidence anything ever fell sucked black hole pas right,-0.4588,negative
singularity real mass keep spinning forever unless interfered outside source ttw,0.0,neutral
people get rid person physical singularity powering,0.0,neutral
look singularity actually exist spinning faster light due llw eh terminator object normal time space nothing pass eh there never proof anything,0.0,neutral
apologise im major dumbass true black hole life span everything inside returned could make case start universe typing im aware case thought nice idea,0.5574,positive
james blunts smart cousin,0.4019,positive
eres tu neo,0.0,neutral
escape velocity question example earth enough energy source couldnt go slowlyyyy keep going beyond,0.4215,positive
photon cant escape black hole hawking radiation,-0.1326,negative
brian cox make brain hard,-0.1027,negative
nothing even light escape black hole gravity,-0.1326,negative
explaining theory helpful able see graphic illustration help understand imagine described,0.6705,positive
hawking radiation every bit information ever one day everything inside black hole big bang happens,0.0,neutral
photon escape black hole black hole pulling massless light black hole consuming spacetime physicist please correct wrong please black hole consume space time,0.296,positive
ah sh wrong websitei expecting different video,-0.4767,negative
love explained first video black hole ive able fully comprehend made much sense,0.6369,positive
sure jump let u know find,0.3182,positive
ive always imagined universe born multiple super massive black hole colliding multiple universe born destroyed via black hole,0.0516,positive
also new young man,0.0,neutral
black hole democratic ran city,0.0,neutral
pretending understand anything brian cox say,0.1027,positive
sht shrlock,0.0,neutral
havent sent probe bh,0.0,neutral
everyone walking moon there one surface ive outside dome device keep alive shown used floor el castillo yeah im guy apocalypse real fiction,0.5859,positive
cant know know,0.0,neutral
say time time like color red rainbow whose eye never looked anywhere redness describing color never looked form never imagined,0.3612,positive
time frequency channel never moved dial,0.0,neutral
worm eating dead giant dead dinosaur like year mean human likely specie worm grown tree life gone called mountainous plateau st human worm fell tree life fell like apple stem attached top elongated skull tardigrade year old unfrozen alive today today worm alive time present complete life time none time present digit comma conscious moment tv channel turn dialchange channel leave try feel put time space conscious moment like there,0.4019,positive
brain cox cant tell apocalypse even though written happen year want know brian brain cox cant tell apocalypse brian obeys tv news brian think void monkey handful grape tossing cake frosted spinning beach ball prof object void impact spinning surface way twice one surface moon dome upon surface every crater inside outside dome made moon surface made million year old tardigrade oldest living life form yes brian made monkey every word youve spoken life,0.4588,positive
space black black hole,0.0,neutral
always love brian cox talk know make clear dont know beginning said think obviously educated guess cant stand scientist claim something absolutely way proven,0.7783,positive
john michell black video lmao,0.5994,positive
much learn enough time,0.0,neutral
could listen speak rest life problem,-0.4019,negative
black hole one object nothing created universe expanding look like choice weve travel time survive knew one object weve loading,0.1926,positive
cock care wont dead climate change next tuesday,0.722,positive
wonder universe inside black hole strange law lie outside black hole universe,-0.2023,negative
baloney arrogance screwball get real job,-0.5574,negative
watched time already bored,-0.2732,negative
quran day shall roll heaven like scroll writing even originated creation first shall repeat promise binding u shall,0.8481,positive
brian,0.0,neutral
space source gravity source matter view space beginning question universe space beginning end though space stable constant thing universe,0.3182,positive
said whole lot nothing know nothing fun guess nothing else,0.3093,positive
dude look like sex creep,0.3612,positive
black hole still star magnetic field generate time time around black star much slower earth star,0.0,neutral
light interact gravity,0.0,neutral
quantum theory gr never compatible gravity curvature space time,0.0,neutral
could black hole secret universe,0.0,neutral
may ad like come,0.3612,positive
amazing write book something even dissect analyze exact opposite scientific method,0.5859,positive
simply amazing brian teacher school would probably end within science field,0.5859,positive
curious knowing universe fact dont understand much scientific term,0.3182,positive
lovely brian cox,0.5859,positive
id love conversation brian get feeling could ask anything hed able explain clearly despite incredibly smart never come across patronising condescending amazing scientist author,0.8666,positive
really liked super trooper,0.8059,positive
mind blew,0.0,neutral
inside ittime space one outside two split,0.0,neutral
wont pretend understand much saying could listen day,0.0762,positive
called theoretical physic listen first thing say think guess there cant prove prove there galaxy even big bang happened happened theory think happened particle,0.0,neutral
time kind man information shared year,0.7003,positive
biophysics evolution intellectual system biophysics vol pp,0.5106,positive
fundamental,0.0,neutral
universul este via religie dictatur peste utopia morii,0.0,neutral
help exchange info universal mitosis act nervous system universe even though technically alive overly complex mineral structure lol,0.7184,positive
one fave scientist along michio kaku could listen brian day long like child listening bed time story,0.6597,positive
could would theory guess bull shit,-0.5574,negative
guy clown,0.0,neutral
would u knowledge,0.0,neutral
forgot brian cox took find back yea ashamed fine person planet,-0.3182,negative
puzzle gravity come fromin black hole star collapse star collapse self decrease almost nothing enormust gravity come star almost collapse almost nothing,-0.8625,negative
sienpre tengamos en cuenta ante dela biblia todo lo que el umano aprendido ba estar lo que dios el creador quiera ensenuar en el futuro el tiene toda la solusiones respuestas sienpre el dios por delante enmi nunca conparo lo que siento con lo que itris cuentan libros ustoria solo yo la creasiones de dios,0.0,neutral
hear big black hole think oprah winfrey,0.0,neutral
people making great statement great video reality impact life video,0.8481,positive
need another beer help understand,0.4019,positive
man one earth treasure,0.296,positive
would theoretically possible launch spaceship accretion disk orbit close possible event horizon orbit black hole gradually dissolve several billion year later releasing space ship distant future space ship experience day,0.0,neutral
imagine answer universe given youtube comment noone acknowledges,0.0,neutral
ah fuck say god,-0.34,negative
without music please,-0.2411,negative
make think following would able survive passing event horizon time would speed turn would mean would see universe flash forward timewise incredible speed since also know black hole evaporate would evaporate mean perspective would see everything speed flash would suddenly cease exist since black hole evaporated also know speed light constant approach speed light roomspace warp understood correctly escapevelocity black hole greater speed light doesnt mean light going faster speed light fall black hole space time switch place,0.3612,positive
theory theory theory one thing certain hawking pedo,0.2732,positive
science political brian cox rnz interview,0.0,neutral
wibbly wobbly timey wimey,0.0,neutral
cant see stephen hawking way,0.0,neutral
wonder black hole contribute expansion universe turning matter space consuming matter,0.0516,positive
cant disprove crazy theory fictional black hole evidence observe religion among scientist used solicit funding hundred year,0.2584,positive
maybe black hole planet created hadron collider thats one left talk,0.25,positive
earth flat god created greatest truth satan hidden mankind black hole big bang theory make senseits contradiction,0.8225,positive
coxkeating,0.0,neutral
brilliant engrossing presentation thank professor brian cox wow universe beautifully mysterious brainy scientist get know n mystery unravels hope universe doesnt disappear actually crack code know ultimate secret wish hear professor brian cox,0.9641,positive
guy like keanu reef space,0.3612,positive
lovely yet sad never thought could feel sad black hole way explains make sense death star separated entangled enter darkness must go light forever entangled happens one happens keep repeating particle rejoined finally black hole gone theyre rejoined entanglement like starcrossed lover go,-0.25,negative
earbuds glitched minute throughout voice came half second late one ear experience enjoyed hearing physic echoey ethereal voice thanks brian,0.7351,positive
billion black hole universe black hole relates person mind inner self earth black hole way get know future event recall past event thats get dream perfectly crack black hole change past future event life note lol,0.8402,positive
excellent,0.5719,positive
know something real reality everything composed look thing think see unseen think conscious consciousness animating called dream go deep sleep socalled soul spirit time construct limitation probably greatest hindrance knowing theory experience experience knowing oneself greatest self discovery one make consciousness animating principle consciousness nothing exists given perception perception becomes projection like thought thought come creates concept belief forming construct called reality really want know inside rather side black hole answer white hole emergent point creation time space limitation place infinite intelligence pure consciousness hidden jar clay lot discover go beyond explorer dream deeper go know kindest regard,0.9468,positive
dish could serve without plate similar god,-0.2057,negative
know people smart thing,0.4019,positive
sorry black hole pure fantasy massive gravity center revolving mass called galaxy,-0.0772,negative
there theory black hole would white hole black hole link universe every universe one white hole white hole big bang think make sense black hole eventually disappears particle black hole absorbs disappears also white hole would push particle like big bang,-0.3182,negative
brain great steer clear michio kaku guy faker,0.7717,positive
brian cox amazing professor,0.5859,positive
black hole myth,0.0,neutral
cox another actor paid establishment talk shitethe nick pope black hole,0.0,neutral
wow god good,0.8316,positive
proof black hole actually exist theory hole appeared space suck everything including light many example star died dense mass leftover nobody ever seen blackhole ever like spooky ghost fake,-0.8555,negative
way reconcile general relativity quantum theory understanding entropy line exist gravitational vortex system underneath surface black hole,0.0,neutral
gifted kind soul really appreciated,0.7902,positive
easy rip brian cox maybe hed rather liam gallagher he super smart excellent explaining thing,0.9217,positive
u r best thing,0.6369,positive
one best youtube video ive watched,0.6369,positive
absolutely idea whats going black hole someone go thru near black hole come back sit tell,0.0,neutral
space fake,-0.4767,negative
hoax,-0.2732,negative
scientifically proven best way deal black hole take shower,0.6369,positive
man love black hole hole matter,0.6486,positive
brian cox tell great story thing like black hole cartoon showing describing story fact proof thing simply story people make fancy word like paradox people seem believe story really true simply amaze guess need sound clever keep job key word show u proof,0.9556,positive
dont know talking chief youre fundraising,0.0,neutral
exposing theory stephen history,-0.2732,negative
know long ive watching event horizon stephen hawking favorite,0.4588,positive
truly blew mine mind,0.4404,positive
last thing freaked multiverse stephen hawkins prove lifetime white great astronomer prove theory lifetime would affirm successor year later theory true false believe verge theory right gentleman saying believe true,0.8555,positive
yes go somewhere,0.4019,positive
scientific community realize sad absolutely talking box thinking,-0.4767,negative
intelligent man denies god existence,0.3182,positive
best person ive heard talk black hole quantum gravity sound exciting getting answer nature deepest question awesomeness thing,0.8126,positive
everyone talking black hole time nobody talking uranus,0.0,neutral
black hole wormhole another spot universe,0.0,neutral
brian cox awesome place business watching thing like go far head somehow brian make fascinating curious keep hooked enthusiasm,0.936,positive
gravity something pull space going certain direction near black hole easiest explain space go direction towards center left right,0.5994,positive
great talk book accessible nonphysicist,0.6249,positive
he fraud charlatan lied everything soon pay price deceit,-0.8689,negative
