comment,cleaned_comment,label
"I love astrophysics and from time to time there are videos that take me to an ""out of body"" experience <3 Thanks for another one of this kind !",love astrophysics time time video take body experience thanks another one kind,1.0
"A black hole's core forms from stellar explosion, but mass capture causes the black hole to rotate.  The rotation must cause the event horizon to rotate; this compels the fall of mass from the event horizon inward to be ""more"" tangential and less radial.  This reduces the condensate density of mass on the surface of the black hole compared to the core; it allows for evolutionary alloying crystalization from the surface inward, with accompanying piezoelectric consequences within ""the skin"".  The question becomes whether some black holes are spawned with enough gradual time before being swamped by mass imbibement, that they can develop such high spin rate, that the event horizon spin rate becomes high enough that the trajectory of infalling mass becomes radially tangential enough that a space gap is created between the black hole core and the later forming ""surface"" shell (""Dante's Inferno""?).  If so, such morphology would have a tremendous capacitance sufficient to act like a bug zapper upon mass approach within dielectric breakdown distance.  The incoming mass would likely need some static charge, and atmospheres would tend to enhance this.  Does the James Webb Telescope find any evidence of brilliant arcing from black bodies apart from polar jets?",black hole core form stellar explosion mass capture cause black hole rotate rotation must cause event horizon rotate compels fall mass event horizon inward tangential less radial reduces condensate density mass surface black hole compared core allows evolutionary alloying crystalization surface inward accompanying piezoelectric consequence within skin question becomes whether black hole spawned enough gradual time swamped mass imbibement develop high spin rate event horizon spin rate becomes high enough trajectory infalling mass becomes radially tangential enough space gap created black hole core later forming surface shell dante inferno morphology would tremendous capacitance sufficient act like bug zapper upon mass approach within dielectric breakdown distance incoming mass would likely need static charge atmosphere would tend enhance james webb telescope find evidence brilliant arcing black body apart polar jet,1.0
"i don't know why youtube recommends stuff like this, black hole is no different from earth or any other celestial body. it's just that humans are primitive and human mind can't grasp the simple fact that black hole is a sphere like any other, it's not an actual hole. it's just compacted matter, which causes high gravity. there is nothing to ""unlock"".

if only primitive humans would have more common sense ... it's so easy concept to understand.
for example in order to turn earth into black ""hole"", you'd have to compress matter into about size of a golf ball.",dont know youtube recommends stuff like black hole different earth celestial body human primitive human mind cant grasp simple fact black hole sphere like actual hole compacted matter cause high gravity nothing unlock primitive human would common sense easy concept understand example order turn earth black hole youd compress matter size golf ball,1.0
I have my own theory on how Galaxies and Black Holes came into existence. Feel free to correct me if you think I’m wrong. After the Big Bang explosion thousands of dark Super Vortexes were created. Acting like space Tornadoes attacking Space Matter. With no friction in space to impede their rotation they sped up at a tremendous rate. The huge Vortexes which we now call Black Holes in turn pulled in the surrounding space matter to form the spiraling Galaxies. Many scientists believe there is a black hole at the center of each Galaxy. My theory would also explain why all galaxies are spiral.,theory galaxy black hole came existence feel free correct think im wrong big bang explosion thousand dark super vortex created acting like space tornado attacking space matter friction space impede rotation sped tremendous rate huge vortex call black hole turn pulled surrounding space matter form spiraling galaxy many scientist believe black hole center galaxy theory would also explain galaxy spiral,1.0
I have something real to say right now. I cannot help but feel like .......................,something real say right help feel like,1.0
I would like to see an updated version of COSMOS  with Brian as the host.  He reminds me of Carl Sagan..,would like see updated version cosmos brian host reminds carl sagan,1.0
The greatest storyteller of all time! It is such a joy to listen and learn these things with Brian! I am so happy I found this.,greatest storyteller time joy listen learn thing brian happy found,1.0
"The way Brian Cox explains things in simple words, a idiot like me can understand as well.",way brian cox explains thing simple word idiot like understand well,1.0
bro looks like the shaved lil bit gay version of keanu reaves,bro look like shaved lil bit gay version keanu reaves,1.0
"After 50 plus years of work, Brian is an entirely new view of every thing. Unlike Hawkins and Einstein, Brian makes it easy enough for an old man to understand. Thank you Brian.",plus year work brian entirely new view every thing unlike hawkins einstein brian make easy enough old man understand thank brian,1.0
"As you fall into a black hole staring outwards toward the universe, you see all the stars and galaxies start moving away from you at increasing speed. This is because the intense gravity causes time to slow down for you so eventually, a fraction of a second for you is millions of years for the rest of the universe. You see trillions of stars form, get born and die in giant supernova explosions like a celestial fireworks display as eventually the last stars twinkle into oblivion.
So, yes you will most-likely get spagettified and die. But not before you've seen the rest of the universe end before you!",fall black hole staring outwards toward universe see star galaxy start moving away increasing speed intense gravity cause time slow eventually fraction second million year rest universe see trillion star form get born die giant supernova explosion like celestial firework display eventually last star twinkle oblivion yes mostlikely get spagettified die youve seen rest universe end,1.0
"brian has more  intelligence in his little finger than most humans on this planet.  a big call but just, wow.  love his thinking.",brian intelligence little finger human planet big call wow love thinking,1.0
"Dear Prof Cox

I would love to hear if there is a theory where the black holes are witnesses of the big bang.
I imagine after the energy release from the Big bang, some tidal movements from the blast is possible. And so I imagine, this could be an answer why every galaxy has its own one. And those other galaxy eater black holes could be the first witness of the big bang.

Best Cleaning Lady",dear prof cox would love hear theory black hole witness big bang imagine energy release big bang tidal movement blast possible imagine could answer every galaxy one galaxy eater black hole could first witness big bang best cleaning lady,1.0
Whatever you said completely wrong,whatever said completely wrong,0.0
I love this guy. What he says makes sense and even I who's not following research and theories understand what he says. I'm a fan.,love guy say make sense even who following research theory understand say im fan,1.0
I'm grilling AI chat on black holes right now. Thanks Brian.,im grilling ai chat black hole right thanks brian,1.0
"It's just fancy fantasy the physics universe doesn't work on ur imaginative stories like Bible nd all , anything bullshit stuff",fancy fantasy physic universe doesnt work ur imaginative story like bible nd anything bullshit stuff,1.0
"Most REAL Americans LOVE Trump and 85% think he should be President for life..WHOPPING 78% believe 2020 election was fraudelent and Biden not a legitimate President.
HUGE 90% of Americans do NOT want any more handouts to Ukraine and 81% support Israels war in Gaza",real american love trump think president lifewhopping believe election fraudelent biden legitimate president huge american want handout ukraine support israel war gaza,1.0
"Quran 53:1 
""And the star when it falls""
53:7
""while on the highest point above the horizon""
53:17
""The ˹Prophet’s˺ sight never wandered, nor did it overreach""
Because u cant see it
53:14
""at the Lote Tree of the most extreme limit ˹in the seventh heaven
Black hole being of funnel shape
53:18
""He certainly saw some of his Lord’s greatest signs""",quran star fall highest point horizon prophet sight never wandered overreach u cant see lote tree extreme limit seventh heaven black hole funnel shape certainly saw lord greatest sign,1.0
Am I the only one who thinks that Brian cox looks like if john wick was a scientist?,one think brian cox look like john wick scientist,1.0
"Thanks for the video that's really interesting. I have a question though maybe someone could enlight me. At one point in the video, he says that it's possible to perfectly rebuild a book that one has burned or destroyed in any other way. To me we have a problem with entropy which keeps increasing here and makes the process of destruction irreversible.
I'm not to familiar with thermodynamics maybe I'm wrong about it or this has nothing to do with thermodynamics. 
Thank you again for the video",thanks video thats really interesting question though maybe someone could enlight one point video say possible perfectly rebuild book one burned destroyed way problem entropy keep increasing make process destruction irreversible im familiar thermodynamics maybe im wrong nothing thermodynamics thank video,1.0
"I believe that we live inside a hypergiant black hole. The 'Big Bang' was merely the birth of this black hole, and the Great Attractor is essentially the gravitational force or the point of singularity or some shit pulling all galaxies towards it. 🧐 Please comment below on why this might be either correct or incorrect",believe live inside hypergiant black hole big bang merely birth black hole great attractor essentially gravitational force point singularity shit pulling galaxy towards please comment might either correct incorrect,1.0
Love to see him live,love see live,1.0
"I have a theory, if anyone could enlighten me if this is actually interesting or just stupid that would be great. What if, we entered a star just before the exact moment it collapsed into a black hole and escaped with the information it carries, this would not only solve the information paradox, it would also tell us what is at the center of black holes and possibly give us the theory of everything.",theory anyone could enlighten actually interesting stupid would great entered star exact moment collapsed black hole escaped information carry would solve information paradox would also tell u center black hole possibly give u theory everything,1.0
"I have a love/hate with these videos… he explains things so well that I leave thinking “oh I could be a theoretical physicist” when in reality, I probably, could not lol 

Amazing content",lovehate video explains thing well leave thinking oh could theoretical physicist reality probably could lol amazing content,1.0
so good! Keep them coming,good keep coming,1.0
We need more people like Brian Cox !,need people like brian cox,1.0
"We all live in an Electron Universe without which Atoms could not exist. My vote is to study Electrons and Gluons which hold all the matter in the Universe Together. Black Holes are formed from 2 Neutron Stars coalescing at circa  >2.2sm. Neutron Stars are made of Neutrons. Electrons and Protons. When Neutron Stars form they eject all heavy elements like Gold Palladium Carbon etc. We see this in the stellar remnants of Neutron Stars. So from Neutrons Electrons and Protons Black Holes are made. There are therefor only 6 possible combinations of what a Black Hole is made of. Electrons and Protons can exist in Equilibrium. Electrons and Protons cannot exist in isolation, Neutrons cease to exist without Electrons or Protons. So Black Holes can only be Electrons and Protons in Equilibrium. This combination produces no Photons (light). It produces no Magnetic Entanglement which eliminates Black Hole Quakes. Both Neutron and Magnetar Stars produce magnetic field entanglement quakes. And Black Holes spin at speeds where normal matter would disintegrate. >90% LS. I like the Changeling Quark as it can become what Quark it likes. This Quark represents the Physics reason that there was probably no Anti Matter in the De Coupling event at the start of the matter Universe. The Changelings became what ever state suited the preservation of the Quark Universe. If 50% of quarks chose anti quark there would be no matter in the Universe. @ 49.9 / 50.1 there would be a Quark deprivation to form Up, Down and Changeling Quarks. The Expansion Theory in the Big Bang is not needed. If you think of a basketball size effervescent ball placed into a tank of water only the edge in contact with the water goes through a phase transition, or De Coupling. The Matter Universe came about from such a De Coupling. Therefore the Matter Universe could have developed by known Physics in the Scale Factor over a few billion years. This would also mean the Matter Universe came from a significant amount of Equilibrium Energy circa 6 Billion Light Year Diameter. Again working within known Physics.",live electron universe without atom could exist vote study electron gluon hold matter universe together black hole formed neutron star coalescing circa sm neutron star made neutron electron proton neutron star form eject heavy element like gold palladium carbon etc see stellar remnant neutron star neutron electron proton black hole made therefor possible combination black hole made electron proton exist equilibrium electron proton exist isolation neutron cease exist without electron proton black hole electron proton equilibrium combination produce photon light produce magnetic entanglement eliminates black hole quake neutron magnetar star produce magnetic field entanglement quake black hole spin speed normal matter would disintegrate l like changeling quark become quark like quark represents physic reason probably anti matter de coupling event start matter universe changeling became ever state suited preservation quark universe quark chose anti quark would matter universe would quark deprivation form changeling quark expansion theory big bang needed think basketball size effervescent ball placed tank water edge contact water go phase transition de coupling matter universe came de coupling therefore matter universe could developed known physic scale factor billion year would also mean matter universe came significant amount equilibrium energy circa billion light year diameter working within known physic,1.0
"All I know is black holes are super tight so you gotta start off by going in slowly. Once you pass the event horizon, depending on the black hole, you might see a discharge of brown matter which will ruin your journey. Your goal is to reach a nuclear explosion of white matter before coming across this brown matter. You got to stay singularity in order to enter multiple black holes. It looks like Brian’s Cox has entered black holes before so has mine. 🫡",know black hole super tight got ta start going slowly pas event horizon depending black hole might see discharge brown matter ruin journey goal reach nuclear explosion white matter coming across brown matter got stay singularity order enter multiple black hole look like brians cox entered black hole mine,1.0
Maybe thats why we have dejavu..a black hole just collapsed... atleast from what i am hearing and seeing..  it seems like it coukd be a very strange interesting possibility that could come from that and we just cant understand it yet.... who the hell knows with all this mind blowing amazing phenomenal things that happen in our universe and all its different unique mind blowingly interesting and strange things that exist in the universe,maybe thats dejavua black hole collapsed atleast hearing seeing seems like coukd strange interesting possibility could come cant understand yet hell know mind blowing amazing phenomenal thing happen universe different unique mind blowingly interesting strange thing exist universe,1.0
"I have a few ideas for possible solutions for dark matter/energy.  If they're wrong, would you mind telling me why?

Dark Matter solution (possibly?). What if the missing mass isn't from more atoms? Since interaction with the Higgs field is what gives things mass and that's due to subatomic particles. What if other places in the universe have higher numbers of subatomic particles per atom, or different ratios of subatomic particles that interact with the HIGGS field per atom? 

Could there be subatomic particles outside of atoms interacting with the higgs field, in a ""non-visible through radiation"" cloud in inter stellar/inter dimensional space, throwing all the models off? 

Alternatively, or additionally, is it possible for those subatomic particles to exist in the centers of the galaxies, or even black holes, without being contained in an atom?  Or, if there's missing mass in planets, perhaps it's in the center of them? 

Related to this, black holes are supposed to be infinitely dense because gravity crushes everything infinitely small once a run away density is reached, yet the argument underpinning the ""big bang"" is that matter was crushed to closely, which created too much heat and energy 

Another idea: what if something stretches, or HAS stretched the HIGGS field, particularly if it happens unevenly, and thus differing interactions with it we see as gravity ""not working"" are just stretched in the Higgs field, like gravity warps space time?  
Also: If we don't have an explanation for uneven stretching in our universe, could it be from something occuring in the other dimensions predicted by string theory? I've also long wondered if some of the ""missing"" impact of gravity that I've been told happens, is due to it being stretched acroas multiple dimensions, perhaps some ""dark matter"" is this gravity bleeding back over from other parallel dimensions, possibly with the Higgs field as an intermediary somehow????",idea possible solution dark matterenergy theyre wrong would mind telling dark matter solution possibly missing mass isnt atom since interaction higgs field give thing mass thats due subatomic particle place universe higher number subatomic particle per atom different ratio subatomic particle interact higgs field per atom could subatomic particle outside atom interacting higgs field nonvisible radiation cloud inter stellarinter dimensional space throwing model alternatively additionally possible subatomic particle exist center galaxy even black hole without contained atom there missing mass planet perhaps center related black hole supposed infinitely dense gravity crush everything infinitely small run away density reached yet argument underpinning big bang matter crushed closely created much heat energy another idea something stretch stretched higgs field particularly happens unevenly thus differing interaction see gravity working stretched higgs field like gravity warp space time also dont explanation uneven stretching universe could something occuring dimension predicted string theory ive also long wondered missing impact gravity ive told happens due stretched acroas multiple dimension perhaps dark matter gravity bleeding back parallel dimension possibly higgs field intermediary somehow,1.0
So what if we send a person or something inside and make the disappearing process of black holes faster like in a few seconds? Can we save the person or the thing inside there.,send person something inside make disappearing process black hole faster like second save person thing inside,1.0
"Interesting! I don't know about black wholes but to me, existence was always there.  It will never end, cause it never started. We could talk about if it is conscious or not, or as einstein said, ""freindly"". But, matter, live, particles, waves, black wholes, are derived from that eternal mystery some call God, name it's pretty useless. So, it's no necessary to be real, as we understand real, it only has to feel real, that's why we don't understand time and space, cause, in the end it's not really there, but it feels like, if we vibrate that slow. It has to be experiencied it can't be understood.",interesting dont know black whole existence always never end cause never started could talk conscious einstein said freindly matter live particle wave black whole derived eternal mystery call god name pretty useless necessary real understand real feel real thats dont understand time space cause end really feel like vibrate slow experiencied cant understood,1.0
"Brian Cox is a great communicator but an average physicist.  Black hole fill our ignorance. Only hypothesis advanced as hard true. He believe that life came from inorganic stuff 3.8 billions years. Not surprising he don't believe in God, soul and so on.",brian cox great communicator average physicist black hole fill ignorance hypothesis advanced hard true believe life came inorganic stuff billion year surprising dont believe god soul,1.0
"Moon satanic Apollo landings filmed on a basement. Hubble are al pictures, nasa fakery.
Research FLAT EARTH.
And never, NEVER put your hand in a black hole, unless you have a good soap",moon satanic apollo landing filmed basement hubble al picture nasa fakery research flat earth never never put hand black hole unless good soap,1.0
Knowing all this won't even get you one more breath -it's all chasing after the wind. The wisdom of the wise is foolishness to God when compared to what awaits those that love God.,knowing wont even get one breath chasing wind wisdom wise foolishness god compared awaits love god,1.0
"Not anymore. There is no singularity according the latest amd greatest disruptive information from the good old James Webb
 
It sucks when a theory you banked on and wrote about gets completely dismantled overnight.

But you're clearly very sharp and I'm sure you can write a much mire relevant new book",anymore singularity according latest amd greatest disruptive information good old james webb suck theory banked wrote get completely dismantled overnight youre clearly sharp im sure write much mire relevant new book,1.0
"Black holes contain all we don't know. It'sa concept. Period. No experiment has prove something valuable 
Like geneticien call junk DNA  the 95% of the DNA we can explain. 
We don't know what we don't know.",black hole contain dont know itsa concept period experiment prove something valuable like geneticien call junk dna dna explain dont know dont know,1.0
"Brian Cox is the Sir David Attenborough  of physics, give us more of him.
As much as possible.
Science is awesome.
PS: This is the type of video and information that should be shown EVERYWHERE, always. I am sorry, I hate capitalizing as if I am screaming, but I will do it this one time.",brian cox sir david attenborough physic give u much possible science awesome p type video information shown everywhere always sorry hate capitalizing screaming one time,1.0
"my son is just 3 years 5 months , he always talks about black hole and he is very much interested on these things . Every time he ask me to put Tv to learn about solar system , asteroids and collisions. Nebula ( which I even don’t know )  and galaxies .He wants to know more and more about black hole and nebula . Not sure what’s going on him. Better I want to take him with best astro physicist. He don’t like to watch or see anything apart from solar system . Being 3 years 5 month old , he likes you more . Everyday night , I want to tell him stories about universe , galaxies etc . To make him understand I’m learning these topics . Thanks for inspiration",son year month always talk black hole much interested thing every time ask put tv learn solar system asteroid collision nebula even dont know galaxy want know black hole nebula sure whats going better want take best astro physicist dont like watch see anything apart solar system year month old like everyday night want tell story universe galaxy etc make understand im learning topic thanks inspiration,1.0
Thanks Brian,thanks brian,1.0
"I like the idea that the universe is  someway loosin energy but gaining knowledge, my real this is our gift back to the gift that was given to us by the iniverse",like idea universe someway loosin energy gaining knowledge real gift back gift given u iniverse,1.0
Lol teach it in school and text books for almost 100 years and then come out and say something different (they haven’t looking like they might.) only a scientist can do this stuff lol just make sure you smile when you tell them,lol teach school text book almost year come say something different havent looking like might scientist stuff lol make sure smile tell,1.0
My dumb ass was like dam why he talking about black hoes then I checked again and was slightly disappointed it actually said holes I wanted him to describe black hoes in detail,dumb as like dam talking black hoe checked slightly disappointed actually said hole wanted describe black hoe detail,1.0
Bro looks like Keanu Reeves if he played an asian character in a movie,bro look like keanu reef played asian character movie,1.0
The title of this video sounds like the best porn ever.,title video sound like best porn ever,1.0
"If the black hole loses mass wouldn't it stop being a black hole way before it ""disappears""? Wouldn't it revert to whatever object it was before it became so massive to be a black hole?",black hole loses mass wouldnt stop black hole way disappears wouldnt revert whatever object became massive black hole,0.0
He is so down to earth. I like that about him,earth like,1.0
helo brian i would like to add some insight to the your understanding off a black hole to understand what they are  is to fully understand magnetism this is the key to understanding the complexities off a black hole i am not going to fully explain on here but as you know black holes emit hydrogen which is vhel at its highest capacity so in ecence light is matter and matter is light as the name hawkings radiation may suggest hydrogen which would give a greater understanding off how our universe began unfortunately what quantum suggests what is gravity is acttualy not maybe think in the terms off the erasure off space like i said if you fully understand magnetism then you understand what a black hole actualy is as for space it holds no properties and as time is only a measurement it is to rethink your theories i hope one day we could discuss this further off my findings ....,helo brian would like add insight understanding black hole understand fully understand magnetism key understanding complexity black hole going fully explain know black hole emit hydrogen vhel highest capacity ecence light matter matter light name hawking radiation may suggest hydrogen would give greater understanding universe began unfortunately quantum suggests gravity acttualy maybe think term erasure space like said fully understand magnetism understand black hole actualy space hold property time measurement rethink theory hope one day could discus finding,1.0
helo brian i would like to add some insight to the your understanding off a black hole to understand the complexity fully  is to fully understand magnetism this is the key to understanding the complexities off a black hole i am not going to fully explain on here but as you know black holes emit hydrogen which is vhel at its highest capacity so in ecence vhel is matter and matter is vhel as the name hawkings radiation may suggest hydrogen which would give a greater understanding off how our universe began unfortunately what quantum suggests what is gravity or the theory off  is actualy not as space holds no properties and time is only a measurement that gravity you need to think more in terms off the erasure off space this will hold the secret mystery off i use the word gravity i hope that we meet one day as i would like to discuss my findings   further,helo brian would like add insight understanding black hole understand complexity fully fully understand magnetism key understanding complexity black hole going fully explain know black hole emit hydrogen vhel highest capacity ecence vhel matter matter vhel name hawking radiation may suggest hydrogen would give greater understanding universe began unfortunately quantum suggests gravity theory actualy space hold property time measurement gravity need think term erasure space hold secret mystery use word gravity hope meet one day would like discus finding,1.0
"I like clever scince,❤",like clever scince,1.0
"That makes complete sense, the burning book analogy makes this very easy to understand. A black hole is like a blender it just takes everything and makes it to its smallest form and spits it out thank you for explaining this",make complete sense burning book analogy make easy understand black hole like blender take everything make smallest form spit thank explaining,1.0
"The title sounds like a top shelf photography publication.  (Reove tye L and it gets real profound from around the 3 min mark).
He also has the purposely absurd name of the  fictional editor and content curator that woukd provide  the Editorial for each issue.
😮

Forgive me  I've been up all night. And just as im finally managing to nod off im found myself bu what seems like the word black hole playing on a loop.",title sound like top shelf photography publication reove tye l get real profound around min mark also purposely absurd name fictional editor content curator woukd provide editorial issue forgive ive night im finally managing nod im found bu seems like word black hole playing loop,1.0
Why does he sit like a girl?,sit like girl,1.0
"I love this man,this man is GOD",love manthis man god,1.0
Theory says we should still see anything that has ever passed the EH like it never did due to time dilation- we see nothing!,theory say still see anything ever passed eh like never due time dilation see nothing,1.0
I love how he explained this! This is the first video about black holes that I've been able to fully comprehend and it made so much sense. 🖤,love explained first video black hole ive able fully comprehend made much sense,1.0
"You cannot say ""Time is"" until 2024 is not your Time. It's like the Color red in the rainbow whose eyes never looked anywhere but at its redness, describing the colors it's never looked at, in a form it never imagined.",say time time like color red rainbow whose eye never looked anywhere redness describing color never looked form never imagined,1.0
"Worms have been eating dead Giants and dead dinosaurs for like 4,600,000,000 years, which means humans are most likely a species of worm grown from the Tree's Of Life, now gone, and called mountainous plateau's, and the 1st human worms that fell from the trees of Life, fell like apples with a stem attached to their tops, the ""how"" of elongated skulls. Tardigrades over 35,000 years old have been unfrozen and are alive today. Today there is a worm alive 350 times your present complete life time, and none of that time is present in your 4 digit no comma ""conscious"" moment. 2024 is your TV CHANNEL- TURN THE DIAL-change the channel. LEAVE 2024. TRY 2,024. FEEL THAT? YOU JUST PUT 100 TIMES MORE SPACE IN YOUR CONSCIOUS MOMENT. DID YOU LIKE IT? THERE'S MORE!",worm eating dead giant dead dinosaur like year mean human likely specie worm grown tree life gone called mountainous plateau st human worm fell tree life fell like apple stem attached top elongated skull tardigrade year old unfrozen alive today today worm alive time present complete life time none time present digit comma conscious moment tv channel turn dialchange channel leave try feel put time space conscious moment like there,1.0
"I always love brian cox because he talks about what he knows but makes clear what we dont know. In the beginning he said ""we think"" which is obviously just an educated guess. I cant stand when scientist claim something absolutely that has no way of being proven.",always love brian cox talk know make clear dont know beginning said think obviously educated guess cant stand scientist claim something absolutely way proven,1.0
"what if the black hole is a one object ; and it's the ( nothing ) who created the universe  . then , ... if we had been to expanding , ... which is look like  have no choice ; so we've to travel through the time to survive , ... you knew ... . 

But , if it's more than one object ; ... 🔎 we've loading ! ... . 😆😂",black hole one object nothing created universe expanding look like choice weve travel time survive knew one object weve loading,1.0
"The Quran
(21:104) On that Day We shall roll up the heavens like a scroll for writing. Even as We originated the creation first so We shall repeat it. This is a promise binding on Us; and so We shall do.",quran day shall roll heaven like scroll writing even originated creation first shall repeat promise binding u shall,1.0
This dude looks like such a sex creep.,dude look like sex creep,1.0
So may ads.. like come on,may ad like come,1.0
Lovely Brian Cox👏🏻,lovely brian cox,1.0
"I'd love to have a conversation with Brian.  You get the feeling you could ask him anything, and he'd be able to explain it, clearly.  Despite him being incredibly smart, he never comes across as patronising or condescending!  Amazing scientist and author!",id love conversation brian get feeling could ask anything hed able explain clearly despite incredibly smart never come across patronising condescending amazing scientist author,1.0
really liked him in super troopers,really liked super trooper,1.0
One of my fave scientists along with Michio Kaku. I could listen to Brian all day long like a child listening to a bed time story.,one fave scientist along michio kaku could listen brian day long like child listening bed time story,1.0
All these people are making great statements about how great is this video.  The reality is that what is the impact to their lives before and after the video?,people making great statement great video reality impact life video,1.0
"So this makes me think the following: If you would be able to survive passing the event horizon then time would speed up for you. This in turn would mean that you would see the universe flash forward, time-wise, at an incredible speed. But since we also know that black holes evaporate then you yourself would evaporate. Which means that from your perspective you would see everything speed by in a flash and then you would just as suddenly cease to exist since the black hole evaporated.

We also know that the speed of light is constant and as we approach speed of light room-space warps (if I have understood it correctly). If the escape-velocity of a black hole is greater than speed of light doesn't that mean that light are going faster then speed of light when it falls into the black hole. Or is that why space and time ""switch places""?",make think following would able survive passing event horizon time would speed turn would mean would see universe flash forward timewise incredible speed since also know black hole evaporate would evaporate mean perspective would see everything speed flash would suddenly cease exist since black hole evaporated also know speed light constant approach speed light roomspace warp understood correctly escapevelocity black hole greater speed light doesnt mean light going faster speed light fall black hole space time switch place,1.0
"The earth is Flat and God created it...
Now that is the greatest truth that Satan has hidden from mankind ❤
This is why the black hole big bang theory does not make sense...its all contradiction",earth flat god created greatest truth satan hidden mankind black hole big bang theory make senseits contradiction,1.0
this guy is like the keanu reeves of space,guy like keanu reef space,1.0
"That was lovely and yet so sad. I never thought I could feel sad for a black hole. But the way he explains it makes sense... death of the star separated them but they are entangled. The other can not enter into the darkness, and must go into the light and because they are forever entangled what happens to the one happens to the other. And this keeps repeating with each particle until they are all rejoined.... until finally the black hole is gone. They're rejoined because of the entanglement like star-crossed lovers...? But where did they go?😢❤",lovely yet sad never thought could feel sad black hole way explains make sense death star separated entangled enter darkness must go light forever entangled happens one happens keep repeating particle rejoined finally black hole gone theyre rejoined entanglement like starcrossed lover go,1.0
My earbuds glitched for a minute throughout this so for a while his voice came in half a second late in one ear. 10/10 experience enjoyed hearing about physics from an echoey ethereal voice thanks Brian,earbuds glitched minute throughout voice came half second late one ear experience enjoyed hearing physic echoey ethereal voice thanks brian,1.0
"How do you Know something is real? What is reality? What is everything composed of? If we only look at things we think we see, what is the unseen? If we think we are conscious, what is Consciousness? What is 'animating' the so called 'you'?
If we dream, where do we go in deep sleep? What is a so-called soul or spirit? 
Time is a construct, a limitation, probably the greatest hindrance of Knowing. 
Theory's are not experience. The experience of Knowing One-Self is the greatest Self discovery one can make.
Consciousness is the 'animating' principle. In Consciousness no-thing exists until it is given a perception. The perception becomes a projection, like a thought (but where did the thought come from?) which creates a concept, a belief forming a construct, our so called 'reality'.
But what you really want to know is what inside or rather on the other side of a black hole? Answer: A white hole, which is an emergent 'point' of creation. No time, no space, no limitations, just a place of Infinite Intelligence, and THAT is what 'you' are. now, Pure Consciousness hidden in a jar of clay!

Lots to discover. 'To go beyond is the explorers dream'. The deeper you go, the more THAT you Know!
Kindest Regards.",know something real reality everything composed look thing think see unseen think conscious consciousness animating called dream go deep sleep socalled soul spirit time construct limitation probably greatest hindrance knowing theory experience experience knowing oneself greatest self discovery one make consciousness animating principle consciousness nothing exists given perception perception becomes projection like thought thought come creates concept belief forming construct called reality really want know inside rather side black hole answer white hole emergent point creation time space limitation place infinite intelligence pure consciousness hidden jar clay lot discover go beyond explorer dream deeper go know kindest regard,1.0
"There's a theory that with having black holes there would be white holes. And if black holes are the links to other universes, what if every universe only has one white hole. And that white hole being the big bang. I think that makes sense. If a black hole eventually disappears and all those particles that the black hole absorbs disappears also, the White hole would push all those particles. Like a big bang.",there theory black hole would white hole black hole link universe every universe one white hole white hole big bang think make sense black hole eventually disappears particle black hole absorbs disappears also white hole would push particle like big bang,1.0
"Brain is great, but steer clear of Michio Kaku, that guy is a faker.",brain great steer clear michio kaku guy faker,1.0
"Wow, God is good",wow god good,1.0
"There is no proof black holes actually exist. It's a theory that ""a hole appeared in space and sucks everything including light, down it."" There are many examples of stars that have died and are now just a dense mass of the leftovers. Nobody has ever seen a blackhole, ever. Just like spooky ghosts, fake.",proof black hole actually exist theory hole appeared space suck everything including light many example star died dense mass leftover nobody ever seen blackhole ever like spooky ghost fake,1.0
Man I love black holes or any hole for that matter.,man love black hole hole matter,1.0
"Brian Cox tells great stories about about things like Black Hole with cartoons showing what he is describing but they are just stories not fact. There is no proof of any of these things, they are simply just stories that people just make up. All these fancy words like Paradox. How these people seem to believe that these stories are really true simply amaze me. 
I guess they need to sound clever to keep their jobs.
The key word is show us PROOF",brian cox tell great story thing like black hole cartoon showing describing story fact proof thing simply story people make fancy word like paradox people seem believe story really true simply amaze guess need sound clever keep job key word show u proof,1.0
"The last thing that freaked me out was multiverse by Stephen Hawkins , but he cannot prove it in his lifetime white great astronomers cannot prove their theories in their lifetime, it would only affirm after their successors years later that their theories were true or false, I believe we are on the verge of this theory right what does gentleman is saying I believe to be true",last thing freaked multiverse stephen hawkins prove lifetime white great astronomer prove theory lifetime would affirm successor year later theory true false believe verge theory right gentleman saying believe true,1.0
"Best person I’ve heard talk about black holes.  Quantum gravity sounds exciting, just getting some answers to nature’s deepest questions is the most awesomeness thing!",best person ive heard talk black hole quantum gravity sound exciting getting answer nature deepest question awesomeness thing,1.0
"Brian Cox is awesome.  I have no place or business watching things like this, they go so far over my head.  But somehow Brian makes it fascinating and curious, and keeps me hooked just with his enthusiasm.",brian cox awesome place business watching thing like go far head somehow brian make fascinating curious keep hooked enthusiasm,1.0
Great talk. Is his book this accessible to the non-physicist?,great talk book accessible nonphysicist,1.0
