comment,cleaned_comment
Mindblowing thks a lot...,mindblowing thks lot
who tf names their child Lolita,tf name child lolita
existence precedes essence,existence precedes essence
Measuring options in hard choices is like measuring the volume of a set amount of air. It changes based on temperature [mood] and pressure [pressure].,measuring option hard choice like measuring volume set amount air change based temperature mood pressure pressure
12:19 Esther Perel displaying great listening skills!,esther perel displaying great listening skill
"Now all of this aside, I have two job offers at the moment to choose from; one is at a suburban firm which provides security and a low career with much less stress and proximity to home, the other a high end stressful job in the city with far better challenges, exposure and mentorship, which one should I go for? I'm very scared of failing at the city job and being back where I am now, i.e looking for jobs again and going through numerous job interviews.",aside two job offer moment choose one suburban firm provides security low career much less stress proximity home high end stressful job city far better challenge exposure mentorship one go im scared failing city job back ie looking job going numerous job interview
Awesome awesome and yet more awesome!  Such a magnificent talk!,awesome awesome yet awesome magnificent talk
"Thank you . Honesty from the very bottom of my heart Thank you. I needed this actually, i always find myself cought up in between things and always fearing peoples Judgment after every decision. Choosing between things just tears me from within .But! Now i know that I've to choose the thing basing on who i wanna be or who I am truly.  🌻🕊",thank honesty bottom heart thank needed actually always find cought thing always fearing people judgment every decision choosing thing tear within know ive choose thing basing wan na truly
I come back to this video every year on this day to celebrate I stopped smoking and drinking,come back video every year day celebrate stopped smoking drinking
"I couldn't have watched this video at a more apt time in my life. I'm totally lost trying to decide how to move ahead in life. This woman has extreme clarity and understanding of how a situation like I'm in, could be dealt with. Thank you!",couldnt watched video apt time life im totally lost trying decide move ahead life woman extreme clarity understanding situation like im could dealt thank
"The message I got was only hard choices force you to make meaningful decisions that have weight, which almost always results in the right path for you. You either make the right choice and it feels good, or you make the wrong choice, which allows you to learn a bit about what you don't actually want.",message got hard choice force make meaningful decision weight almost always result right path either make right choice feel good make wrong choice allows learn bit dont actually want
Unuseful video 👎,unuseful video
"I believe that one can't look at another's life and say that the decisions that they made are > = <  but they themselves can only do that. That doesn't mean that the concept of >=< is invalid it just mean it's invalid to everyone but you.
Now let's add someone that lived a perfect life and that knows and felt exactly what we have gone through then this concept no longer applies to just you it's you and that being. If you don't know what im referring to it's Christ.
I will add that > = < or as i like to call it white, gray, and black does not apply to everything in which we decide i our lives but only to some and that includes ones in which you didn't. But it is more white and grey than black that crops up in the decisions we make. Because killing, cheating, and stealing are all in the black but not all are equally bad but those decisions don't come up as often or non at all. Another thing, its meny small decision that led you to make such big life changing decision is never just one.",believe one cant look anothers life say decision made doesnt mean concept invalid mean invalid everyone let add someone lived perfect life know felt exactly gone concept longer applies dont know im referring christ add like call white gray black apply everything decide life includes one didnt white grey black crop decision make killing cheating stealing black equally bad decision dont come often non another thing meny small decision led make big life changing decision never one
"When making hard choices:

Acknowledge they are hard because there is no best alternative. They are blessings; easy choices are passively detrimental.

To solve hard choices: Exercise your agency by looking within. Your stance, your voice, your values matter ultimately in tough decisions. Be proactive (owning up to choices), not reactive (a drifter succumbing to easy choices), and ensure to weigh hard choices by their potential to you rather than qualities of those choices.",making hard choice acknowledge hard best alternative blessing easy choice passively detrimental solve hard choice exercise agency looking within stance voice value matter ultimately tough decision proactive owning choice reactive drifter succumbing easy choice ensure weigh hard choice potential rather quality choice
Listen to your heart! The speech is this simple. Why so much over explanation?,listen heart speech simple much explanation
"I always regard hard choices as chances,chances of getting to know yourself better.I first rejected my mon's will of me becoming a teacher,then I accepted it eventually.But there came the crossroad,give it up or I wouldn't be able to move forward.If it wasnt for the hard choices,I would not be able to realise I never wanted to stay in one place doing the same work everyday.I wrote down every detail of the person I wanna be.If you are already the kind of person u wanna be,there wont be hard choices.I believe that its telling you to reconsider ,to think about your future again.
Thank you for reading.",always regard hard choice chanceschances getting know betteri first rejected mon becoming teacherthen accepted eventuallybut came crossroadgive wouldnt able move forwardif wasnt hard choicesi would able realise never wanted stay one place work everydayi wrote every detail person wan na beif already kind person u wan na bethere wont hard choicesi believe telling reconsider think future thank reading
You may consider picking the choice that will lead to more possibilities. Never close loop on yourself.,may consider picking choice lead possibility never close loop
That was a very complicated way of saying you shouldn't let other people make your choices for you.,complicated way saying shouldnt let people make choice
12:18 even Esther Perrell (an extremely intelligent clinician) seems moved,even esther perrell extremely intelligent clinician seems moved
She is absolutely brilliant,absolutely brilliant
"""Hard choices are hard because there are no best options."" 


I love this line. Thank you.",hard choice hard best option love line thank
Great talk!,great talk
Joker's multiple choice origins. ;-),joker multiple choice origin
"This does nothing to answer how to make hard choices! 😂 What do you want to put your agency and your self behind? How do you decide that?!?!

My answer: Accept the absurdity of life, live life to the point of tears every single day, and stay true to your values along the way :)

🤷🏻‍♂️",nothing answer make hard choice want put agency self behind decide answer accept absurdity life live life point tear every single day stay true value along way
"Im a freshman in high school and I need to decide whether I want to stay in Georgia and live with my mom or go to New York and live with my dad. I believe moving with my dad will help me with my grades and social skills. However, he dosen't live in the safest part of town and he dosen't make as much money. Anyone have any advice?",im freshman high school need decide whether want stay georgia live mom go new york live dad believe moving dad help grade social skill however dosent live safest part town dosent make much money anyone advice
"i'm glad you chose to be a philosopher after drifting, because you become a brilliant one",im glad chose philosopher drifting become brilliant one
"Trying to pick which school to go to 

Ones super strict with uniforms but has great opportunities and costs 12,000 dollars per year 

The other is looser with no uniforms, but less opportunities.

Idk what to do.",trying pick school go one super strict uniform great opportunity cost dollar per year looser uniform less opportunity idk
"But what if you are able to stand behind both options? I like the video, don't get me wrong. But isn't the problem with hard choices that you can either (morally) hate or like both options equally?",able stand behind option like video dont get wrong isnt problem hard choice either morally hate like option equally
I am 10 years old and I am still trying to make the choice of 1.moving back to bisbee where I can spend time with my dad who is very nice but people outside and at school are not so nice or 2.stay in St. johns where I live with my mom who is not so nice but outside and at school people are nicer to me. Let me know which choice I should make. 1. or 2.,year old still trying make choice moving back bisbee spend time dad nice people outside school nice stay st john live mom nice outside school people nicer let know choice make
"wonderful i feel so supportive, I  think what she means : follow your heart and keep on doing it , life with no regret is worth living",wonderful feel supportive think mean follow heart keep life regret worth living
"There's something I cannot make out from her sharing. In her talk, she talked about how staying true to yourself, or letting yourself to have your own standing in hard choices really makes who we truly are. But in order to state our own reasons in hard choices, we need to have the information about the choices we face. And only by asking for other people's opinions, or considering the merits between two choices do we come to acquire the information and finally conclude of which choices fit to us.",there something make sharing talk talked staying true letting standing hard choice really make truly order state reason hard choice need information choice face asking people opinion considering merit two choice come acquire information finally conclude choice fit u
"thank you, i am currently at a crossroad at age 32, i have been struggling and didnt know whether to choose family marriage or career(multitasking is really not my thing). The increased salary metaphor is a great perspective. 
Although i spend some life in getting to know how is it like in different path choices. your talk is of a great help! whats worse than not pursue the things meaningful?",thank currently crossroad age struggling didnt know whether choose family marriage careermultitasking really thing increased salary metaphor great perspective although spend life getting know like different path choice talk great help whats worse pursue thing meaningful
every time I want to make hard decisions I just listen to 'lose yourself' by Eminem repeatedly and it works,every time want make hard decision listen lose eminem repeatedly work
"She is so wrong, this kind of thing make humans more stupids.",wrong kind thing make human stupid
So who agree with her ❤,agree
This is gold. Thank you so much.,gold thank much
"Some people below are saying this talk is redundant or meaningless, but they seem to miss the point. If you were hoping this speech would offer a perfect solution to whatever problem, then you're confirming her logic. There's no DVD or TED TALK that will give you the answer to a good or better life. Instead, recognize that YOU'RE the one creating the pros and cons for choosing between two subjects. Therefore, go ahead and write out the pros and cons, then choose based on which cons you're more willing to live with, knowing that YOU alone have made that choice. Also, it was really cool to see Esther Perel in the audience. Much love. =)",people saying talk redundant meaningless seem miss point hoping speech would offer perfect solution whatever problem youre confirming logic there dvd ted talk give answer good better life instead recognize youre one creating pro con choosing two subject therefore go ahead write pro con choose based con youre willing live knowing alone made choice also really cool see esther perel audience much love
"I have to choose between my Mom and my Dad, And both choices are Bad I don‘t know what to do...😞",choose mom dad choice bad dont know
12:20 Esther Perel? 😍,esther perel
"thank for sharing this, it's very heartfelt",thank sharing heartfelt
"The decisions we take by reasoning are simple... In complex situations, where we cannot go by reasoning, we need take decision on who we are, what we want and where my heart is.. Of all the videos I watched, this is the most enlightening...",decision take reasoning simple complex situation go reasoning need take decision want heart video watched enlightening
Should have stayed a lawyer :D,stayed lawyer
Suscríbanse a rabugaming chavos a los que sus maestras los obligan a ver este video,suscrbanse rabugaming chavos los que sus maestras los obligan ver este video
"So according to this, here are the does and don't

Do realize scientific knowledge (what is) is different that values (ought to be)
Do realize science can delineate what is more, less or equal.  But ""oughts"" don't function the same way, these decision are on par with each other. . 
Do use normative powers - the power to create reasons - to have you make a decision that you can put yourself behind.  

Don't think one choice is better than the other, 
Don't forgo normative powers and become a drifter (let others give you reasons)
Don't overly sweat a pro and con list (one choice isn't better than the other)

Summary: Choose what you ought or want to become.  Create the compelling reasons for you choice.  Don't fall back on seocial pressure or personal fears.  

Question: - Its not always simple to have the right compass on what we want to become.  I'd argue the reason decisions can be so difficult is becuase we aren't sure what we want to be, even for her she couldn't decide between lawyer and philospher.",according dont realize scientific knowledge different value ought realize science delineate less equal oughts dont function way decision par use normative power power create reason make decision put behind dont think one choice better dont forgo normative power become drifter let others give reason dont overly sweat pro con list one choice isnt better summary choose ought want become create compelling reason choice dont fall back seocial pressure personal fear question always simple right compass want become id argue reason decision difficult becuase arent sure want even couldnt decide lawyer philospher
"Great video, started talking in circles for a little bit, brought it all back towards the end. Finish the video I promise she’s answers the question.",great video started talking circle little bit brought back towards end finish video promise shes answer question
I dont get the answer need to think like jesus,dont get answer need think like jesus
"Wow, what a great talk!",wow great talk
Is that Ester Perel @12:19 ??,ester perel
"Wow, ur an idiot.",wow ur idiot
This is awesome.  I have struggled with hard choices big and small.... agonizing over the pros and cons of things for days and days.  But this has really given me the context to tackle those choices better and more efficiently.  Thank you!!!,awesome struggled hard choice big small agonizing pro con thing day day really given context tackle choice better efficiently thank
Best TED talk ever 🙌 Thank you very much! We’ll always need philosophers like you!,best ted talk ever thank much well always need philosopher like
"Am in that position to make a hard choice and seriously am confuse. 
I traveled out to another country for greener pastures but the situation turns out not to be what I thought it was. I v to work for 12 to 14 hrs a day. My routine activities now is work, sleep and work. No social life nothing at all other than work. But due to exchange rate, if I send my salary to my home country is a big money. Now am thinking of returning to my home country but the problem is getting a job there will be hard and business is really a risk to start over there. But to continue leaving here seems like a prison which subjects me to cry almost everyday. 
If I stay here I make more money with no any good life. 
If I go back to my country, I make 4 times lesser to what I make here but I will have my freedom. 
I need an advice. Thanks",position make hard choice seriously confuse traveled another country greener pasture situation turn thought v work hr day routine activity work sleep work social life nothing work due exchange rate send salary home country big money thinking returning home country problem getting job hard business really risk start continue leaving seems like prison subject cry almost everyday stay make money good life go back country make time lesser make freedom need advice thanks
So unfortunat that she's too bad of a speaker for me to be able to listen.,unfortunat shes bad speaker able listen
@12:20 Esther Perel straight up falling in love right now.,esther perel straight falling love right
Did I See Esther Perel (12:18) ??,see esther perel
Best if watched multiple times. So many gems. Make sure you get everything she is saying.,best watched multiple time many gem make sure get everything saying
most boring ted talk ever... i slept three times watching it... she should have stick to her lawyer thing... Talking is not her strong talent...,boring ted talk ever slept three time watching stick lawyer thing talking strong talent
The illusion of reality,illusion reality
"I went to this because at school in a boring class we are doing something really really fun and my brother is having surgery, I really want to be there but also I don’t want to miss school help :P",went school boring class something really really fun brother surgery really want also dont want miss school help p
"I kinda don’t understand what she was getting at, how can there be no such thing as the “best choice” choices are chosen through verdict of the best outcome or the most pros. Obviously you can not exactly pinpoint how well something is going to go in the future but I think it’s pretty clear to visualize the bad outcomes more than anything. The bad outcomes are used as a point of reference no? burn crack or don’t",kinda dont understand getting thing best choice choice chosen verdict best outcome pro obviously exactly pinpoint well something going go future think pretty clear visualize bad outcome anything bad outcome used point reference burn crack dont
This will never die ... Trust me .... Never,never die trust never
Thank you for the important message.  I feel less anxious about tbe major life choices that I will make today.  I believe that I will start my life over one way and that it will be very positive.,thank important message feel less anxious tbe major life choice make today believe start life one way positive
this just goes on and on....I decided to stop listening.,go oni decided stop listening
"This was Amazing! 
Thank you for sharing these words of wisdom!",amazing thank sharing word wisdom
"Thank you, I will apply, spread and remember this.",thank apply spread remember
"You amaze me, Ma'am. Thank you so much.",amaze maam thank much
"Well as for me Options and hard choices can sometimes route NOT ON SOMEONES PERCEPTION OF NOT BEING EQUALLY GOOD BUT OUR SOCIETIES PERCEPTION OF WHICH ONE IS BETTER.
For example when choosing a dress eventhough you perceive both of your dress as beautiful and worth-wearing, you still have a hard time in chosing so you ask which one is better. 
True that in the end you're the one who will make the decision for yourself ""look inside"" ""who am i to be? "" but in the end We dont really know the ones which are good for us so we ask advice from PEOPLE who matters to us, the ones we loved. 

You see as an Asian being ""Practical"" routes to our family decissions and YOUR OWN PERSONALITY clashing in between them WILL make it hard for you. So you see, Even if My mindset say BOTH CHOICES I MAKE IS EQUALLY GOOD, SOCIETY will still Slap me on the face,my family, my friends, MY own fear, WILL MAKE IT HARD FOR ME TO ACCOMMODATE OR PERCEIVE EACH ONE OF my CHOICES AS BOTH GOOD. And Because EVERYONE WILL SAY that when choosing ""CHOOSE WHICH ONE IS BETTER"" SO IN THE END It will lead me think that choosing between finance and art, FINANCE is better as a job than being a graphical artist. The sector of succes really routes on their perception of success,MONEY AND INCOME. So for us to NOT make a mistake we chose to simply lead with the safe option in order for us to survive.",well option hard choice sometimes route someone perception equally good society perception one better example choosing dress eventhough perceive dress beautiful worthwearing still hard time chosing ask one better true end youre one make decision look inside end dont really know one good u ask advice people matter u one loved see asian practical route family decissions personality clashing make hard see even mindset say choice make equally good society still slap facemy family friend fear make hard accommodate perceive one choice good everyone say choosing choose one better end lead think choosing finance art finance better job graphical artist sector succes really route perception successmoney income u make mistake chose simply lead safe option order u survive
or you can marry both if you are  a muslim,marry muslim
"One of the best little TED Talks in existence.  A hard choice doesn't have to be a BIG choice.  Once we learn to handle the small hard choices, the big choices seem less intractable.  Hard choices aren't hard because we are stupid, they are hard because we pay a lot of attention to the voice in our heads that tell us what we SHOULD choose.  Fear of the unknown pushes us to choose what we believe is the less risky option - usually not the best choice, in the end.  We assume that values are the same as scientific measurements (x is better, worse or equal to Y), they aren't.  So we have to create reasons to choose one or the other based on a range of values. Don't let the world decide for you, reflect on what you can put your agency behind. Hard choices make us fundamentally who we are.  Here's where I stand, ""I commit to chocolate donuts!""",one best little ted talk existence hard choice doesnt big choice learn handle small hard choice big choice seem less intractable hard choice arent hard stupid hard pay lot attention voice head tell u choose fear unknown push u choose believe less risky option usually best choice end assume value scientific measurement x better worse equal arent create reason choose one based range value dont let world decide reflect put agency behind hard choice make u fundamentally here stand commit chocolate donut
Life changing information found here,life changing information found
"Interesting how this talk seems to have polarised opinion. I don't have an answer to that, just as many feel Chang doesn't have an answer to 'how' exactly you might make a hard choice. But it worked for me. In my opinion, this talk is a brilliant, profound and timely statement about the nature of life's big decisions. It's familiar wisdom, only presented from an analytic philosopher's perspective. And it works.",interesting talk seems polarised opinion dont answer many feel chang doesnt answer exactly might make hard choice worked opinion talk brilliant profound timely statement nature life big decision familiar wisdom presented analytic philosopher perspective work
"Ruth Chang you are indeed a philosopher! And a great one! Thank you so much, this is a life changing speech! Beautifully and gracefully laid out!",ruth chang indeed philosopher great one thank much life changing speech beautifully gracefully laid
Such a long talk...,long talk
"I've always been indecisive. So much I even ask what to buy, what to wear, who should i like... It's ridiculous. Maybe deep down I don't want to own up to my choices. But this video just solved years of confussion. Thank YOU!",ive always indecisive much even ask buy wear like ridiculous maybe deep dont want choice video solved year confussion thank
Should I get raven or rapscallion in Fortnite,get raven rapscallion fortnite
What makes a hard choice is how much you have to commit to it and not knowing if you will benefit from one or lose and create hardship for yourself with the other.  Difficulty in choosing your breakfast is simply an inability to make up your mind.  I'm out.,make hard choice much commit knowing benefit one lose create hardship difficulty choosing breakfast simply inability make mind im
Didn't find it helpful,didnt find helpful
or flip a coin.,flip coin
umm im decided between something in a game,umm im decided something game
"This is why we need to value philosophers over bankers. A world full of new ideas and perspectives would help us evolve as a species, instead of constantly figuring out ways to exploit the systems, humans, animals and the planet for quick, 'worthless' profit.",need value philosopher banker world full new idea perspective would help u evolve specie instead constantly figuring way exploit system human animal planet quick worthless profit
"In order to decide what to do based on who you want to be (as this woman is suggesting), you have to first have some idea of what you value. This is the big problem. Many of us have a conflict of values. Do we decide based on the values of our parents? our religion? our best friend? our favorite rebel or celebrity? our favorite internet guru? a combination? If you are facing a tough decision, my advice to you is find out what YOUR values are, what matters most to YOU, and ignore everyone else's. And don't be ashamed of your values. Don't let anyone guilt trip you into caring more about something they value. For example, if you know inside your heart that personal freedom matters more to you than family, you should not have kids, no matter how much other people want you to. It will be a big mistake. If someday you change your mind and your values, then fine, become a parent, but only then. If you truly care more about creativity than financial security, choose a career that involves that over one that doesn't. If you have a choice (and some don't), then it's got to be your choice.",order decide based want woman suggesting first idea value big problem many u conflict value decide based value parent religion best friend favorite rebel celebrity favorite internet guru combination facing tough decision advice find value matter ignore everyone elses dont ashamed value dont let anyone guilt trip caring something value example know inside heart personal freedom matter family kid matter much people want big mistake someday change mind value fine become parent truly care creativity financial security choose career involves one doesnt choice dont got choice
"I'm also going through the same puzzle. Since I'm a university student I have lots of option to choose but I'm unable to do so because I want to choose the best option in this process there are two ways for me. first, to go in Indian Administrative Services (IAS) or second to be a philosopher. I know at a day I have to decide it, and I'm waiting for the day.!",im also going puzzle since im university student lot option choose im unable want choose best option process two way first go indian administrative service ia second philosopher know day decide im waiting day
One of the best TED lectures ever made.,one best ted lecture ever made
"Amazing ted talk !
A biiig thank you !",amazing ted talk biiig thank
"I'm gloating just a bit. Our life is always determined by the little choices.  The result of your life is made up of a million little choices.  I think of family relationships. Taking the time day to day. One mundane task after another. Day after day, month after month, year after year. In the end, you know the saying on your death. ""I wish I took less time at the office."" Life happiness abundance is all around you. You own it already. Are you going to choose to see it and massage it, gain knowledge from it? Or are you focusing on anything everything else that you have no control over anyway.",im gloating bit life always determined little choice result life made million little choice think family relationship taking time day day one mundane task another day day month month year year end know saying death wish took less time office life happiness abundance around already going choose see massage gain knowledge focusing anything everything else control anyway
Wow this is so boring and tiring. It explains why choices are difficult but doesn’t help to solve difficult choices.,wow boring tiring explains choice difficult doesnt help solve difficult choice
"That's the problem with philosophers n Arts graduates... they talk so much many a times they say what is obvious and what life has already taught us atleast someone in mid 30s... we can't quantify pros n cons of country living n urban living prima facie and we know it... who we are we are and we don't need to remind yourself who we are, our actions n decisions represent who we are... these are all obvious things engrained in our behaviour... she is just doing reverse engineering of the thought process of decision making...",thats problem philosopher n art graduate talk much many time say obvious life already taught u atleast someone mid cant quantify pro n con country living n urban living prima facie know dont need remind action n decision represent obvious thing engrained behaviour reverse engineering thought process decision making
"This vid seems to explain what the hard choices are, the benefits of choosing hard choices, and how to compare them. However, I like a comment said to weight your inner self more than others' might be the answer for someone. 'For me', this vid doesn't really help.",vid seems explain hard choice benefit choosing hard choice compare however like comment said weight inner self others might answer someone vid doesnt really help
So powerful. Thank you!,powerful thank
This was incredible.,incredible
Gud luv it,gud luv
She reminds me of the shrink in Rick and Morty,reminds shrink rick morty
"Yes, unless you're being drifted by the harsh realities that the kids you've been left with need to eat and go to the doctor.  Let's get real, most folk aren't choosing between philosophy and law, they're choosing between customer and food service, or maybe worse.  And yes, these choices, along with things out of their locus of control *do* shape people, yet we judge them for being angry, depressed, or not having the education or time for an edifying TED talk like this one.",yes unless youre drifted harsh reality kid youve left need eat go doctor let get real folk arent choosing philosophy law theyre choosing customer food service maybe worse yes choice along thing locus control shape people yet judge angry depressed education time edifying ted talk like one
I don't want to be a drifter. I want to take charge of my life and make hard choices. Your video came JUST IN TIME. Thank you. God bless.,dont want drifter want take charge life make hard choice video came time thank god bless
What a great talk! Full of wisdom,great talk full wisdom
"Great concept but the marriage choice? Who really does that? To be deeply in love with two people at the same time, have gotten to know both so intimately, already sharing your life with both? Does that happen?",great concept marriage choice really deeply love two people time gotten know intimately already sharing life happen
"Unnecessary complication of choice. Choice is a word we made, an illusion. You have the illusion that you can choose, but each of us has a linear path set upon us, we just don't see it. Every choice is based on things outside of our control.",unnecessary complication choice choice word made illusion illusion choose u linear path set upon u dont see every choice based thing outside control
I don’t understand a thing she said :(,dont understand thing said
Great video. She's not talking in circles. It's called the socratic method.,great video shes talking circle called socratic method
Do what you want to become. Because your decisions make who you are.,want become decision make
This wasn’t helpful for me.,wasnt helpful
"the aritmethic version of what she she meant with ""on a par"" is =/= or an Inequation with a finite number of possible solutions",aritmethic version meant par inequation finite number possible solution
I love heeeeerrrrr!!!!!!,love heeeeerrrrr
I got the face like the >=< symbol at 8:04,got face like symbol
Excellent presentation on hard choices. I can't imagine it being presented any better. Thanks so much for the eye-opening  and mind-opening information!,excellent presentation hard choice cant imagine presented better thanks much eyeopening mindopening information
i was wondering if i could use this video for a school project,wondering could use video school project
"Amazing!!!!!! Well said, how insightful",amazing well said insightful
My hard choice is if I should have eye surgery right away or when I’m an adult cuz I’m 11 and u had crooked eyes all my life I’m so scared idk what to do,hard choice eye surgery right away im adult cuz im u crooked eye life im scared idk
Damn ! Them Chinese sure are smart !,damn chinese sure smart
"But would it have mattered if she had put her agency behind becoming a lawyer and once she got there, hated it? Wouldnt the outcome have been the same?",would mattered put agency behind becoming lawyer got hated wouldnt outcome
"Some people never get the point mentioned about 5 minutes into the video. IMO, it is our education system which thinks science or anything that can be broken down through reductionism is better than thinking like outlined in this TED talk. Visualization can help in the process, something that reductionist thought can never duplicate.

That is why for many Westerners, this process either happens later in life (> 60 yo), or when the person experiences an event that shatters their reality, like a bankruptcy.",people never get point mentioned minute video imo education system think science anything broken reductionism better thinking like outlined ted talk visualization help process something reductionist thought never duplicate many westerner process either happens later life yo person experience event shatters reality like bankruptcy
"How to make hard choices: become more concerned about the person that you are. Now, how to choose between being concerned about the person that I am, and being unconcerned with the person that I am...",make hard choice become concerned person choose concerned person unconcerned person
Very true points! Good message and eloquently spoken :),true point good message eloquently spoken
This is the best Ted talk I've ever seen. Blow my mind,best ted talk ive ever seen blow mind
"Might sub after watching, really like the vid.",might sub watching really like vid
Wtf,wtf
"I saw this video 3 or 4 times, in years. First times I thought she was not catching the point. Today, that some thigns in my life taught me the importance of the inner space as a starting point to make decisions, this video start to make sense. It's very inspiring! Give to her an other chance, watch the video again. I think that her theory (""on a par"" + ""reason for us"") is the only way to take hard decisions and live them good. (sorry for my english)",saw video time year first time thought catching point today thigns life taught importance inner space starting point make decision video start make sense inspiring give chance watch video think theory par reason u way take hard decision live good sorry english
There is no correct way to make a hard choice but she explains a effective mechanism i guess...,correct way make hard choice explains effective mechanism guess
thank you☺ this gave me lot of clarity.,thank gave lot clarity
I am in middle of choice of being pilot or taking high paying job in computer programming. Being pilot will put me in lot of debts ..,middle choice pilot taking high paying job computer programming pilot put lot debt
Revit or ArchiCAD ? :)),revit archicad
"Content is good, but she talked too much to make her point, need more focus on her pitch.",content good talked much make point need focus pitch
and im here cause idk if i should buy a smaller ar bigger bed for my room.,im cause idk buy smaller ar bigger bed room
TALK FASTER! Can't you make that choice?!?!?!,talk faster cant make choice
"WOW! Thank You Ruth Chang, for this talk and for becoming a philosopher ... and for providing a clear path in how we make those hard choices ...  and I have also watched the video that was next in YT's line up and  I think yours and hers together are a perfect blend in aid to making hard choices. (other video is""Tough decisions -use your heart"" by Alison Meyer) ... Love and Peace to All",wow thank ruth chang talk becoming philosopher providing clear path make hard choice also watched video next yts line think together perfect blend aid making hard choice video istough decision use heart alison meyer love peace
"Thankfully you choose philosophy, simply put biological species are comparators by default design for ease of survival by learned behavior.

Biological species are the only entities that observe time, time that does not exist in absolute reality which begs the question of biological species design by a survival default, basically a feedback system for best survival.",thankfully choose philosophy simply put biological specie comparators default design ease survival learned behavior biological specie entity observe time time exist absolute reality begs question biological specie design survival default basically feedback system best survival
"This is the problem with postmodern thought: we begin with opinion and fight to support it, assuming that it is right because we say so. However, even our opinions are based on assumptions every bit as they are on wish. Science can test the validity of the assumptions. How much does your model of the universe overlap with said universe? To claim you have no obligation to any such overlap may indicate you are wealthy and receive little feedback on your mistakes. You end up with what could be called insanity or stupidity--that is, you've lost contact with reality. Self justification without recourse to intelligence and reality is not beautiful, but hideous, ludicrous.",problem postmodern thought begin opinion fight support assuming right say however even opinion based assumption every bit wish science test validity assumption much model universe overlap said universe claim obligation overlap may indicate wealthy receive little feedback mistake end could called insanity stupiditythat youve lost contact reality self justification without recourse intelligence reality beautiful hideous ludicrous
Don't marry Lolita.,dont marry lolita
"Thanks Ruth, excellent talk",thanks ruth excellent talk
"Then what option should you give reasons to? Which alternate should I choose to give reasons to? ""Better"" is such a vague term. It is the time limit what forces us to make a choice. And we do it without analyzing all the data, we can't analyze it though. I'm a student of physics and philosophy and the concept of choice is messing my mind since I had been in situation to choose between two colleges. Considering certain factors can make choice easy but even factors are to be chosen too. So I am following what Alan watts said about ""choice"".",option give reason alternate choose give reason better vague term time limit force u make choice without analyzing data cant analyze though im student physic philosophy concept choice messing mind since situation choose two college considering certain factor make choice easy even factor chosen following alan watt said choice
"I'm so glad this wasn't another follow your passion video. This was surprisingly clear, lucid and enlightened",im glad wasnt another follow passion video surprisingly clear lucid enlightened
"12:20.
I have seen her 
Who is she ?",seen
A bit confusing in the beginning but actually helpful and insightful in the end.,bit confusing beginning actually helpful insightful end
"After such an evolution in academic philosphy, she seems to be stuck in some early chapters of some book.",evolution academic philosphy seems stuck early chapter book
"Leave everything behind and try to find the most natural living commukity left on this planet,  learning about my true nature OR play the game and win in whatever comes out in the end, because I am smart, and even like it and dissolve in it, because its just the way you chose to make you, but might never be fulfilled and eventually torture yourself one day for not taking that risk",leave everything behind try find natural living commukity left planet learning true nature play game win whatever come end smart even like dissolve way chose make might never fulfilled eventually torture one day taking risk
"""you could marry Betty or Lolita?"" Um. people don't name their girls, Lolita....because of the book and movie.  I've never met a Betty under Eighty.",could marry betty lolita um people dont name girl lolitabecause book movie ive never met betty eighty
This is the most powerful message I've heard in my entire life.,powerful message ive heard entire life
7:48 phoebe buffay ?,phoebe buffay
my choice is what hallaween costume to where and what ice cream flavor to eat  welcome to my life,choice hallaween costume ice cream flavor eat welcome life
"how to chose between an apple and an orange when we like both equally, and 
choosing either will make the other disappear?",chose apple orange like equally choosing either make disappear
*Best thing I've watched today.*,best thing ive watched today
This is the kind of advice I was looking for.  ....has lifted my spirit . Thank you.,kind advice looking lifted spirit thank
Clickbait title is clickbait.,clickbait title clickbait
"I'm 10 and my dad lives in Dubai and I live with my mom in Ireland my dad works in Dubai to get money and in 3 or 5 years he is coming home forever I think, but I really want to move over to my dad to Dubai because it's sunny there I have good friends I'll be with my dad and my dog but I'm afraid if I go my friends will miss me and my sisters will want to come and my mom will be alone and think we hate her can u guys help me decide",im dad life dubai live mom ireland dad work dubai get money year coming home forever think really want move dad dubai sunny good friend ill dad dog im afraid go friend miss sister want come mom alone think hate u guy help decide
This didn't seem to help at all...,didnt seem help
lawyer are part of the system of the corrupt system.,lawyer part system corrupt system
The idiot's guide to making hard choices?,idiot guide making hard choice
How to make hard choices  for Dummies!!!,make hard choice dummy
"Am i the only one who feels like this was a total waste of time? Besides repeating herself for the first 7 minutes, the only thing she had to add was that values cannot be measured. :/",one feel like total waste time besides repeating first minute thing add value measured
this is  a college style lecture.,college style lecture
I do not see the point,see point
I feel like she is talking in circles,feel like talking circle
"I feel, this video title could be ""Why hard choices are necessary"" instead of ""How to make hard choices"".",feel video title could hard choice necessary instead make hard choice
Ihave money should i decor my room or buy clothing!😂,ihave money decor room buy clothing
"Drifting is choosing. Choosing to stay with that certain option. Good talk apart from that part. As Lao Tse would say:

“Do you have the patience to wait 
Till your mud settles and the water is clear?
Can you remain unmoving
Till the right action arises by itself?”",drifting choosing choosing stay certain option good talk apart part lao tse would say patience wait till mud settle water clear remain unmoving till right action arises
Still not sure whether to go for law or biology,still sure whether go law biology
Thank you so much mam.. you actually made it so easy!!,thank much mam actually made easy
