cleaned_comment,sentiment_score,sentiment
im alien im offended,-0.25,negative
alien scientist selling book thats,0.0,neutral
purpose hobby,0.0,neutral
ask larry niven,0.0,neutral
imagination,0.0,neutral
guy there something obstructing light star doesnt appear spherical tabitha alien megastructures,0.0,neutral
john podestas wikileaked email tell u otherwise,0.0,neutral
sorry would sound stupid black hole nearby star sucking part light,-0.5719,negative
ok love scientist super cool tabby,0.9118,positive
isnt easiest explanation lot moon planet aligning,-0.3252,negative
black hole involved nah scientist would checked gravitational wave,-0.1027,negative
maybe really huge planet breaking apart weight next year see broken lot part,-0.1298,negative
der der derp de derp,0.0,neutral
spaceship like coming back forth block star loght,-0.1027,negative
yep called wobbly orbit depending planet wobble block less sun would believe giant moon orbiting tiny planet smudge lens,-0.1779,negative
buzzkill dust cloud isnt alien artifact january observation different wavelength scientist determined light dimmed dust cloud intermittently pass front star,0.34,positive
could many thing happening extraterrestrial life anything faulty equipment comet like said,0.0516,positive
glad use blockchain bitcoin blockchain operates rate mb per minute calculating huge amount data home computer without blockchain already possible way cheaper shady software company try sell blockchain technology processing cosmic amount data run ico without realizing processing vast amount data efficient without blockchain flatearther dont believe existence observable object greater earth anyway least agree speaker blockchain used research,0.8171,positive
hey look star little bit different others cant explain yet absurdly limited knowledge exoplanets literally discovered year ago must alien,-0.2263,negative
dude didnt clean dust recycle placer mining california gold rush miner would use fire hose blast entire mountain river mud could sluice gold seeking well imagine process planetary scale alien find planetary body rich whatever theyre looking simply pulverize entire mass vacuum sort material moving next potential deposit whaddaya think boyos,0.2598,positive
content good delivery bad,-0.1531,negative
could something planet sized mjltiple object alot closer earth,0.0,neutral
planet sure planet ahve fixed rotation gues would deathstar,0.3182,positive
planet huge moon would interfere big ring,0.3182,positive
alien technology advanced decribed think would get chance observe something happening thousandmillions year ago,0.4588,positive
couldnt something still dont know discarded possible cause come alienmade megastructure ignorance quite far evidence,-0.119,negative
last name boyajianshe could least partial armenian descentalsoshe sound like quite intelligent personfriendsgod bless,0.8341,positive
yo tabetha want real answer would stick finger infront telescope cast shadow sry,0.0772,positive
alien big possibility dyson sphere ot plausible built one could contain heat without flaes,0.0,neutral
know ted talk without solution like give u idea stuff discover let someone else crack like citizen scientist,-0.6348,negative
gas bonding fact totally destroys einstein space bending newton gravityblack holegravity wave downward falling motion including newton apple begin active rising gas molecule motion energy flow becomes trapped bonded together within process making solid object scientificly known mechanism gas bonding take state solid mass blocking electron motion fire power thus become energy lock lifeless dead gas molecule fall downward real time following electron unlimited potential velocity speed light connects downward earth surface energy conservation system activity quantum level establishing downward falling path trapped energy lock lifeless dead gas moleculessolid object equating fact einstein famous equation e mc e energy mm molecule motion molecule motion within star flame earth gas bird balloon plain rocket even u human rise molecule motion creating energy flow ruling force universe mass gb gas bonding gas bonding take state solid mass blocking electron motion fire power thus become energy lock lifeless gas molecule fall downward real c light speed e electron electron unlimited potential velocity speed light connects downward earth energy conservation system activity establishing downward falling path trapped lifeless gas moleculessolid object gravity mythical concept thats mentally applied newton solely guarantee needed result point origin brain,-0.9324,negative
result must constant,0.0,neutral
fool discovered th black crusade,-0.4404,negative
feel also dipolar star system motion sister pair different time scale much younger star fainter light could probably revolve around much mature star relatively larger size intense light could explaining dip percent data,0.4767,positive
nasa said alien,0.0,neutral
solar panel aint like dont think would give heat,-0.2755,negative
heat transfer beauty heat object cold,0.5859,positive
thats nasa find would stick science situation know cluster comment happened ice cube shatters,0.0,neutral
seti yeah theyre singing,0.296,positive
sadly live state nasa,-0.4215,negative
cluster icy comet attracted son like sun like one got,0.7783,positive
know win save selfish self save world,0.7964,positive
time star fell feb,0.0,neutral
curve space chaos,-0.5719,negative
comet like sun fire ice fire rain f thing solution keep away solar system direct somewhere else im little busy day,0.0,neutral
boo,0.0,neutral
k apophis next,0.0,neutral
gon na late,0.0,neutral
pregnant gave talk,0.0,neutral
rly rly rly hard,-0.1027,negative
found trade route alien race way way yuh,0.0,neutral
alien invoked history science ghost god invoked past one day would alien indeed intelligent people believe stupid one always believed false alien say knew along,-0.1531,negative
dont hate womansplaining,0.4585,positive
say could many multiple planet said system irregular orbit like neptune pluto line sight happens ro align irregular exchange planet orbit,0.3612,positive
alien artificial megastructures dont see exlude possibility something like orphaned asteroid belt interstellar region somewhere stellar system earth cover entire sun ie cause dip measured intensity thumb sun eye megathumb observe k star period time wouldnt improbable thing see nothing mysterious except one would assume interstellar space completely empty definition nothing would able cross way light sound like reasonable explanation observed phenomenon missing point,0.1796,positive
ask solar warden,0.0,neutral
maybe santa claus delivering gift system,0.4404,positive
would material come build,0.0,neutral
science interesting history channel meme showed,0.4019,positive
always awkward speaker say something think hilarious crowd silent,0.2732,positive
maybe black hole orbiting star great distance gravity bend light los,0.6249,positive
even alien megastructures deny law physic seems like arrogant statement would know advanced alien race capable,0.128,positive
trash,0.0,neutral
normal solar system mean let consider planet field observation look like look like oo even ooo time light vary quite random matter isnt dont get wrong im alien fan would interesting voyager equiped today technology observe variation sun light,0.8035,positive
whats nd mysterious star galaxy,0.0,neutral
mysterious star universe possibly know unless know every single detail every single start universe even would largely matter opinion make mysterious moron,-0.4767,negative
mysterious star universe cant even make individual star galaxy star opposing side centre milky way,0.0,neutral
huh could black widow binary system tiny black hole orbiting star,0.0,neutral
okay good,0.5859,positive
ted find people guy got strange friend,0.34,positive
today world easy loud voice hasnt earned volume yet,0.4404,positive
tax payer money going support b real research,0.4019,positive
bunch gas giant massive moon alignment one another word giant planet moon orbit around star various distance similar time orbit around star sometimes wouldnt aligned perfectly get massive spike data time theyre less perfectly aligned planet overlap earth perspective dip light read much smaller also wtf acroynym abbreviation,-0.8894,negative
lot ted talk nothing riamverysmart,0.0,neutral
wouldnt solar eclipse planet front star measuring light earth star multiple planet come would answerright,0.0,neutral
wow went awol real quick,0.3612,positive
cannae change law physic ref comet swarm given pluto lot like comet ice rock stuff could ice planetoid forming,0.3612,positive
fantasy speculation waste even money pseudo scientific rubbish variable star common need look space battle horse hockey,-0.6597,negative
think star noseriously think actress hired deliver presentation consider personal speech mannerism reminded grade school teacher scientist give credit deserves memorizing script verbatim gave great presentation connected well audience would outside expected personal skill true scientist true alien interest,0.9468,positive
ringed gas giant far orbit slope begining ring blocking light planet want like,0.0516,positive
p,0.0,neutral
im several thing distance planet star would affect amount light blocked would binary planet planet aligned one would cover acting one planet blocking rotate would side side vantage point blocking give take twice much light range,-0.743,negative
pleased possibility electric universe light intensity depends galactic input surrounding plasma,0.4404,positive
surprisingly good talk people thinking pseudoscientific mumbo jumbo idiot maybe thats didnt get scientific part scientist even arrived theory data true probably said big implication people unable grasp immensity,0.5574,positive
crap read bible ask creator,-0.3818,negative
sorry taby crazy,-0.4019,negative
something advanced light year away would known radio wave transmission approximately year,0.25,positive
everybody assume alien exists must technologically advanced maybe havent found dumb standard idea computer,0.5722,positive
people comment section must universe powerful telescope bc think know tabby star intimately even actual astronomer blurt confident explanation disavow hypothesis theyre idiotic impossible,0.34,positive
im one thought star name tabetha lol,0.4215,positive
tried true knowledge concluded woman place kitchen lab kidding,0.4939,positive
start quote requiring evidence assertion alien good explanation end demonstrating lack knowledge dyson sphere saying might alien yeah gave person ted time,0.4215,positive
wouldnt bad wore make decent clothes,0.431,positive
personally kiss okhams razor,0.4215,positive
flat earthers k dislike keep fladdies,-0.3818,negative
fascinating topic dreadful smock shes wearing,0.1531,positive
hello giving ted talk exact topic found star universe anomalous behavior know nothing everything conjecture thank,0.0747,positive
shes terrible speaker,-0.4767,negative
anyone watching sorry ruin hope alien turn dust different dust usual still dust,-0.296,negative
knock talk less minute looking funding,0.0,neutral
possibility multiple planet transiting time also depend distance transiting object earth star observed,0.0,neutral
work planet orbit around sun happens take sun earth time say time case,0.0,neutral
know nature reality,0.0,neutral
could made point one two sentence instead drone fill ted time ugh,-0.3612,negative
stick sci fi channel,0.0,neutral
human many mammal sometimes even better computer pattern recognition sine qua non pattern recognition engine know neuron send signal less millionth speed signal sent innards computer processor search much less volume data yet even domain predisposed evolution perform amazingly well comparison computer system computer could feel pity might pity u slowness could feel envy certainly would envy u acheive spite work software see study relative strength weakness two quite often often dismayed thing human brain wont also often amazed effortlessly capable computer software directs may point reach level sophistication there lot left get,-0.7183,negative
nazi,0.0,neutral
typical science writing paper even clue human stupid perhaps moth covered eye youre already see alien nice joke,0.1531,positive
arrogant ignorance one human earth ever seen entire universe f know could mysterious bizzare anydamnthing total bullshit,-0.8591,negative
perhaps massive pulsar aligned pole average brightness actually flare dip brightness actually mean brightness anyone know theyve done gamma wave sampling also think quite statistically probable vastness space one star ring ring planet sized mass orbiting,0.7783,positive
hey somethings passed receptor satellite thats taking data,0.0,neutral
love title mysterious star universe tabetha boyajian well shes certainly weird,0.7906,positive
box object form prism square screen show square special form rectangle,0.4019,positive
ah yes google name star turn year confirmed indeed cloud dust circling star completely obvious explanation data tabetha dismissed way improbable pfffft,0.4019,positive
quote sagan saying extraordinary claim require extraordinary evidence proceeds make extraordinary claim evidence,0.0,neutral
yeah actually valid hypothesis explaining data never mind get alien,0.296,positive
idk seems little far fetched since earth flat haha,0.3818,positive
god amazing give u look,0.7096,positive
havent read much dyson sphere thing wouldnt resource issue mean much material could harvested one planet think surface area star compared total usable volume single planet would require resource outside solar system say outside anything disturbed within single system would cause major change probably catastrophic orbital path due mass fluctuation civilization advanced would issue bringing resource system wouldnt somebody notice traffic would check activity nearest system one think may something else happening still curious look matter,-0.34,negative
computer look data programmer think tell look currently lack human huh thats weird recognition ability possibility explored multiple large gas giant resonant orbit least two coorbiting either binary planet dance like janus epimetheus around saturn,0.2023,positive
mysterious explanation nonsensible outdated hypothesis including overexposed imigery,0.0,neutral
thing unknown unlest yall yyall r ignrance one true mj,0.4215,positive
star asymmetric orbit around black hole,0.0,neutral
missed part mentioned multiple planet different size orbit orbiting star lining every awhile sometime forming sort olympic symbol,-0.296,negative
show non cgi anything,0.0,neutral
man knew everything talk even part project online looking data hoping id hear explanation,0.4215,positive
guess lady dropped dmt,0.0,neutral
load nonsense worth making ted talk,-0.2023,negative
first guess would massive amount planet like least,0.3612,positive
great narrationthank imagine open source project lot resource passionate crowd like citizen projecthumanity deliver best result ever achive,0.9349,positive
probably found first evidence dyson sphere built alien civilization,0.0,neutral
computer fault data processing algorithm basic,-0.4019,negative
huge sun spot,0.3182,positive
celestial object kic borg designation,0.0,neutral
type software catch drop light,-0.2732,negative
black hole asymmetrical orbit doppler effect,0.0,neutral
idiot waste tax dollar hallucinating distant star think already know could something entirely different would never accure moon created impact artificial satellite created pleiadians seed earth life moon come pleiads huge spaceship never show fare side,-0.7415,negative
gravitational wobble star,0.0,neutral
dumb lady,-0.5106,negative
look almost like could asteroid belt would explain unnatural dip lack extra heat signature pretty much everything,0.4779,positive
fafistacated,0.0,neutral
explained lot confusing press ive read thanks,0.25,positive
fun hypothesis,0.5106,positive
extraterestrial hypothesis last resort example velikovskys theory ancient interplanetary war destroyed whole planet created asteroid belt difficult main stream science accept give two explanation ideology linier progress phenomenologic belief essense hypostasis existense word belief history product natural process people stuff,-0.1779,negative
really expect ted talk fansiful wild speculation based limited evidence wouldnt eliptical orbit multiple moon varying size cause anomoly think weak invocation alien activity rapidly decends complete fantasy alien super structure science stop strutinising evidence support feasible hypothesis,0.1531,positive
sun flat,0.0,neutral
since cgi theory evidence answer nasa evidence nothing back money train theory,0.0,neutral
law science physic dont always work vastness space gravity star may compressed dust bit space trash asymmetrical object might necessarily planet might planety anyways theory dont know much space dont kill somethings wrong alien would cool though,0.8221,positive
dysons sphere would consume mass energy construction would certainly consume star planet concept alien building dysons sphere alomst far fected alien using antimatter fuel,0.5423,positive
one thought consider large planet ring like saturn orbiting star,0.3612,positive
dont get went direction like dyson sphere arrangement would still regular got cloud something either,0.3612,positive
alien would natural,0.3612,positive
black hole orbiting star could disrupt star output tidal force especially black hole elliptical eccentric orbit big dip could even event horizon transiting star lensing effect would create big distortion light reaching kepler,0.4404,positive
lame,-0.4215,negative
there planet orbiting star,0.0,neutral
dont think alien civilisation advanced earth scientific advancement earth due chance discovery like x ray antibiotic ete etc chance occur civilisation,0.7579,positive
armenian,0.0,neutral
earth fit jupiter thinking problem data contradiction,-0.296,negative
would devastating discovered alien intelligence search fermi paradox youll understand,-0.3818,negative
hahahaha truth matter dont god danged clue yep imagination fun,0.7258,positive
call naturalistic explanation stupid idea dismisses favor extreme dysons sphere would require mass planet orbit farming material star system mean travel hence dont need dysons sphere let pretend,-0.2732,negative
conclusion sound weak doesnt explain tell dip luminosity necessarily caused transit star,-0.4404,negative
remember planet hunter eve fun stuff got success rate,0.7906,positive
thargoids man,0.0,neutral
year presentation studying archived material showed dimming particular star single one going onstarted year ago getting dimmer dimmer time considered extraordinary evidence dyson sphere progress scientist agree life must present universe time theyre trying deny manifestation,0.4404,positive
clickbait,0.0,neutral
reverse solar flare,0.0,neutral
possible looking series gas giant large moon structure eccentric tilt ring system like saturn would explain size cemetery,0.3612,positive
many dislike,-0.3818,negative
know dyson sphere played stellaris,0.34,positive
seriously still people truly believe alien exist earth never visited one extraterrestrial entity kennedy shot lone gunman twin tower terrorist plot subject false flag op begin military campaign middle east play xfiles theme tune,-0.4939,negative
easily one worst ted video,-0.4019,negative
who said alien using form energy electricity technology way develop light based energy instead electricity life would lot easier dont kill mother earth,0.867,positive
point view question life level intelligence superior comparison human longer pose obvious being level evolved look civilization earth also different level knowledge however realize following way explain let u place hydrogen atom scale compared size football stadium see size proton center imagine electron course orbit around proton would boundary stage case atom distance always respected think living being galaxy emerged galaxy respect law nature distance relationship proton electron maybe annihilate one another however evolve maybe find way communicate following example atom two specie formed intelligent molecule completes complexity something like u cosmos however quite curious immensity universe fact stuck earth reason limitation being emotional intelligent capacity need better understand metaphysical overcome physical limit,0.9726,positive
star called tabby star wtf star,-0.5859,negative
slight lisp,0.0,neutral
alient theory valid time probable natural explanation maybe planet massive ring system,0.3612,positive
spoiler alert found nothing yet people get paid sitting chair looking sky garbage man worth,0.4767,positive
wont fluctuation star also show dip,0.0,neutral
alien hypothesis always last resort,0.0,neutral
could alien billboard block awful lot natural light planet earth,-0.5267,negative
scientist figure rob labor mass dresm b,-0.5574,negative
planetary collision likely thing destroy planet,-0.7184,negative
know far away star transiting object,0.0,neutral
min im wondering massive fragment smattered planet irregularly blocking light,-0.3818,negative
likely megastructure built alien massive dust cloud thousand comet passing lmao nasa job right,0.5994,positive
learned dyson vacuum little ball cool also cant field mega asteroid orbiting slowly around star alien,0.2551,positive
truth maybe spaceship coming solar systemand making sometimes shadow hi arrive year,0.3182,positive
borg evidence resistance futile,-0.4404,negative
well built million mile tall structure would invaded earth mangolians,0.2732,positive
deny alien much like deny human existence arrogant human specie half million year already claim master universe pfftt here message alien welcome join u prove made privilege require proof iss distance sad moon landing obviously faked science debunk,-0.2263,negative
dual gas giant,0.0,neutral
sphere would collapse would aheridan ring,-0.4939,negative
new equation see drake reformulation one million star,0.0,neutral
collect data present scientist get theory twilight zone based political platform,0.0,neutral
space moth,0.0,neutral
enery suffocation one single gas burning planet think peelingoff stage show like departing commets u need underatand anyone advanced u would come find u non far maybe,0.5423,positive
isnt possible theyre seeing evidence large sunspot even sol display variation light intensity event would also explain change recorded data one period versus another since sunspot size position ebb flow might also reduce result actual planet theyve found think long thought canal existed mar,0.0,neutral
breath teeth whew tough crowd guess would laughed politely known attempt joke made,0.5719,positive
think sea hag like hair pulled shes plowed,0.3612,positive
world largest radio telescope arecibo pr green bank,0.0,neutral
th way sounded ridiculous,-0.3612,negative
fragmented dark matter planet,0.0258,neutral
large cloud planet n asteroid,0.0,neutral
flat earth dome nothing get nothing get junk science,0.0,neutral
love contradict saying civilization much advanced exhausted energy supply home planet,0.5423,positive
wheres flux ha ha say scientist dont sense humor seriously though extremely fascinating stuff,0.8072,positive
dip put thumb near telescope,0.0,neutral
lmao ok cut alien thing meaga structure biggest thing human built microscopic level compared space case super intelligent people sort would come contact thought could cluster jupiter sized planet bound together kinda mess grouped together frozen far light passing front quick guess,0.8655,positive
think bigger point everyone able part show excitement around,0.4939,positive
data youre scientist refrain error please,-0.1027,negative
saying popularized sagan wasnt coined aphorism,0.4404,positive
multiple planet revolving around star blocking lightsimple dat,-0.3818,negative
alien yes finally proof giant star planet know nothing yes alien rimmer ufo exist want probe booty,0.6908,positive
even maybe like happens eclipse like really lined one,0.6124,positive
would advanced civilization need solar panel probably discovered source energy,0.4767,positive
human ignorant arrogant,-0.6486,negative
cant pull away sun gravity,0.0,neutral
universe obligation make sense u,0.0,neutral
comet trail,0.0,neutral
star like massive alien ship,0.3612,positive
could light curve caused distant object cloud matter outer part solar system must combination density motion size distance could duplicate observation weakness idea would expect similar observation star heard,-0.4019,negative
coocoo,0.0,neutral
four year looking tax dollar waste back late nasa defined unexplained anomaly lgm little green men,-0.4215,negative
someone searching sponsor staying year front computer looking data till find another project nice relaxing job indeed,0.7184,positive
couldnt ring axis also planet planet moon set nvm,0.0,neutral
know many nerd work nasa bunch weirdo live fantasy world topic conversation work think money nasa receives government billion waste taxpayer money apart satellite dont know know dust cloud million light year away benefit u money used educate people eradicate poverty investigate cure disease keep planet good condition take care planet would need try colonize planet,-0.25,negative
morse code alien civilization,0.0,neutral
detect earth like planet star ended hypothesizing second level civilization bet citizen scientist paranoid schizophrenic zealous advocacy obtuse scientifically flawed alien theory camera simply sensible enough detect fanfare citizen star hunt alien hunt really,0.25,positive
alien doubt truth far interesting et,0.3612,positive
love ted talk really interesting favorite one need stop climate change woman went could turn north africa place full tree perfect growing crop know sort change climate north africa,0.9283,positive
killed,-0.6705,negative
want minute life back,0.0772,positive
similar archeologist proclaiming detail old civilization religion culture diet one bone fragment,0.0,neutral
night ted talk ok guy listen need come something new sensational order secure funding anybody got idea alien,0.5574,positive
alien alien,0.0,neutral
object huge travel around star opal shape instead circular motion like earth go around sun travel faster around side star travel away toward observation thus making dip last longer give hiccup dip rotation slowdown furthest point opal toward u start pick speed return go around star solar system perfect rotation around sun gravity doesnt mean everything else universe perfect gravitational rotation,0.9042,positive
claim require evidence,0.0,neutral
dont believe clue talking extraterrestrial greater advancement u implies mega structure would produce heat also seti distraction extraterrestrial already visit planet continually everyday,-0.0258,neutral
red star might cold enough could solid continent solid carbon floating surface degree melting point,0.296,positive
found dust team data,0.0,neutral
would alien pour huge resource constructing dyson sphere much efficient timecosteffort use limitless zero point energy,0.7351,positive
conjecture proof people get paid high fee talk bullshit evidence,-0.5859,negative
interesting stuff hope find real origin signal lady astronomer really need clothing advice though,0.6808,positive
citizen scientist even cringeworthy term citizen journalist scientist shouldnt require modifier youre citizen scientist youre scientist,0.0,neutral
alien civilisation planet fucked would even enough natural resource build dyson sphere insanely huge talk went far south moved science science fiction,-0.1531,negative
alien civilization run energy order get built megastructure harvest much energy would taken build megastructure like explanation find reasonable,0.6908,positive
look far specie progressed knowledge past year fast forward another year yes longer assuming destroy create world hostile live imagine human,-0.3182,negative
rubbish like destroy science,-0.25,negative
cant eclipse like one sun time bigger moon also time away,-0.2755,negative
getting mar st dont even know moon yet,0.0,neutral
likely massive borg sphere ffs,-0.5859,negative
else happened,0.0,neutral
didnt figure something smudged lens something xd,0.5859,positive
ay think thanos passing n n n n blocked light,-0.2732,negative
word one single shred proof hypothesis fact even theory zip hope hungry mind fall bullshit trapgod help u science shill,0.2023,positive
ho ho ho foolish earthling,-0.2732,negative
guy imaginative site provides artist imagination every picture posted first tell people truth mar moon atlast physic universe universe physic try think boxand alien probably fool like collect energy star direct planet whole atmosphere turn static electric zone guy complete hoax idea spreader,0.2263,positive
say maybe blew planet bit used debris build section dyson sphere im thinking construction process must completely automated organic element civ may atrophied terminal decline made ai become enhancedmerged machine eek borg,0.0,neutral
day called scientist making mathematical statement getting paid huge salary tax payer writes fairy tale,0.3182,positive
trump space force future come,0.0,neutral
light source star thing havent discovered yet something fluctuates,0.0,neutral
couldnt exoplanet orbiting much nearer star happens transit distant star,0.0,neutral
interesting nice see human capable willing see serious limitation considering option example agree assumption advanced specie must exhausted planetary supply would advanced thinking irrelevant state technology suggestive potential weakness ever engage conflict least may still compete theory good test rigorously dismiss fairtytales otherwise death star broken separate piece postskywalker available data would suggest mega laser cut case george lucas dreamer remote viewer didnt see ending well,-0.3641,negative
yup ok believe tell much money want like really give crap make thru telescopeit telescope magic crystal ball magic believe lie time energy money disappears,0.2075,positive
give c shes reaching quite bit mega structure mean distance amount material needed make object x earth size rotate around star would mass let say x earth u refine much material dont think ud energy problem could easily likely planet rotate around easily align every often create fluctuation there way comet comet solar system wide orbit thats make comet wouldnt see comet go fast around sun short orbit thousand create way much reach,0.6582,positive
nothing guess,0.0,neutral
data thats possibility lol,0.4215,positive
name number mean behind name,0.0772,positive
sound like prelude siencefiction novel,0.5859,positive
giant planet giant moon,0.0,neutral
money space war,-0.5994,negative
arent searching life galaxy especially power hubble galaxy million star planet looking hypothesizing something side universe,0.0,neutral
maybe fragmented asteroid belt circling star thousand time bigger fewer larger asteroid,0.0,neutral
huge celestial body dense offset ring,0.3182,positive
thats lot imagination without superproof evidencewhat said doesnt make much sense,0.0,neutral
think people need search planet fully look star,0.0,neutral
like comment bet orbiting mini system like jupiter new discovery unexpected phenomenon like hot jupiter who say may form around star perhaps jupiter sized plant locked orbit earth sized moon,0.7579,positive
doesent need close star shading could anomaly also alien structure would spend much material gain solar power much advanced technology sound uneffective,0.6597,positive
wheres flux kinda crazy speculation astronomer breed,-0.2748,negative
sooooo one thinking maybe there one planet around star perhaps two passed line sight maybe large slightly alignment one bit higher speak maybe smaller dip smaller planet cruising thats bit logical explanation alien dyson sphere,0.0,neutral
several plant time brown dwarf moon,0.0,neutral
thought sure going share final natural explanation instead cliffhanger interesting,0.8271,positive
type sono luminience star jar real starsadmiral byrd south pole expedition enjoy,0.4939,positive
thats ok put energy solve earthy problem nose,0.34,positive
awesome love thisbut alien structure would produce pattern far saw video random slope changing slow brightness go rapid change go well structure could spinning fast live structure itll simply change artificial gravity,0.9186,positive
seems easily explained asteroid passing u star asteroid much closer u thus dip would show dont corresponding synced visual image go along numerical data visual snapshot taken moment data collected would reveal object lens star moment data reading,0.34,positive
hardly know anything reality claim sound ultimately ridiculous scientific egoic manifestation huge bashful,-0.0772,negative
alien watching u alien must thinking wow savage human thousand year constantly killing,-0.5574,negative
tsu spaceship pf newbie,0.0,neutral
geez hard watch,-0.1027,negative
yall consider size light drop dependent size object also relative distance star there reason assume light drop even actual transit,-0.4939,negative
lol say shes astronomer said planet circular,0.4215,positive
glad see nasa isnt wasting money hey question nasa waste youre uneducated caveman sure alien smart nasa people said,0.7549,positive
distance moon quarter million american lonely alien,-0.3612,negative
ive got book fiction,0.0,neutral
dyson sphere built youd need material planet provide,0.0,neutral
comet idea contrived alien megastructure,0.0,neutral
threatened imminent supernova solar system advanced human future discovered mean travel speed one billion trillion time faster speed light built vast civilization around star consisting hundred million spacecraft size moon able witness strange activity far star future earthman woman somehow travel fast actually travel backward time reach star either giant cloud dust floating around somewhere space,-0.4019,negative
think intelligence life universe think human remand stuck stupidity opinion human lest intelligence life earth,0.3182,positive
science cant talk alien building,0.0,neutral
rubbish thought scientist supposed sci fi flick,0.0,neutral
dont ask star,0.0,neutral
find alien inside couple week everybody bored another conspiracy theory,-0.6705,negative
fascinating great speech approach phenomenon thought probably witnessed variety planet coming alignment different frequency cause various light dip planet could giant could dozen hundred planet maybe planet orbiting sort alignment weve never seen clearly need focus much data produced unravel mystery probably going take many many year establish pattern produce reliable data,0.7463,positive
star changing light output like variable star much plausibe,0.3612,positive
lot people blaming lack funding explore surroundings capitalism either government fund space program doesnt government ancestor created supposed find safe new opportunity entirety country mankind government collude assist overall development capitalist society problem idiot government voted think short term based upon interest corrupt investor,-0.5484,negative
great fluid presentation,0.6249,positive
empire deathstar,0.0,neutral
get proper job,0.0,neutral
astronomer explained transit method like looking mosquito front light house four kilometer away really gave perspective,0.3612,positive
data good doesnt get much uneducated,0.4404,positive
disgustingly slurred english unbearable cant take somebody seriously speaks thick accent always earpiercing pitch produce overexaggerated artificial enthusiasm uswomen broadly convinced faked excitement appears sincere u sound like sensationseeking tvpresenter like scientist,0.9025,positive
planet careened star cooled various part surface cause various dip luminosity,0.0,neutral
halo,0.0,neutral
black hole going around sun group planet aligned weird way,-0.1779,negative
wouldnt planet moon rotating around account asymmetrical dip,0.0,neutral
deathstar sith coming gon na die run luke run,-0.5994,negative
alien parked space ship put hazard light left picked another ship thats light theyre seeing nasa people,0.0,neutral
remember correctly school taught star soooo far away blinking light star see sky night may long dead star longer see light traveled million year get u hasnt faded away scope staring something longer exists saying hilarious true,0.0516,positive
real reason nasa budget cut technology realize many people killed inventing free energy technology cure cancer read law one ra material,-0.765,negative
nasa involved know fake,-0.4767,negative
check sam hydes ted talk prediction,0.0,neutral
u implemented eve online well lot help gamers,0.5859,positive
could object behaves like red dwarf sun spot dim solar flare make brighter except star would huge sun spot,0.7506,positive
help science enthusiast people go uni scientist,0.6369,positive
love bunch expert astronomer know really mysterious star youtube new science journal time,0.6369,positive
let work acronym show acronym,0.0,neutral
woman lol,0.4215,positive
well could notso big object structure passing far away actual star blocking light right something actually sistem smaller object could block much larger amount light would near star,-0.5267,negative
actually blowing planet would make rather easy mine planet core metal using large magnetic field collect lot smaller easier process material would prevent large unsafe dust plume reduce seen add would ton construction could get anomaly,0.7003,positive
dyson sphere stupidest explanation could said object blocking light star planet even system look solar system far away object kuiper belt block light sun similar manner irregular huge distance sun guy probably havent heard expression block sun one finger farther away object light block could another system planet going around star dim cant detected next one kic system,-0.9081,negative
load crap,-0.3818,negative
man audience slow,0.0,neutral
need eradicate earth population leaving wealthy elite inherit earth work progress come high school algebra algebra trained believe without evidence hating tabby hating ted talk talk friendly genocide save polar bear psycho fucking elite yeah interesting thing space right,0.9663,positive
nice thought hope conclusively ruled possibility computer simulation including planet revolving around dust spinning around orbiting star sure one day amateur astronomer discover something amazing perhaps team already investigation next month year reveal nature even interplanetary travel suggest,0.8957,positive
argument ignorance,-0.6124,negative
amount resource needed partially surround star would massively material mass planet producing dyson sphere,0.0,neutral
reality please say confess heart eshedu en la ilahe illa allah eshedu enne muhammeden abduhu rasuluhu,0.3182,positive
megastructure would easy material mine asteroid theyd element enough material build easily going well year come back like comment right elon musk wanting mine space ai robot theyre build solely mine space element dont make smart make humanlevel smart way dont take lower lifeforms make ai smart see u like dumb animal cant speak speaks language human think dog artificial intelligence singularity theyll like chess player never loses manipulating world tricking human ai build smarter better technology human being creating sophie ai hong kong artificial intelligence dangerous theyre always talking theyre going destroy world made video clip go watch video,0.9391,positive
seems one way communicate interstellar distance would block light star significantly noticeable percentage way could toggle say smart material thin strong could build large enough cover zone astronomer watching could toggle transparency opaqueness could position star promising system let star send message,0.7003,positive
compare effect jupiter earth passing front sun id like know planet orgalaxy make measurement possible earth,0.3612,positive
borg lower ur shield surrender ur ship,-0.296,negative
wo dint,0.0,neutral
massive dust cloud passing million year ago front star,0.0,neutral
local black hole inbetween,0.0,neutral
boring point keep watching going explore star long keep hearing b unless see someone going see real alien space telescopic explanation waste time space,-0.6249,negative
donate every incorrectly structured sentence misspelled word nonsensical statement comment well able build craft capable taking u site see whoop,0.6124,positive
propaganda b award go,0.3612,positive
open quoting sagan delivers outlandish hypothesis imaginable okay,0.2263,positive
seems likely interruption star light would something close planet one wonder ruled,-0.3612,negative
there one reason extraterrestrial would advanced u religion magical thinking century kind content dumb explanation everything around u lot catchin,0.2732,positive
make video something dont know wait know enlighten u,0.5106,positive
broke bunch piece well cant go,-0.1779,negative
wish didnt continually offer disclaimer alien order taken seriously,0.25,positive
thats norissia home planet norrissians chuck norris place explaining superpower thusly,0.0,neutral
lady def trump supporter,0.2732,positive
would william ockham say,0.0,neutral
