comment,cleaned_comment,cluster
"The most mysterious star in the universe | Tabetha Boyajian
no... but in the KNOWN universe, perhapse.",mysterious star universe tabetha boyajian known universe perhapse,0.0
"Why couldn't the anomalous dips in the solar graphs be associated with multiple overlapping planets of various size? Perhaps that solar system contains hundreds of planets, with some of them orbiting in concert (but slightly out of phase) around the star. That would be my first guess, at least ahead of comets, or colliding planets. ",couldnt anomalous dip solar graph associated multiple overlapping planet various size perhaps solar system contains hundred planet orbiting concert slightly phase around star would first guess least ahead comet colliding planet,-1.0
Epliptical orbit perhaps?,epliptical orbit perhaps,-1.0
it's a astroid belt that has cooled or a broken up planet,astroid belt cooled broken planet,0.0
8:50....hello?? is this mic on??,hello mic,0.0
"Kinda makes me nervous if there is an advance mega alien structure just floating around out there, like do they know about us? Do they know we're looking at them? Ahhh",kinda make nervous advance mega alien structure floating around like know u know looking ahhh,-1.0
just a lot of debris,lot debris,0.0
"If a Jovian sank into that star and left behind X number of small moons to scattershot around and then return to boil and spew heated dust, what are the odds that enough of them would combine at any one time to produce such an enormous volume of heated dust that it would cause upwards of a 20% dip? Enough dust to cover a surface area roughly the size of scores of Jovians? I just find that nearly impossible to believe.",jovian sank star left behind x number small moon scattershot around return boil spew heated dust odds enough would combine one time produce enormous volume heated dust would cause upwards dip enough dust cover surface area roughly size score jovians find nearly impossible believe,-1.0
"it COULD be a cloud of unicorn farts!! Energy needs? We're talking a structure fully encasing a star being the size of MILLIONS of death stars. Even the simplest incarnations of a Dyson Sphere are still on the scale of hundreds of thousands of times the size of the Death Star. Far far bigger than JUPITER. The raw materials would have to come from hundreds or even thousands of star systems and one could assume quickly enough to build a structure. Any civilization capable of traveling to thousands of star systems rapidly would have mastered energy production far beyond nuclear fusion. Antimatter probably. It would take serious fleets of massive ships or some kind of exotic technology to open wormholes and transport giant asteroids or planetoids to get the raw materials. The energy it would take to go to thousands of star systems and haul material many times the size of Jupiter back, not to mention the.labor needed...any civilization capable of this would have long ago mastered energy production and would have no need for solar energy, even a lot of it. They wouldn't do this to their home star, so what...this energy would be transported across the stars?",could cloud unicorn fart energy need talking structure fully encasing star size million death star even simplest incarnation dyson sphere still scale hundred thousand time size death star far far bigger jupiter raw material would come hundred even thousand star system one could assume quickly enough build structure civilization capable traveling thousand star system rapidly would mastered energy production far beyond nuclear fusion antimatter probably would take serious fleet massive ship kind exotic technology open wormhole transport giant asteroid planetoid get raw material energy would take go thousand star system haul material many time size jupiter back mention thelabor neededany civilization capable would long ago mastered energy production would need solar energy even lot wouldnt home star whatthis energy would transported across star,-1.0
impossible. there's a dome over us.,impossible there dome u,0.0
so many ppl. i hate stage freight :'(,many ppl hate stage freight,0.0
This data is interesting but please every event that occurs in universe is not because of aliens. Let the alien live...,data interesting please every event occurs universe alien let alien live,0.0
"My theory is that this is indeed alien technology at work. The aliens are using a massive structure they built around the star that can harvest the star's energy, which is then used to power their hundreds of thousands of warships. These warships are equipped with intergalactic propulsion systems and massive cannons that require tons of energy to power. I am positive these aliens are conquerors and they will soon set their eyes on our sun which will lead them to acknowledge that a planet orbiting the sun has sentient life. It won't be long before our race is either extinct or enslaved.",theory indeed alien technology work alien using massive structure built around star harvest star energy used power hundred thousand warship warship equipped intergalactic propulsion system massive cannon require ton energy power positive alien conqueror soon set eye sun lead acknowledge planet orbiting sun sentient life wont long race either extinct enslaved,-1.0
They are building a wall around the star...,building wall around star,0.0
"That must be our future.. when ""we"" ran out of energy supply",must future ran energy supply,-1.0
"Cant belive all based their concluision on the keepler fake telescope, no one knows how exactly work and no one explained beside all the cgi images that suppose that shiet look up. All light of planets or stars came to the lens of keepler at the same time the ones are 55Billion light yrs and the ones are 10 light years, how exactly distingish wich one is one?, colors?, 2 super red one 55b one 22b the far one biger the nearest smaller, how to know?, And Why if this keepler can see a tree on a planet We have to conform with low resolution photos of Curiosity rover in Mars?. And how keepler can focus trough a galaxy or nebulusa between the one that have fake exoplanets?, Can any one replay with a video with real explanation and video of the keepler? not cgi or animateds. Untill then all comments are based on a lie, so there is no space just stars on the firmament and maybe no so far from here. GBY.",cant belive based concluision keepler fake telescope one know exactly work one explained beside cgi image suppose shiet look light planet star came lens keepler time one billion light yr one light year exactly distingish wich one one color super red one b one b far one biger nearest smaller know keepler see tree planet conform low resolution photo curiosity rover mar keepler focus trough galaxy nebulusa one fake exoplanets one replay video real explanation video keepler cgi animateds untill comment based lie space star firmament maybe far gby,0.0
"If there is an ET civ just 1,000 years ahead of us no matter how far away they are they will or have known about us long before we will know about them. The problem with science is they think they have to have an answer for everything. That guarantees they are wrong about everything.These people still think a star is an isolated ball of the lightest element hydrogen burning at its core and is wrapped around by the heaviest elements. Isn't there something wrong with the physics of the lightest element settling to the core? There are no islands in space everything in space and time are connected, except of course the mind of scientists that is surreal and disconnected to everything. Their opinion isn't worth a glass of piss. Modern science astronomy-priests of big bang religion are ruining it for everyone. Professors of ignorance. Check out Wal Thornhill modern astronomers worst nightmare the Electric universe.Nice shoes Tabby I bet her parents were hippies that liked Bewitched.",et civ year ahead u matter far away known u long know problem science think answer everything guarantee wrong everythingthese people still think star isolated ball lightest element hydrogen burning core wrapped around heaviest element isnt something wrong physic lightest element settling core island space everything space time connected except course mind scientist surreal disconnected everything opinion isnt worth glass piss modern science astronomypriests big bang religion ruining everyone professor ignorance check wal thornhill modern astronomer worst nightmare electric universenice shoe tabby bet parent hippy liked bewitched,-1.0
new sightings of the same star again some weird thing orbits in front of it,new sighting star weird thing orbit front,-1.0
"One premise is advanced that says, ""We felt supercomputers 'missed' something in the analysis of the data...humans are great a pattern recognition (which is true sometimes but not in all cases) and so humans poured over data collected by an instrument (Keplar telescope) which allowed the scientists to observe this unusual occurrence.""  OK.  What if the Keplar telescope 'missed' something during the observation?  Since supercomputers 'missed' something in the analysis of the data, who's to say that data hasn't been corrupted in transmission and capture?  Another question, she mentioned that other anomalies [in the data?] were observed, but doesn't discuss why those were discarded and only KIC 8462852 was selected for further analysis and speculation.  Humm.",one premise advanced say felt supercomputer missed something analysis datahumans great pattern recognition true sometimes case human poured data collected instrument keplar telescope allowed scientist observe unusual occurrence ok keplar telescope missed something observation since supercomputer missed something analysis data who say data hasnt corrupted transmission capture another question mentioned anomaly data observed doesnt discus discarded kic selected analysis speculation humm,-1.0
"Here is my explanation, I request Ms Tabetha Boyajian to read this (This may help).
They are stars and they have planets orbiting around it, There could be a case where all these planets aligned in such a way that they blocked the light. Why this I think this is the most suitable 
look at our solar eclipse, it blocks the light, and makes an odd shape, and the time of the eclipse is not days or hours, it is just for few minutes. No replace this whole thing with the star we are looking at and its orbiting planet. They blocked our view by aligning in a certain way. what about the size of the planets? they have to be huge to block those stars..... well we are million light years from them, a small rubber ball can block their light from our view on earth, so may be the eclipse didnt happen on the star we are looking at but between earth and that star? 

Whoever is reading this, if you think this all makes sense and you can pass it to Ms. Tabetha Boyajian, I request you to do that. This may give her another perspective.",explanation request m tabetha boyajian read may help star planet orbiting around could case planet aligned way blocked light think suitable look solar eclipse block light make odd shape time eclipse day hour minute replace whole thing star looking orbiting planet blocked view aligning certain way size planet huge block star well million light year small rubber ball block light view earth may eclipse didnt happen star looking earth star whoever reading think make sense pas m tabetha boyajian request may give another perspective,-1.0
"Call me a sceptic but I still think it's 2 or more planets. If they all had a dense atmospere,  there wouldn't be that much dust!  Aliens would have had to disassemble several planets to make this thing which speaks for a huge population,  and there's no evidence of radio or light or heat from such a massive civilization.",call sceptic still think planet dense atmospere wouldnt much dust alien would disassemble several planet make thing speaks huge population there evidence radio light heat massive civilization,-1.0
"Dyson's spheres are impractical, if not impossible.  If we were going to do this to our Sun, there is not enough material in our solar system to build 10% of such a beast.  I can't believe that a serious scientist would consider such a thing.",dysons sphere impractical impossible going sun enough material solar system build beast cant believe serious scientist would consider thing,-1.0
"The most convincing thing is honestly the way we can conclude that whatever object caused the light to dim is NOT circular. Since gravity is everywhere in space it will cause things to be circular, right? So what it is?",convincing thing honestly way conclude whatever object caused light dim circular since gravity everywhere space cause thing circular right,16.0
"We are tiny germs running around upon a piece of dust and nothing is out there. 
We must be smarter than the whole. 
God does not exist.",tiny germ running around upon piece dust nothing must smarter whole god exist,-1.0
A bunch of different planets maybe?,bunch different planet maybe,0.0
"Aliens could be blocking light from other inhabited planet as a weapon against them, if they know we are here they could do the same to us. they could block our sun's energy from us too destroy inhabitants in our part of the Universe. Something destroyed the dinosaurs.",alien could blocking light inhabited planet weapon know could u could block sun energy u destroy inhabitant part universe something destroyed dinosaur,0.0
People so unimaginable stupid...,people unimaginable stupid,0.0
"what about all the stars that must be out there with planets that are orbiting in such a way that they aren't passing between us and the star so we can't see it?

what nationality is ""Boyajian""?",star must planet orbiting way arent passing u star cant see nationality boyajian,-1.0
"What about the idea that it could have been several (or many) planets of varying sizes orbiting this star? And the bigger dips in the light curve could even have been (different?) groups of planets with different revolution times (so at some point during transit some of them align in front of each other, resulting in the unsymmetrical light curve), but their revolution periods are long (like, several hundreds or even thousands years), so it couldn't have been confirmed by repeating results during this short observation period.",idea could several many planet varying size orbiting star bigger dip light curve could even different group planet different revolution time point transit align front resulting unsymmetrical light curve revolution period long like several hundred even thousand year couldnt confirmed repeating result short observation period,-1.0
Yay once again it s happening,yay happening,0.0
I call cancer in the star,call cancer star,0.0
Sigh...you started with science then ended with non-science.,sighyou started science ended nonscience,0.0
"Yup! It's happening, the Tabby's star is dimming again!",yup happening tabby star dimming,0.0
So Huumons are still good for something lol.,huumons still good something lol,0.0
"Has anyone ever considered that you couldn't build a Dyson sphere for this reason, the heat from the power coming to that planet would make the planet to hot just as our computers and power use heats up earth. How much would sending 20 percent of the suns energy to a planet heat up that planet, my thinking is it would make it to hot. Just a thought.",anyone ever considered couldnt build dyson sphere reason heat power coming planet would make planet hot computer power use heat earth much would sending percent sun energy planet heat planet thinking would make hot thought,-1.0
I'm sorry for all this it wasn't for you to see or understand but ..! I do  it just some time I feel lonely   ...... if you understand the TRUTH you knows HIM,im sorry wasnt see understand time feel lonely understand truth know,-1.0
I occasionally involve in many project on Zooniverse including  Planet Hunter,occasionally involve many project zooniverse including planet hunter,-1.0
More science fiction.,science fiction,0.0
My bet is a chance alignment of several gas giants on one side of the star. Is there no red/blue shift data on this star yet?,bet chance alignment several gas giant one side star redblue shift data star yet,-1.0
Cool news: That star (aka Tabby's star) started to dim again the other day.,cool news star aka tabby star started dim day,0.0
100000000000000000000000000000000000000000000000000000000 light years,light year,0.0
presentation was old news and weak at best of interpreting broad thoughts like a bad thesis TED talk let me down but she was in the right direction,presentation old news weak best interpreting broad thought like bad thesis ted talk let right direction,-1.0
That is why we have to send people to Mars! Computers can miss things people pick up...,send people mar computer miss thing people pick,0.0
It is the imperial fleet including the death star,imperial fleet including death star,0.0
"Why does it have to be one object or one planet? Why cant it be a large group of objects or planets or rotating around different paths creating the anomalies. The chance of objects passing by another object at such a far distance have to be ""astronomical"" she says ""the object"" would have to be 1,000x greater than the size of the earth.",one object one planet cant large group object planet rotating around different path creating anomaly chance object passing another object far distance astronomical say object would x greater size earth,0.0
Good heavens do these idiots actually get paid?,good heaven idiot actually get paid,0.0
"At 6.36 seems obvious to me, many planets are being detected not just one, sometimes you may get one planet passing sometimes a few or many during a time period. That I think would explain the anomalies",seems obvious many planet detected one sometimes may get one planet passing sometimes many time period think would explain anomaly,-1.0
lots of objects moving in an erratic orbit around it....maybe..,lot object moving erratic orbit around itmaybe,-1.0
"1,000 times the area of Earth, seems Id rule out a megastructure. All seem to be focused on something blocking the light, well maybe nothing is blocking the light & its brightness isn't consistent? like some sort of solar storm or reaction within the star itself? kind of like a flashlight with a bad battery. light fades until you tap it then brightens up again for a bit. just seems to be a star burning out or losing whatever is creating the energy.",time area earth seems id rule megastructure seem focused something blocking light well maybe nothing blocking light brightness isnt consistent like sort solar storm reaction within star kind like flashlight bad battery light fade tap brightens bit seems star burning losing whatever creating energy,-1.0
2017 transit!!!,transit,0.0
Tabby is active yet again!,tabby active yet,0.0
Like a big saturn planet with a huge ring of dust very close. Dyson sphere yheee right.,like big saturn planet huge ring dust close dyson sphere yheee right,0.0
It's DIPPING AGAIN NOW people! Boyajian and other astronomers put out the alert this AM (5/19/17). I'm hoping it's really aliens.....,dipping people boyajian astronomer put alert im hoping really alien,-1.0
"no, you didn't find planets, you find tiny microscopic fluctuations of light on the order of 1 part in 10 million on your super complicated instrument hurling through space at 20,000 miles an hour.",didnt find planet find tiny microscopic fluctuation light order part million super complicated instrument hurling space mile hour,-1.0
This is called science these days? A lot of mumbo jumbo and eye rolls...,called science day lot mumbo jumbo eye roll,-1.0
makes sense of why Stephen Hawking recently said 'don't make contact'.,make sense stephen hawking recently said dont make contact,0.0
maybe this star is having technical difficulties in keeping itself glowing ... running out of gas,maybe star technical difficulty keeping glowing running gas,0.0
Obviously it's Bigfoot.,obviously bigfoot,0.0
I remember one time when our moon dimmed more than 20% of our star 😅,remember one time moon dimmed star,0.0
Tabetha Boyajian is a Charlatan,tabetha boyajian charlatan,0.0
Scifi movie writers: TAKE NOTES!!,scifi movie writer take note,0.0
maybe the star is orbiting around a black hole,maybe star orbiting around black hole,0.0
An alien megastructure... Like the Death Star?,alien megastructure like death star,0.0
"A perfectly rational explanation that (naturally) no one else has proffered is that the occluding material is a cloud of material that is super-light-absorptive. For example, in recent years man has invented things that are super-light-absorptive (e.g., Vantablack and anti-lasers) from which no virtually light escapes.  There's no rational basis for presuming that equivalently light-absorptive materials do not exist naturally in space.",perfectly rational explanation naturally one else proffered occluding material cloud material superlightabsorptive example recent year man invented thing superlightabsorptive eg vantablack antilasers virtually light escape there rational basis presuming equivalently lightabsorptive material exist naturally space,0.0
She`s so smart and sexy. She thinks about starts but what I`m thinking atm is much more earth based ^^,shes smart sexy think start im thinking atm much earth based,-1.0
REPTILE!,reptile,-1.0
The earth is flat. This is bullshit.,earth flat bullshit,0.0
Whats is wrong with Sun Spots ? Just huge amounts of Sun spots .....,whats wrong sun spot huge amount sun spot,0.0
"Swamp gas, nothing to see here, move along",swamp gas nothing see move along,-1.0
"Is it possible that there is not an single object which can appear between Kepler telescope and this star, the distance is so damn huge? So, what would happen if some, much smaller planet or object, or bunch of asteroids, break the line of sight between Kepler and this star? When the Moon blocks the Sun, we could say that the size of the Moon and the Sun is the same, but total eclipse happens because the Moon is so close to Earth and it has just enough size to be able to block the Sun completely...",possible single object appear kepler telescope star distance damn huge would happen much smaller planet object bunch asteroid break line sight kepler star moon block sun could say size moon sun total eclipse happens moon close earth enough size able block sun completely,-1.0
"Well as it turns out it WAS an interplanetary war in which one side obliterated the other.
Unfortunately we people of earth in our innocent curiosity have born witness to a crime
of galactic proportion and now a cold alien intelligence turns its baleful eye towards our little blue planet in the distance.",well turn interplanetary war one side obliterated unfortunately people earth innocent curiosity born witness crime galactic proportion cold alien intelligence turn baleful eye towards little blue planet distance,-1.0
"Some advanced species actually move their populations out to megastructures to live instead of agreeing to become demon-filled and genociding them from every direction: air; water; soil; food; lack of food; drugs; vaccines;...poison in everything; directed energy weapons like from a grid of giant, fake cell towers every 1/4 mile, each capable of murdering all life for 40+ miles; man-made pandemics; ++++++++++++++++++++++++++++",advanced specie actually move population megastructures live instead agreeing become demonfilled genociding every direction air water soil food lack food drug vaccinespoison everything directed energy weapon like grid giant fake cell tower every mile capable murdering life mile manmade pandemic,-1.0
The cadence all TED speakers talks is similar and boring.,cadence ted speaker talk similar boring,0.0
that star is now a sun 10 million light years out in the next solar system dont believe we are causing global warming everyting going hay wire is cause that son is recharging ours no ice age,star sun million light year next solar system dont believe causing global warming everyting going hay wire cause son recharging ice age,-1.0
"couldn't it just be a normal planet system, which cause the strange luminosity curve because of the inter-planet interaction?
if comets are possible, then why not planets?
I mean it can also be observed in our own solar, when the eight planets lined up, or the leading jupiter drags the saturn so saturn is (relatively) suddenly faster
",couldnt normal planet system cause strange luminosity curve interplanet interaction comet possible planet mean also observed solar eight planet lined leading jupiter drag saturn saturn relatively suddenly faster,-1.0
"It might be a dying star, rotating very slow with a big portion of its  surface so cold that it barely produces any light, that blackened surface  would be an irregular changing shape.",might dying star rotating slow big portion surface cold barely produce light blackened surface would irregular changing shape,-1.0
Some idiots will send 'hello' to this star; and the Galactic Nomadic Army will soon come our way.,idiot send hello star galactic nomadic army soon come way,0.0
"what about black holes or a similar phenomenon that can bend light? when ""dysen spheres?"" seem more interesting 😊",black hole similar phenomenon bend light dysen sphere seem interesting,0.0
you do have to remember though if a race got that advanced that they built one a Dyson sphere around there sun it wouldnt give off a lot of heat because heat is a energy source and they would be using that all so with a high enough intelligence at least at that level of one all forms of energy wouldnt be wasted but used and transferred to areas to be processed meaning we would never see a high area of heat on it because any indication of high heat would be a waist of energy that could be converted to usable power,remember though race got advanced built one dyson sphere around sun wouldnt give lot heat heat energy source would using high enough intelligence least level one form energy wouldnt wasted used transferred area processed meaning would never see high area heat indication high heat would waist energy could converted usable power,0.0
It were go,go,0.0
It is hard for me to imagine that even NASA's computers could not detect the massive changes depicted by the graphs that she showed.  Something is amiss here.,hard imagine even nasa computer could detect massive change depicted graph showed something amiss,-1.0
Science with a sense of humour.Love it.,science sense humourlove,0.0
"Why not consider this a variable star, not a blockage.",consider variable star blockage,0.0
The thing that intrigues me most about this is the public input that made the difference. It incorporates a facet akin to online gaming but with a much bigger payoff.,thing intrigue public input made difference incorporates facet akin online gaming much bigger payoff,-1.0
"Imagine hundreds of years from today maybe this clip will be seen as: ""This was the first time we noticed them"".....",imagine hundred year today maybe clip seen first time noticed,-1.0
The most mysterious star in the universe is Matthew McConaughey . How did he get famous?,mysterious star universe matthew mcconaughey get famous,0.0
"WFT... happened to TED!?
Some of it is just dross these days. I saw one the other day that was no more than an advert for some guy's new coffee roaster business. When I first found TED a few years ago it seemed to be full of real quality, now it seems to be drifting towards entertainment.",wft happened ted dross day saw one day advert guy new coffee roaster business first found ted year ago seemed full real quality seems drifting towards entertainment,-1.0
"We're presuming the occlusions are being caused by bodies in rotational orbit around KIC 8462852.
Could it be large irregularly shaped bodies traveling obliquely and linearly between us and KIC 8462852 (and tumbling) ?
Comments on this thought ?",presuming occlusion caused body rotational orbit around kic could large irregularly shaped body traveling obliquely linearly u kic tumbling comment thought,0.0
"All the planets around that star will align at sometime. They will shade , hide the star to a certain extent. This will take hundreds oaf years to observe.",planet around star align sometime shade hide star certain extent take hundred oaf year observe,-1.0
Aliens building a protective-shield vs killer asteroids?!,alien building protectiveshield v killer asteroid,0.0
What a bullshit. Com'onnnn!! On TED??,bullshit comonnnn ted,0.0
"Before she revealed the theories, I was hoping that we were witnessing a star that is orbiting a black hole just as it was about to be swallowed up,  and that is why the light dips are distorted from the normal shape and why there is a whole lot of dips just near the end of the data transmission.  I can only think of one reason why this theory might not be true and that is if a star were that close to a black hole, we would probably not see near as much light escaping towards us in the first place.  (keep in mind, I barely remember astronomy 101)",revealed theory hoping witnessing star orbiting black hole swallowed light dip distorted normal shape whole lot dip near end data transmission think one reason theory might true star close black hole would probably see near much light escaping towards u first place keep mind barely remember astronomy,0.0
There is no Aliens. There is an Angels.,alien angel,0.0
"TABETHA, STOP LYING THE CROWD!",tabetha stop lying crowd,0.0
"if she is talking thousands of comets orbiting a star, one possibility is a planetary collision of two ice planets",talking thousand comet orbiting star one possibility planetary collision two ice planet,-1.0
tabby tabby tabby...just say IT,tabby tabby tabbyjust say,0.0
"its your momma orbiting the star, mistery solved",momma orbiting star mistery solved,0.0
what about all the material needed to build those structures? would it come from the planet?,material needed build structure would come planet,0.0
"*insert here Giorgio Tsoukalos ""Aliens"" meme*",insert giorgio tsoukalos alien meme,0.0
Hopefully the James Webb Space Telescope will give us more insight about this star in 2018.,hopefully james webb space telescope give u insight star,0.0
"It's not aliens, it's probably some kind of interstellar object, maybe a rogue planet that every now and then comes in between Earth and the star but is very far from the star itself, thus it's ""transit"" takes up more angular distance relative to an observer on earth than it normally would. It could even be a nearby black hole or other massive object that either is bending light away from earth erratically or actually pulling material from the star.",alien probably kind interstellar object maybe rogue planet every come earth star far star thus transit take angular distance relative observer earth normally would could even nearby black hole massive object either bending light away earth erratically actually pulling material star,0.0
"By the rules of logic, sagan's quote at the beginning, is actually illogical. Who is to declare whether something is extraordinary? And who is to decide whether the evidence meets a particular standard? This statement is used to set the bar high for claims that fall outside of the ordinary paradigm of science. Evidence is evidence, and a claim is simply a claim, just because a claim seems extraordinary, does not mean that you have to have extraordinary evidence for it to be scientifically valid, or to build a hypothesis worth testing. While I greatly respect Sagan, and watched his Cosmos series when it first came out, this quote has caused a great deal of trouble for people putting forth new claims, and allowing those who disagree with them to attack them simply by calling them extraordinary.",rule logic sagans quote beginning actually illogical declare whether something extraordinary decide whether evidence meet particular standard statement used set bar high claim fall outside ordinary paradigm science evidence evidence claim simply claim claim seems extraordinary mean extraordinary evidence scientifically valid build hypothesis worth testing greatly respect sagan watched cosmos series first came quote caused great deal trouble people putting forth new claim allowing disagree attack simply calling extraordinary,0.0
Earth moon theory at 7:00 ....... really Honey ?,earth moon theory really honey,0.0
"Tabetha is looking sexy with her hair pulled up. You go girl, talking about aliens and death stars.",tabetha looking sexy hair pulled go girl talking alien death star,-1.0
"if they couldn't explained that phenomenon, why they referred it to aliens, which is unexplainable thing.
so, what is the alien?",couldnt explained phenomenon referred alien unexplainable thing alien,-1.0
"Here's a fun thought: It's all about perspective, right? For example, our moon, a tiny wisp of a thing compared to our star, can block 90% starlight from the perspective of the planet bound life between the Moon and the Earth. The rays cast by KIC8462852 could be dis-proportionally intersected in a similar way if we observed objects in transit in interstellar space, say outside KIC's heliosphere, but not close enough to us to disrupt starlight of surrounding stars. Additionally, the asymmetrical curves suggest either thrust applied in the trajectory (aliens), or a non-spherical object which was on a trajectory near enough to our angle of observation to present a slow ""sunset"" in the example curve given at first, while its cliff like other edge didn't obscure the light nearly in the same way. So, we're looking at an interstellar debris field, (explaining the 20% drop), or an interstellar transit or trade route, through which ships of varying sizes transit far enough from KIC to have exaggerated shadows, with sufficient course-adjustment to suddenly move out of the stellar transit to Earth in abrupt fashion once they are far enough from the heliosphere. So - could this be supernova remains of an asteroid field, where interstellar history would be necessary to explain the planetary debris? or could it be a new race, capable of interstellar stations parked outside their home star's heliosphere, and we just happen to be positioned on the other side of one of their colonized worlds and their interstellar port?? Is there enough data to run some model examples of an object at some distance from the star, from our vantage point? Because, if it's not a Dyson Sphere (and it likely isn't), then what we're likely dealing with is a very strange (possibly unique in the case of natural explanation) interstellar transit of some non-periodic matter.",here fun thought perspective right example moon tiny wisp thing compared star block starlight perspective planet bound life moon earth ray cast kic could disproportionally intersected similar way observed object transit interstellar space say outside kics heliosphere close enough u disrupt starlight surrounding star additionally asymmetrical curve suggest either thrust applied trajectory alien nonspherical object trajectory near enough angle observation present slow sunset example curve given first cliff like edge didnt obscure light nearly way looking interstellar debris field explaining drop interstellar transit trade route ship varying size transit far enough kic exaggerated shadow sufficient courseadjustment suddenly move stellar transit earth abrupt fashion far enough heliosphere could supernova remains asteroid field interstellar history would necessary explain planetary debris could new race capable interstellar station parked outside home star heliosphere happen positioned side one colonized world interstellar port enough data run model example object distance star vantage point dyson sphere likely isnt likely dealing strange possibly unique case natural explanation interstellar transit nonperiodic matter,0.0
"What if it's a star that's in its death throes? Like a dying light bulb, it's flickering about, until it transitions into a dimmer state. We've been able to observe Supernovae after the star blew up, but do we have pictures of stars transitioning from a bright star to a less bright phase?",star thats death throe like dying light bulb flickering transition dimmer state weve able observe supernova star blew picture star transitioning bright star less bright phase,-1.0
"""We decided to give it a catchy title called: Where's the Flux?""

Acronym:
W T F",decided give catchy title called wheres flux acronym w f,0.0
"Great Video, wishes, Bobby Beat",great video wish bobby beat,0.0
"Planets in conjunction.  Could happen every 5 year, could happen every thousand years, hundred thousand years....keep watching it.  Doesn't seem like a mystery to me.  Just reverse the observation.  What if aliens on another planet were observing our sun and 5 or more planets were in conjunction between us?  What if this solar system has two or more large planets and they are not on the same plane?  Yes, we can see the one planet on our plane but the other(s) might not come back into that conjunction for...a long...long...time.",planet conjunction could happen every year could happen every thousand year hundred thousand yearskeep watching doesnt seem like mystery reverse observation alien another planet observing sun planet conjunction u solar system two large planet plane yes see one planet plane others might come back conjunction forum longlongtime,-1.0
Maybe it's a stellar singularity passing by having a feast on all the planets in the system?,maybe stellar singularity passing feast planet system,0.0
"One of the thoughts that I had is that the spikes might be explained by a smaller sun that is surrounded by hundreds of planets, who vary extremely in size, and orbital planes, whose orbits form complex interweavings.   So that, from the 2-dimensaionl 'plane view'  we observe from the earth, we've not had the time, not the dimensional ability, to see the 'whole' of these complexities.  
Maybe we are like the 2-dimensional being that lives on the surface of a sheet of paper, who trys to describe 'thickness'.  ie - ""What's that?""",one thought spike might explained smaller sun surrounded hundred planet vary extremely size orbital plane whose orbit form complex interweavings dimensaionl plane view observe earth weve time dimensional ability see whole complexity maybe like dimensional life surface sheet paper try describe thickness ie whats,-1.0
What if there's a big anomaly on the star's surface and it's shown once every 2 years by it's own spinning movement?,there big anomaly star surface shown every year spinning movement,-1.0
oh how you wonder but die the next day,oh wonder die next day,-1.0
Lol wtf,lol wtf,0.0
"Sorry for being lame but rather than thinking of Aliens proposition it could be simple as binary star something similar to pluto and sharon, and considering the fact that we are measuring luminosity of that star through asteroid belt and the kupier belt, the variation of the dip could be explained because of the obstacles it has to pass through.",sorry lame rather thinking alien proposition could simple binary star something similar pluto sharon considering fact measuring luminosity star asteroid belt kupier belt variation dip could explained obstacle pas,-1.0
or it could be any number of things floating in the vastness of space in our line of sight with this star (no aliens needed),could number thing floating vastness space line sight star alien needed,-1.0
I hope this one of the candidates that the James Webb Space Telescope (2018) will be looking closer at.,hope one candidate james webb space telescope looking closer,0.0
thanx to the amateur astronomers for providing an alternative to the NASA and main stream observations and explanation of stars and so called planets,thanx amateur astronomer providing alternative nasa main stream observation explanation star called planet,-1.0
The amount of energy needed to build such a sphere would be most of that produced by the star. Has no-one thought about space clouds between here and there?,amount energy needed build sphere would produced star noone thought space cloud,-1.0
do all presenters have a speech impediment?,presenter speech impediment,0.0
This star was discovered by two men. She was only the supervisor on the project.  She gets all the credit and the star named after her (which is unheard of in astronomy) because feminism.,star discovered two men supervisor project get credit star named unheard astronomy feminism,-1.0
"You know, as someone who really, really loves science and big unanswered questions, I think it's pretty stupid to patronize a hypothesis that isn't proven to be wrong. Unless you can say, ""No, it is definitely not aliens, it is _________,"" maybe don't write it off like everyone's super ripped in their basement talking about Dyson Sphere's while Jonah knocks over your bass.",know someone really really love science big unanswered question think pretty stupid patronize hypothesis isnt proven wrong unless say definitely alien maybe dont write like everyones super ripped basement talking dyson sphere jonah knock bass,-1.0
"Could that be multiple planet orbiting and passing between kepler and the star at the ""same"" time. Instead of comets, planets ? And planets maybe have satelite too. Id like to go further on this hypotesis... (planets dont have same speed, and we observe an almost perfect  alligment of planets)",could multiple planet orbiting passing kepler star time instead comet planet planet maybe satelite id like go hypotesis planet dont speed observe almost perfect alligment planet,0.0
Is it possible to determine the shape of the object having as data this signal?,possible determine shape object data signal,-1.0
and we will nvr know the truth,nvr know truth,0.0
