cleaned_comment,sentiment_score,sentiment
say anything interesting last three minute got bored carry watching,0.1531,positive
shes remarkable,0.5574,positive
end mind fear got u making hard choice measure consequence probably well able make better choice impulse,0.1027,positive
understand anything,0.0,neutral
thank making talk saving life,0.3612,positive
feel like talk rather misnamed didnt tell u make hard choice rather appreciate one help make u person better insight rather offtopic expecting something helpful tangible,0.9169,positive
really didnt know power create reasonscome,-0.2057,negative
comment moderate,0.0,neutral
great talk m chang give new dimension make hard choice correctly,0.5719,positive
got nothing lol gon na rewatchshe didnt really discribe choice hard look within see value match choice makeblah blah basicaly think saying already know answer internally,-0.249,negative
think sentiment interesting understand correctly sometimes make decision compare choice better may social norm compared choose methodok great sometime choice par compare providing different value thats time make reason asking one really want thats like free choose choice slave reason choosing somethings even one better instead create reason free may quite simplifies decision process may feel learn anything new sometimes unconsciously lecture give answer hard choice better possible,0.9809,positive
alternative hard choice neither better equally good making hard choice go one alternative reason created rather given hard choice precious opportunity u explore develop human condition buried deeply subconsciousness forget fors againsts heart speaking remarkable speech,0.6006,positive
believe failed address choice set weighting factor choice make lot clearer well expose person selfdefinition however thought bit manipulative calling people drifter choice put negative light people perceived type choice way people would want included little nondrifting club subsequently would like talk didnt would liking shes reiterating point made writing herb sheppard path heart cultural context learning career go back law philosophy dead,-0.8822,negative
think must compare actually use compare like important healthy amazing minute eating dunnut people would different response,0.8689,positive
choose according reason create rather according reason given path liberty good idea first step reason create impulse youll slave want choose first sure slave bad impulse laziness eagerness selfishness,0.8225,positive
unwittingly assume value like beauty kindness akin scientific quantity like length mass weight sound much like argument costbenefit analysis cba put everything monetary value,0.9393,positive
word watch simon sinek start,0.0,neutral
overly itemizing littering stage unnecessary amount possible option show well deftly tip toe mess shes created else going get people follow lead,0.1531,positive
dont agree said think know little science say chosing something like comparing number ignorance make choice hard hard unclear unclear lack knowledge chosing actually equal thing seems hard guess youd use random function solving equation,-0.7105,negative
actively used marketer manipulate people cognitive dissonance people make sort stuffreasons justify choice,0.3182,positive
read ayn rand,0.0,neutral
way abstract psychology typical modern philosophy student trying apply philosophy solve cognitive problem made wrong choice studying philosophy instead psychology,-0.6124,negative
enjoyed talk could relate religious choice whether stay way reach take new whether continue life change become better person,0.743,positive
another excellent ted talk indeed difficult part making hard choice immediately overcome mission statement write one,0.2023,positive
watch wtf bending man mind good movie,-0.2263,negative
named hard choice hard hard choice easy choice think actually heard something make hard choice one short phrase last three minute video im sure,0.3818,positive
reason believe exist quantitatively better option given decision likely ignorant make perfect choice case youd rely emotion gut feeling guide another cognitive tool way superior way define make free,0.9153,positive
darn ive always wanted bum nothing life society dictate get job pay tax hard choice thats im letting society decides,-0.2023,negative
assumes free really choose anything,0.5106,positive
like way making choice remembering ill dead soon important tool ive ever encountered help make big choice life almost everythingall external expectation pride fear embarrassment failurethese thing fall away face death leaving truly important steve job,-0.7184,negative
hard choice need dependent solely one wish owe something society well,0.5267,positive
honestly thank comment summarized talk less paragraph,0.6705,positive
let remember choice take place power vacuum shall let remember people face hard choice similar term mind image fat american tourist telling handicapped indian child beggar regardless situation positive outlook really always preferable making hardly risk free exercise tosser universe actively reward courage persistence sacrifice dedication automatically win day picking piece getting back horse life real choice flavour ice cream beyond choice actually possible find disagree go start local paper called critical political review north korea feeding family five world primarily decided individual choice mostly severely limited factor beyond control free enough boy scout ted upbeatness thing simple would troubled difficulty choice illusion become artist banker thats first world problem ever saw one,0.6743,positive
another thing drifter never truly happy dont know want theyre annoyed people choosing,-0.8034,negative
interesting talk,0.4019,positive
constructive criticism conclusion could reached far quicker overall message understood make reality descent ted talk,-0.3612,negative
reminded although think support scientific way also know based experience trail error know best people around,0.6369,positive
put question could deliver proper answer,0.0,neutral
make hard choice lawyer say depends,-0.1027,negative
im informed choice hard supposed make hard choice barely even touched supposed thesis talk disappointed,-0.5994,negative
shes talking difference value think value long stretch say shes talking conflict confusion arise caught value around u value think value drifter let world decide simply people cut perhaps domineering upbringing bullying even advertising value without aware dont see enough reason choose something,0.4404,positive
grrr show slide,-0.1027,negative
dont know want become,-0.0572,negative
oh wow watched right time important examine understand motif behind choice make sometimes choice isnt hard based external factor finance convenience opinion others fear outweighs original conviction choice basically message dont make choice transient factor wont constant life live choice always,0.6119,positive
timely,0.0,neutral
think hard choice come incomparable u even completely comparable given total information compare expectation one really really distrust ive got effectively information feel like im still responsible result sure convince option best im wrong retrospect blame making wrong reason beat head wall ive got reason believe actually hard decision,0.3461,positive
best quotesspark note world value different world science stuff one world quantified real number stuff world cant space hard choice get exercise normative powerthe power make person become response hard choice rational response dictated reason given u rather reason created uswe become author life people dont exercise normative choice driftersthey allow world dictate direction life lesson hard choice reflect put agency behind hard choice become person overall thoughtsgreat moment lot filler like good tasting beer lot empty calorie,0.9391,positive
could summarize word study choice thoroughly follow intuition intuition distinction talk welcome advance,0.4588,positive
make choice make turn good one,0.4404,positive
marry betty veronica thats real dilemma lollita isnt even picture,-0.1779,negative
ted becoming stage called expert promote pseudoscience aint even provided evidencestatistical analysis ted quality diminishing time,0.1027,positive
many year ago read book smart choice hammond keeney raiffa good always felt missing something video finally showed thanks much,0.743,positive
well done understanding choice infinite power produce variable outcome lesson many choosing insight v choosing cultural family influence closing set right tone seeing choice gift v curse taking perception change road choose way reason way making decision hidden message risk every choice,-0.1531,negative
disagree talk thing better alternative problem dont information making choice would know banking job leave miserable unfulfilled art job would leave little poorer happy youd know choose course choice would different different people course need take personality consideration doesnt mean say oh different everyone incomparable,-0.764,negative
tieng viet,0.0,neutral
wow mind blowing many reason,0.5859,positive
cant decide liked hmm,-0.3252,negative
perfect world hard choice,0.5106,positive
im chocolate donut laugh make giggle joke,0.8225,positive
talking circle,0.0,neutral
ive always gone sciencemode thing amazing thought evoking insightful chose see hard choice way shared im one writing book,0.7003,positive
hard choice give u power create reason assumption flawed way saying assuming making call easy choice everyone make choice know true greater flaw logic based definition hard choice every choice make hard choice every choice make underlying value preference even called drifter mentioned made choice let environment influenced choice reason made justify anything real waste time watching worst ted talk watched ever,0.3818,positive
interesting talk pretty congruent valuebased decision making work ordinal ranking system rather quantitative value system end requires selfknowledge determine correct choice difficult easy,0.8271,positive
way view choice make becoming banker artist way see one make choice alternative offer would expect choice case would expect job maybe would expect active work child qualifies kindergarten teacher saying look first alternative making choice know want making choice look somewhere else case satisfied,0.7003,positive
depends individual think whether choice good bad however important thing want say need encourages struggle hard choice cant choice easily,-0.0864,negative
good presentation could done minute information less tiring,0.4404,positive
suitcase weight figment imagination,0.0,neutral
like argument want make small correction second end leg speech said world science different world value people want quantify value choice numerically simply doesnt work way think everything numerically quantifiable scientific approach always efficient really believe spent enough time could make right choice scientifically using information disposal would take waay long youre better feeling whats best last point making reason said hard choice allow opportunity recreate decision excellent thought probably important choice perseverance often ive failed decision reverted alternative alternative better simply reevaluated first hardship alternative exhausted last good choice realized choice would equally hard equally rewarding stumbling decision nothing waste time,0.9791,positive
talk gettin worse worse hope build another great one egg better number,0.6124,positive
dont watch video read comment know saying basicly saved minute empty people think philosopher nothing say,0.25,positive
pa tout comprisanglais scolaire dommage,-0.128,negative
reading comment contemplating watching video let make decision easier dont waste time,0.6288,positive
power create reason also idea destiny fate come play solely hard decision decision decision predestined actually make choice,0.4767,positive
artist accountant exact problem know,-0.4019,negative
honestly im looking comment make wan na watch listened first minute really dont like doenst eben look good yes juxtaposition still oppinoin video garbage dont even watch wrote vidoe played sounding stupider stupider every second,0.156,positive
think whole point talk make choice true,0.4215,positive
choice become even harder option action versus action option action versus inaction take action likely improve situation situation acceptable easy risk stay example im computer scientist working chemist great work environment get steady pay everything low stress quit pursue software engineering may earn lot money occupation suited talent therefore likely fulfilled alternative look superior feel superior choice darn easy stay,0.9601,positive
didnt need minute introduction b,0.0,neutral
talk minute longer needed,0.0,neutral
many easy choice mean someone manipulating ive decided make life philosophy always take third option none immediately apparent liberally apply motorcyclesparachutesc,0.1027,positive
making hard choice choose option lead become person wish dont fall back social pressure personal fear saved minute,-0.0772,negative
great talk like ring finger thanks ted ruth chang,0.8591,positive
sentence summary hard choice wholeheartedly chose inside dont let societal pressure fear unknown factor rational yet nonscientific decision,-0.3425,negative
great thanks,0.7906,positive
every choice hard chronically indecisive paralyzed,-0.34,negative
worthless,-0.4404,negative
two thing bothered first somewhat offhand distinction make ought nothing advance argument second talk practically label developed sense self weak individual sense create kind person must become people dont know either interest broad variety thing choice paralysis brought emotional psychological abuse act like fault decision maker able determine wish structure life flimsy philosophical talk often,-0.2892,negative
come upon difficult life choice think become choose one use inform choice rather quality choice,-0.3612,negative
said value subjective stretched minute,0.34,positive
snoooooozefest,0.0,neutral
knew watching video could create reason backward rationalize choice made make criterion making hard choice called become make hard choice want become possibly know advance exactly might called one choice another word video add anything anybodys ability make hard choice,0.3612,positive
value isnt value value value difference choice make difference difference,0.8225,positive
here easy decision dont watch video stuck lawyer complete nonsense,0.2359,positive
didnt choose create reason become laywer argument flawed story ffs,-0.7972,negative
would rather foot tootsie roll pound beef jerky value different unit substance neighborhood value brings nonsensical still make analogous mathematical concept remains three option unit andor substance different use less greater equal unless unit question convertible example foot mile,0.719,positive
typical selfhelp guff disguised philosophy ie dont change world change experience changing world easier productive human,0.1779,positive
thinking discovered something people age discover make choice suit u sort meaning life going back goodbad choice par something came make scientific credit purpose guess altogether nice summary ideaproblem,0.6597,positive
already author youre liveliness,0.3818,positive
cry,-0.4767,negative
never ever youtube video better timing thank ruth ted much love,0.8625,positive
betty lolita done veronica,0.0,neutral
ted talk amazing one fucking brutal hard sit irrelevant,-0.3119,negative
saying yourselfhumanities propaganda,-0.25,negative
hard choice much u wow thank much nugget wisdom holiness dalai lama could never come brilliant conclusion im sorry really nearly minute pure concentrated nothingness want intriguing talk choice check barry schwartz paradox choice there link end video,0.703,positive
flipping coin best way choose two option,0.6682,positive
dont think consequence breakfast choice weight uprooting life turmoil usually come,-0.3612,negative
like topic im situation go fashion designing wallstreet pretty hard one childhood passion capital really need help help,0.9225,positive
nothing see herewhat waste time,0.3252,positive
made bad choice even though easy decision cutting hair short like man cant stand watch shorthaired woman lecture thumb,0.1027,positive
word subjective theory value,0.34,positive
woman audience enjoys blink haha,0.743,positive
basic premise wrong asserts hard choice hard theyre equally good evidence support anything support making one decision another better option also separate inner want material desire reason doesnt understand basic math science dichotomizing realm science completely separate value according basically irrational overrall come wannabe decision theorist,0.8617,positive
talk basically start,0.0,neutral
people take want anything found helpful husband much everyone different thats beauty human,0.7845,positive
value unscientific order relationship merely total,0.34,positive
nutshell true instead conforming societal expectation living life based society think,0.4215,positive
interesting talk first thought going nowhere time went understood argument well come make hard decision based want become outcome hard decision creating reason justify choice embracing,0.4588,positive
whole presentation summed dont drifter choosing safer option choose option make title kind misleading doesnt really give direct answer seems talking circle presentation last longer honesty didnt really teach anything lol,0.684,positive
id like know ruth chang thought making hard choice choice bad,-0.34,negative
well im choklade donut banking fairly easy,0.6124,positive
turn swag,0.0,neutral
dont let gal force decision fear becoming drifter wrong reason making hard choice drifter understand pro con value associated presented alternative want something dont want nothing im ready something choose thing may even alternative hand mention life full randomness chance encounter beautiful,0.509,positive
great stuff,0.6249,positive
bunch garbage isnt ted worthy,-0.3412,negative
isnt studying hard choice psychological thing philosophical,0.0762,positive
love talk,0.6369,positive
feel like talking circle good topic though,0.6597,positive
learned nothing seriously could possibly helpful,0.5136,positive
