comment,cleaned_comment
"Yeah  ! !
Brian Cox is back",yeah brian cox back
"Oh please. Very articulate but the same ole bullshit science gospel. I don’t know who is worse, bible-thumpers or the theory humpers.",oh please articulate ole bullshit science gospel dont know worse biblethumpers theory humpers
"The escape velocity explanation opened my eyes on black holes. So many more questions now, fascinating. The singularity, what is that made of? What atoms or parts of atoms are crushed together or is there maybe just one particle in its makeup that could go so dense that all other particles are expelled out as energy?",escape velocity explanation opened eye black hole many question fascinating singularity made atom part atom crushed together maybe one particle makeup could go dense particle expelled energy
I think I speak for everyone when I say this was interesting af.,think speak everyone say interesting af
ba,ba
"Brian, so if it turns out that there is other intelligent life out there, did Jesus die for them too?",brian turn intelligent life jesus die
"He is not beyond simplifying his language and complex concepts so the non-scientist can understand, yet he stays on topic and explains the subject in a way that is still super interesting.",beyond simplifying language complex concept nonscientist understand yet stay topic explains subject way still super interesting
"It's a shame this was recorded before Oppenheim published ""A post-quantum theory of classical gravity?""

Can you do an update with him?",shame recorded oppenheim published postquantum theory classical gravity update
i can probably listen to him the whole day,probably listen whole day
It’s just a story …with no facts but guesses,story fact guess
"I’m more interested in dark matter…
Three canisters actually.

I’ll be having those back 😎",im interested dark matter three canister actually ill back
"Interviewer: ""Can you imagine what it would feel like to be sucked off through a hole?""
Cox: ""yeah...""",interviewer imagine would feel like sucked hole cox yeah
"Canibalii au un viitor vegetal natural.
Slabi de înger, gândeşti înger, visezi înger, devii înger.",canibalii au un viitor vegetal natural slabi de nger gndeti nger visezi nger devii nger
John wick after going to school,john wick going school
He really doesn't know shit is what you learn from any interview with him,really doesnt know shit learn interview
"Black holes don't exist.  You have been conned.  The supposed ""image"" of a black hole at 11:45 is also fake.  The image only looks like that because of the limited coverage of the array, and a data sampling bias.  Also, Einstein was wrong, and a plagiarist.",black hole dont exist conned supposed image black hole also fake image look like limited coverage array data sampling bias also einstein wrong plagiarist
Get dumber faster with that clown,get dumber faster clown
I agree are black holes creating big bangs for a multi verse,agree black hole creating big bang multi verse
"You lie, also you're wrong... very wrong",lie also youre wrong wrong
We don't need to know what spaces and time are it's just existence but we search for answers!,dont need know space time existence search answer
Why would a black hole suck everything around it and destroy it when it has entered it!,would black hole suck everything around destroy entered
Brian what's the best drug you have taken?,brian whats best drug taken
"To save your time, he basically said we are all gonna die and universe will end to nothing. You are welcome",save time basically said gon na die universe end nothing welcome
"He could explain how to make paste and I would listen, he is an amazing speaker/teacher.......",could explain make paste would listen amazing speakerteacher
Please send me.,please send
"every object in the space had a front and back. and behind the back is still  the space. so, what is behind the back of a black hole? or, while it is in the space, it does not have a back?",every object space front back behind back still space behind back black hole space back
"Just finished Cox's books on black holes, a MUST read for any black holes enthusiastics!",finished cox book black hole must read black hole enthusiastics
Brian. Thanks for that. Like looking at black holes as a root cause? Greg. Calgary Alberta,brian thanks like looking black hole root cause greg calgary alberta
John Michell needs to get a better artist.,john michell need get better artist
If Carlsberg made uncle's.... 👑,carlsberg made uncle
Older Keanu Reeves,older keanu reef
Does that mean we can bring people back from the dead ? Sure sounds like it.,mean bring people back dead sure sound like
this guy is a legend,guy legend
From the thumbnail I thought it was Keanu Reeves explaining about Blackholes,thumbnail thought keanu reef explaining blackholes
Did he say he has a new book out? God I hope so because he'll be doing the rounds promoting it and I haven't seen him for a while. Even just  10 mins with Brian Cox is such a joy and fascinating without compare. He's just fabulous at explaining it and bringing it to life for everyone. Thank you for the vid,say new book god hope hell round promoting havent seen even min brian cox joy fascinating without compare he fabulous explaining bringing life everyone thank vid
this guy truely amazing love it,guy truely amazing love
How can people not like physics,people like physic
"As a child, I only dreamt of going into a black hole.",child dreamt going black hole
"Good stufffancy questions, just Slainte ❤",good stufffancy question slainte
"I love that no matter how mind boggling the universe is, scientists treat it like any other puzzle and are grinding it out. Instead of being blown away, they keep digging and using math/science to figure it out like any detective not affected by the tragedy of a brutal crime but figuring out how it happened getting the full explanation of events, motive etc.",love matter mind boggling universe scientist treat like puzzle grinding instead blown away keep digging using mathscience figure like detective affected tragedy brutal crime figuring happened getting full explanation event motive etc
Could over time all the black holes in our universe have collided and then expanded creating everything we see?,could time black hole universe collided expanded creating everything see
"Brian has a gift of assembling the right words together when he talks about physics. He helps you think the way a physicist does in simple terms. Not many scientists have this talent because their minds think so quickly, they can't put the words together that make any sense to us. I think the ah-ha moment when one begins to understand what Brian is talking about is what so many young want-to-be scientists are looking for. He provides that one, thought-provoking spark that you find yourself thinking all day about. He will inspire many of our youth to be scientists and they will continue to unlock the secrets of the universe for all of us.",brian gift assembling right word together talk physic help think way physicist simple term many scientist talent mind think quickly cant put word together make sense u think ahha moment one begin understand brian talking many young wanttobe scientist looking provides one thoughtprovoking spark find thinking day inspire many youth scientist continue unlock secret universe u
"Thanks but no thanks. Save it for later.
In a town a called malice...",thanks thanks save later town called malice
I feel like death allows us to ask these crazy questions. Everyone reading this comment.... will die one day. but before that we have an insane desire to know why this is all happening. I envy the future because they will have the answers that we could never yet reach,feel like death allows u ask crazy question everyone reading comment die one day insane desire know happening envy future answer could never yet reach
Lies,lie
Is it possible inside black hole all particles become one.,possible inside black hole particle become one
I can’t draw for the life of me,cant draw life
if you collect all info then you can recreate like going back in time. All particles use them to recreate another universe and thats how its described in ancient books as well in India and other ancient books. Universe gets destroyed and recreated again and again..,collect info recreate like going back time particle use recreate another universe thats described ancient book well india ancient book universe get destroyed recreated
"this man is very smart and I love listening to him, but I'm sad that I don't understand most of what he explains to us, not because he doesn't explain it well, but because it's too complicated to understand..",man smart love listening im sad dont understand explains u doesnt explain well complicated understand
God theory up next?💀,god theory next
"Cox is an utter charlatan who doesn't have the faintest idea what he's talking about. Einstein explained why black holes are inadmissible solutions of the field equations back in 1939, and why they cannot form in a universe of finite age. Cox probably thinks an electrically charged singularity can electrically influence things outside the event horizon, violating the most basic tenets of special relativity. The academic community has become a disgrace to humanity and to life on Earth.",cox utter charlatan doesnt faintest idea he talking einstein explained black hole inadmissible solution field equation back form universe finite age cox probably think electrically charged singularity electrically influence thing outside event horizon violating basic tenet special relativity academic community become disgrace humanity life earth
"From the illustrations given, everything is a black hole/black ball. The electron, atom. molecules, stars, planets, moons, galaxy or merging galaxies...once formed there is a force on their areas of control (include gravity, magnetic fields...), there is evolution (some are life, cells, plants, animals...) in the surface and activities in the inside (ion, quarks, boson, nuclear fission/fusion, magma, molten core...). Energy cannot be created nor destroyed, it simply transformed into another kind. So, these appearances of Black Holes/Black Balls are only stationary. Now you can see and observe after it is gone. It is correct that everything is living on a temporary space and temporary time!!!!! Unlike LHC (acceleration and sudden impact) while Blackhole/Blackball is by friction.",illustration given everything black holeblack ball electron atom molecule star planet moon galaxy merging galaxiesonce formed force area control include gravity magnetic field evolution life cell plant animal surface activity inside ion quark boson nuclear fissionfusion magma molten core energy created destroyed simply transformed another kind appearance black holesblack ball stationary see observe gone correct everything living temporary space temporary time unlike lhc acceleration sudden impact blackholeblackball friction
He should try ASMR 🎧🤤🌌,try asmr
This is the inevitable future of our Galaxy. One day our Star/Sun will die and become a Black Hole!! We have just a glimpse of the reality of Time!,inevitable future galaxy one day starsun die become black hole glimpse reality time
Black holes are solid mass,black hole solid mass
He’s an actor who talks bollocks,he actor talk bollock
Brian coxs words are like magic,brian cox word like magic
Always wanted to meet Brian cox and just enjoy his warm personality and galaxy brain.,always wanted meet brian cox enjoy warm personality galaxy brain
I have seen plenty off Black Holes in my life time....... But never seen them  unlock the mysteries of our universe..... but not complaining  had a good time 😀,seen plenty black hole life time never seen unlock mystery universe complaining good time
Clickbait...,clickbait
"I have often thought that BHs are points where a new universe was created. On one side, a BH is seen (or not seen as it were), on the other a big bang!",often thought bh point new universe created one side bh seen seen big bang
For me the most brilliant moment of that lecture is when he said (paraphrasing) in order for us ro ask questions about when the Universe started we must first understand space-time itself.  Only then can we begin to ask that question. Wow! Kind of a light bulb moment for me as silly as that sounds.,brilliant moment lecture said paraphrasing order u ro ask question universe started must first understand spacetime begin ask question wow kind light bulb moment silly sound
as we cant seem to get beyond the moon i cant see the point of this.,cant seem get beyond moon cant see point
Can a black hole be hotter than a star?,black hole hotter star
What is the smallest possible black 🕳 hole?,smallest possible black hole
"There will always be something deeper until you accept that God is in control. 

Read your Bibles 🙏🏾.

Nonetheless, impressive and interesting work.",always something deeper accept god control read bible nonetheless impressive interesting work
"Wonderful. Does the radiation have no mass? Why doesn't the black hole get small enough that light can escapes as it ""dies""? Reverting back to just a star.",wonderful radiation mass doesnt black hole get small enough light escape dy reverting back star
So why dont nasa build a model rocket essentially and fly it into the black hole that would be something I would like to see and maybe some of the questions would be answered as to what it actually could be,dont nasa build model rocket essentially fly black hole would something would like see maybe question would answered actually could
"I cant die not knowing more to space, time and the speed of light",cant die knowing space time speed light
Brilliant and humble! It was such a pleasure to listen!,brilliant humble pleasure listen
He looks like Keanu on a high calorie diet.,look like keanu high calorie diet
"Tell Brian that it's not an ""idear""",tell brian idear
I know hes a man of science but if he had to guess what is reality I would like to know the answer,know he man science guess reality would like know answer
Back holes are just reality in reality. An infinite paradox of levels of blackholes. I firmly believe this. We think our universe expands and may one day collapse like blackholes. Is interesting for sure,back hole reality reality infinite paradox level blackholes firmly believe think universe expands may one day collapse like blackholes interesting sure
He explains in such a soothing and clear fashion,explains soothing clear fashion
"7:59 Wait doesn't this animation play in the PS5 menu screen or during startup?
Like when you press A I think it is these particles that disperse",wait doesnt animation play p menu screen startup like press think particle disperse
They say my aunt Leslie was only happy when she was pregnant but I saw her happy alot more times than that,say aunt leslie happy pregnant saw happy alot time
Apparently independent of each other never existed in history...🤭,apparently independent never existed history
Love Crian Box.,love crian box
What does he know? The same as us. Absolutely nothing. All theory without any backup evidence. I'd rather listen to a fly explaining the theory of Jam.,know u absolutely nothing theory without backup evidence id rather listen fly explaining theory jam
The bhig bhangh,bhig bhangh
Loved this video but I was doing dishes when I played it and the amount of ads I had to take off my gloves to skip was ridiculous.,loved video dish played amount ad take glove skip ridiculous
See people we are giving a space our time values but rather to acknowledge more to human that in space universe is a that probability where we know that their is no stop value but knowing in earth where time stop for momentum than see because earth has a thermal process going with time when temperature is low so most of part in earh are like freeze its nature of living but when high temperature value comes its again has changes going like melt or freeze or freeze or melt but in space no freeze no melt no stop to move or put any mass of bodie in one criteria but space where everything mass of bodie is moving freely because they have a surface to move in that surfaces of values without any stop so see we can't give a value with time in space on earth time has value to stop either see any creature they have a value to live in life cycle in time of values that how much that life can be live in that projected of time but in space their is no time to project that bodie mass in which time it will stop to move or in which time it's time like as creatures on earth that it will die so see we are giving our time values that time values which comes in life once a period to stop but in space no period in any life of mass bodie which can stop its nature we see star has probability to die how can star die no it can't see star which to known as star loose his charge values so then star moves to another surface and another surface gives another values to star particles to bond its nature to that surface because if star loose it charges so that surface has no value to bond its nature then in space other surface or any surface they have different state of nature to collide a substances in space see in earth times has probability to stop for momentum but in space no momentum is to find that rotation is going to stop so see time has different values in space rather its only work with space when we gives a any mass bodie a pressure of force to move in direction which direction is like to calculate a time or distance with speed only than time works for bodie to move in that velocity of time of speed of that mass of bodie either space their is no such value that time stop for a moment in space but in earth time to time changes going and time to time values coming and time to time life begin or end but in space no end only we see how life is going and if we something new in space so we set that thing with time and then we give time value see space has its nature what you see or what not it depend on space nature and then your time values of mechanism which having a work procedure with time either see we don't know how life begin in space but we know in earth how life is begin or going for end so time matter mostly in earth either giving time values to space if we know how space begin so on that time we give a value of time in space knowing begin or end if space has no end so how time is working time only works in beginning or end but space has no end or no beginning so time we giving to space is not a proper value of time only time which is proper is knowing that what we send to space a bodie of any mechanism so that mechanism has time value to evolve it with space but when time values comes in end to that mechanism so time only matter for that mechanism or speed or mass rather time has no value in space because in space no end no beginning ok,see people giving space time value rather acknowledge human space universe probability know stop value knowing earth time stop momentum see earth thermal process going time temperature low part earh like freeze nature living high temperature value come change going like melt freeze freeze melt space freeze melt stop move put mass bodie one criterion space everything mass bodie moving freely surface move surface value without stop see cant give value time space earth time value stop either see creature value live life cycle time value much life live projected time space time project bodie mass time stop move time time like creature earth die see giving time value time value come life period stop space period life mass bodie stop nature see star probability die star die cant see star known star loose charge value star move another surface another surface give another value star particle bond nature surface star loose charge surface value bond nature space surface surface different state nature collide substance space see earth time probability stop momentum space momentum find rotation going stop see time different value space rather work space give mass bodie pressure force move direction direction like calculate time distance speed time work bodie move velocity time speed mass bodie either space value time stop moment space earth time time change going time time value coming time time life begin end space end see life going something new space set thing time give time value see space nature see depend space nature time value mechanism work procedure time either see dont know life begin space know earth life begin going end time matter mostly earth either giving time value space know space begin time give value time space knowing begin end space end time working time work beginning end space end beginning time giving space proper value time time proper knowing send space bodie mechanism mechanism time value evolve space time value come end mechanism time matter mechanism speed mass rather time value space space end beginning ok
Keanu reeves in short hair. Literally.,keanu reef short hair literally
utter BS with no proof just fairy tales told by people before him and he believe them without any proof,utter b proof fairy tale told people believe without proof
Smaller black holes should be called brown eyes.,smaller black hole called brown eye
"gravity being dictated my mass I would think black,holes would play a role",gravity dictated mass would think blackholes would play role
I could listen beyond the borders of time listening to people like mr. Cox with their explanations and theories of space.,could listen beyond border time listening people like mr cox explanation theory space
"what a crap of all those socalled techno fysc people  who talk and write about time; they totally NOT know anything about the base fysics that TIME never has existed and is a misconcept of primates like Sapiëns 😂😂🤣😂🤣🤪... ;
every 5-10 years i ask and write socalled great experts to rewrite the time variable into a cycle  ; having base variables like temperature ( eventhough also Kelvin is a misconcept because going lower than -273Celcius is needed to understand anti-matter) and frequence and energy in terms of pre-Hertz respectivaly Joules to understand as first but essential needed baby-step ....:
what ya get is an immediat understanding of eg neutron / plasma / blackhole   stars.
Furthermore ya need to understand and see my string-""show"" by which ya understand both the gravitation concept as well as that everything is connected ; it is a very simple understandable experiment with a rope ( !,) for even a small child (!) and the child will be amayzed how rather simple it looks to understand ALL kind of strings (!!) ...
And as last one the most extremedangerous experiment to show how to create a bigbang aswell as the main start of a primitive first black hole, done with a ball of metal....

al those 3 things are always ignored by all techno fys people till now, eg also Hawkin 🤣🤣🤣😂🤫🤫... They can't deal with the 3 simple orders/commands and some even went nuts/angry/irritated... "" it can't be thàt simple"" is the stupid most often heared read reaction.... Sapiëns has a transfer-brain-problem... even when it is the simple sentence that "" time never exicsted but cycles do  while/because cylces are variable in frequence and energy and form/wideness anyway/allways ""  🤣🤣😂🤣😈😈😈😈


search/find me and contact me easely... BUT don't lett ya be fooled by all the stupid stuff i show via eg my own sites/videos/photos/text till recent/now....;because i have to hide my true activities and identities because of the low capacities of primates like Sapiëns and me as a Sapiëns-anatomy aswell have/has to deal with an/my own low-quality body/anatomy...",crap socalled techno fysc people talk write time totally know anything base fysics time never existed misconcept primate like sapins every year ask write socalled great expert rewrite time variable cycle base variable like temperature eventhough also kelvin misconcept going lower celcius needed understand antimatter frequence energy term prehertz respectivaly joule understand first essential needed babystep ya get immediat understanding eg neutron plasma blackhole star furthermore ya need understand see stringshow ya understand gravitation concept well everything connected simple understandable experiment rope even small child child amayzed rather simple look understand kind string last one extremedangerous experiment show create bigbang aswell main start primitive first black hole done ball metal al thing always ignored techno fys people till eg also hawkin cant deal simple orderscommands even went nutsangryirritated cant tht simple stupid often heared read reaction sapins transferbrainproblem even simple sentence time never exicsted cycle whilebecause cylces variable frequence energy formwideness anywayallways searchfind contact easely dont lett ya fooled stupid stuff show via eg sitesvideosphotostext till recentnowbecause hide true activity identity low capacity primate like sapins sapinsanatomy aswell havehas deal anmy lowquality bodyanatomy
"God gave us nearly infinite playground to entertain our imagination, so the experiment can happen. But we' re in a laboratory (simulation) and we're unable to understand what's outside. We're able to understand how laboratory works because God left us clues which we can find. The main question is why we are here, despite the fact that consuming your mind in understanding how everything operates is a pure joy. We can spend thousands of years in searching for the answer to ""how"", but we can try to find the answer to ""why"" every day.",god gave u nearly infinite playground entertain imagination experiment happen laboratory simulation unable understand whats outside able understand laboratory work god left u clue find main question despite fact consuming mind understanding everything operates pure joy spend thousand year searching answer try find answer every day
Has there ever been a probe sent into a black hole?,ever probe sent black hole
*The Big Bang was a Supernova.*,big bang supernova
"So a black hole is basically a quantum encyclopedia at a sub electron level. A sort of a possible electron transporter., in a constant state of flux. Until it has ejected all of the bits of information that it has consumed over a vast period of time. In theory. Say some sort of a mechanism with the power of a black hole. Could possibly put those pieces of information back together or at least display that information at the atomic level.",black hole basically quantum encyclopedia sub electron level sort possible electron transporter constant state flux ejected bit information consumed vast period time theory say sort mechanism power black hole could possibly put piece information back together least display information atomic level
Whats locking the stuff in place? A garvitational hook/cog?,whats locking stuff place garvitational hookcog
Your mind is full of quantum confusion. What is the equal opposite of a black hole? Figure it out and. you'll become closer to the truth.,mind full quantum confusion equal opposite black hole figure youll become closer truth
"Hey guys, maybe I have an naïve thought, but could the singularity once full of its mass be the other side of a big bang?",hey guy maybe nave thought could singularity full mass side big bang
"I've always found Black Holes fascinating, but I've never connected them with that line, ""End of Time.""  It's very poetic.",ive always found black hole fascinating ive never connected line end time poetic
"I’ve read a lot about black holes even been to one of your shows Brian, but this with the computer animation is the best. Love it carry on doing what you do best",ive read lot black hole even one show brian computer animation best love carry best
I like the style of your presentation! ❤,like style presentation
"Einstein,Newton & Prof Euler make current scientists Weinstein , Witten & Cox look like journeymen they are basically regurgitating the same content. If a black hole is a dead star how do you expect it to be alive  or have a mystery in it?  My concept is that a blackhole is a non-biologic living entity  non -biologic because it can't have DNA because DNA denatures at high temperature it's    autonomous & feeds on other stars , unknown if has an excrement organ viz theorized to be a warmhole  . It has certain specificity because not all stars become black holes others become planets others sun & moons etc. Aliens might not be existing in our normal humanoid biologic term due to the extreme heat of the universe & shortcomings   of the DNA inability to handle heat.",einsteinnewton prof euler make current scientist weinstein witten cox look like journeyman basically regurgitating content black hole dead star expect alive mystery concept blackhole nonbiologic living entity non biologic cant dna dna denatures high temperature autonomous feed star unknown excrement organ viz theorized warmhole certain specificity star become black hole others become planet others sun moon etc alien might existing normal humanoid biologic term due extreme heat universe shortcoming dna inability handle heat
"That was the best explanation I've heard of black holes. When I watch or read anything about black holes, the information just bounces off my head, back into space! But some of that info actually got in!",best explanation ive heard black hole watch read anything black hole information bounce head back space info actually got
I think black hole exist but not exist at any moment,think black hole exist exist moment
"This mans gonna discover the existence of god bro, hes unstoppable",man gon na discover existence god bro he unstoppable
"We are in a black hole, outside of a black hole you are looking at the end time, inside the black hole you are in time, our universe is expanding at the speed of light, we cant escape the the universe unless we go faster than light, Light can leave a black holes gravity, our universe is the opposite of a black hole, expanding at the speed of light inside, outside everything close enough is being pulled in and particles too, and our universe is expanding like the si gularity of a black hole is the end of time so in our universe that singularity would have to be the beginning and where all that stuff that got sucked in starts from ,we are in a black hole ,",black hole outside black hole looking end time inside black hole time universe expanding speed light cant escape universe unless go faster light light leave black hole gravity universe opposite black hole expanding speed light inside outside everything close enough pulled particle universe expanding like si gularity black hole end time universe singularity would beginning stuff got sucked start black hole
I thought Hawking radiation has basically been debunked?,thought hawking radiation basically debunked
How can the singularity bring you to the end of time if a black hole has a finite life?,singularity bring end time black hole finite life
I’m fascinated but not clever enough to take in what he’s saying 🤔,im fascinated clever enough take he saying
"There is another universes big bang on the other side of it, black hole this side, light burst that side.",another universe big bang side black hole side light burst side
"Pffff.. we still haven't learned nothing new since the 70's.
This worries me",pffff still havent learned nothing new since worry
"This guy's condescending smirk, (I know know everything and you don,t, )just gets up my nose.",guy condescending smirk know know everything dont get nose
That was something so deep and beautiful ending ❤😊totally mesmerize the soul,something deep beautiful ending totally mesmerize soul
"I don't know what is about this guy, but once he starts talking, I become hypnotized and cannot stop watching... true.",dont know guy start talking become hypnotized stop watching true
I can listen this man speak for years.,listen man speak year
"You all know FA, all the money you suck out of society for the BS you talk is a crime.",know fa money suck society b talk crime
Liar,liar
i think that aybe black holes are gateways through space and time and possible other realities/universes.,think aybe black hole gateway space time possible realitiesuniverses
"The thing is, we're not meant to understand Black Holes. Anyways, they're not holes, they're stars. In trying to explain them humanity has truly reached the limit of its understanding.",thing meant understand black hole anyways theyre hole theyre star trying explain humanity truly reached limit understanding
"But since UFOs can create their own gravity, doesnt this make all these theories useless?",since ufo create gravity doesnt make theory useless
isnt it just a star that sucked it self off? whoops,isnt star sucked self whoop
"ΣΤΗΝ ΓΝΩΣΗ ΠΟΥ ΕΧΩ ΜΕΧΡΙ ΤΩΡΑ ΜΕΣΑ ΑΠΟ ΤΑ ΜΑΘΗΜΑΤΙΚΑ ΠΟΥ ΔΟΥΛΕΥΩ ΕΧΩ ΣΧΕΔΙΑΣΕΙ ,ΔΗΜΙΟΥΡΓΗΣΕΙ ΜΙΑ ΜΑΥΡΗ ΤΡΥΠΑ ΠΟΥ ΚΑΤΑ ΤΗΝ ΑΠΟΨΗ ΜΟΥ ΥΠΑΡΧΕΙ ΚΑΙ ΣΤΟ ΔΙΚΟ ΜΟΥ ΜΙΚΡΟΓΡΑΦΙΚΟ ΚΟΣΜΙΚΟ ΣΥΜΠΑΝ ΚΑΘΟΣΟΝ ΠΙΣΤΕΥΩ ΟΤΙ ΥΠΑΡΧΩ ΟΠΩΣ ΚΑΙ Η ΖΩΗ ΕΚ ΤΟΥ ΚΕΝΤΡΟΥ ΤΟΥ ΣΥΜΠΑΝΤΟΣ ΓΙΑΤΙ ΜΕ ΤΗΝ ΑΠΟΨΗ ΜΟΥ ΑΠΟ ΕΚΕΙ ΠΡΟΕΡΧΕΤΑΙ Η ΖΩΗ.Η ΣΟΦΙΑ ΠΟΥ ΤΗΝ ΔΙΑΚΑΤΕΧΕΙ ,ΚΑΙ Η ΕΚΔΗΛΩΣΗ ΤΗΣ Η ΔΡΑΣΗ ΤΗΣ ΟΙ ΝΟΜΟΙ ΟΙ ΑΡΧΕΣ ΚΑΝΟΝΕΣ ΠΟΥ ΤΗΝ ΔΙΕΠΟΥΝ ΔΕΝ ΕΙΝΑΙ ΤΥΧΑΙΕΣ.ΠΙΣΤΕΥΩ ΟΤΙ ΕΙΜΑΙ ΜΙΑ ΜΙΚΡΟΓΡΑΦΙΑ ΤΟΥ ΚΟΣΜΙΚΟΥ ΣΥΜΠΑΝΤΟΣ ,ΕΥΧΑΡΙΣΤΩ ΓΙΑ ΤΗΝΕΥΚΑΙΡΙΑ ΤΗΣ ΕΓΓΡΑΦΗΣ ΚΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣΗΣ ΤΩΝ VIDEO ΣΑΣ.",video
Brian Cox has to be the nicest atheist ever. He doesn't believe in a creator / God but refuses to call religious people stupid.,brian cox nicest atheist ever doesnt believe creator god refuse call religious people stupid
about information inflation in black holes,information inflation black hole
"If the black hole works with the logic of a mechanical hard disk or ssd on which data is constantly overwritten, and let's say when the black hole is formed, let's say it first swallowed a star, planet, neutron star, asteroid, etc., and finally swallowed a star named b. Since it swallowed other celestial bodies between the first and the last, does it still have the information of the first a it swallowed? Because they say do not write data on the disk to be recovered in data recovery, do you think what I wrote makes sense?",black hole work logic mechanical hard disk ssd data constantly overwritten let say black hole formed let say first swallowed star planet neutron star asteroid etc finally swallowed star named b since swallowed celestial body first last still information first swallowed say write data disk recovered data recovery think wrote make sense
What happens when a spaceship in a warp bubble encounters a black hole? Please answer,happens spaceship warp bubble encounter black hole please answer
"From Argentina, thanks Big Think, thanks Brian!",argentina thanks big think thanks brian
"""COULD"" in other words we have no idea!!!",could word idea
SO BASICALLY WHAT HAPPENS IN A BLACK HOLE IS THE BIG BANG,basically happens black hole big bang
I clicked thinking it was an Oprah biography.,clicked thinking oprah biography
"Let's start by balancing the budget first, lol..",let start balancing budget first lol
"is the big bang just the final black hole, releasing it all... ? galacic DNA?",big bang final black hole releasing galacic dna
"% TIME IS UP !! John 3:16 For God loved the world, so He gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life. Realise you are a SINNER ! You can NOT earn your way into heaven ! JESUS is the ONLY way to Salvation ! Call upon the name of JESUS to Save you ! BELIEVE that JESUS came in the flesh, lived a sinless life and then died on a CROSS ! TRUST that God raised JESUS from the dead ! By FAITH accept the shed BLOOD of JESUS ALONE as payment for YOUR SINS ! God is about to pour out JUDGEMENT on the world for 7 terrible years. Only true Christians will suddenly vanish and escape this punishment. Aliens are a LIE ! May the LORD soften your hearts. Accept this GOSPEL now, the Good News of JESUS CHRIST.",time john god loved world gave begotten son whosoever believeth perish everlasting life realise sinner earn way heaven jesus way salvation call upon name jesus save believe jesus came flesh lived sinless life died cross trust god raised jesus dead faith accept shed blood jesus alone payment sin god pour judgement world terrible year true christian suddenly vanish escape punishment alien lie may lord soften heart accept gospel good news jesus christ
"I have a question to ask 
👉 Does time change ? Is there anything such as change in time ?
I personally have my own individual view of time",question ask time change anything change time personally individual view time
They are just radio waves n numbers!!    These clowns just justify their degrees acting like they can explain it!!!     What ever they think it is it is!!,radio wave n number clown justify degree acting like explain ever think
"Wouldn't the black hole consuming one half of the entangled pair increase it's mass? Like, I don't see how it's radiation of the black hole itself, it seems more just a consequence of quantum theory at the boundary of a black hole. It kind of implies to me that a black hole should be eternal. Even when all other matter in the universe has been consumed, it's still able to feed forever.",wouldnt black hole consuming one half entangled pair increase mass like dont see radiation black hole seems consequence quantum theory boundary black hole kind implies black hole eternal even matter universe consumed still able feed forever
"Talking physics using imperial system?
Lost my respect.",talking physic using imperial system lost respect
"When he said we don't even know what time is, that was refreshing to hear. A scale we invented and use to enable us to determine relative positions in journeys?",said dont even know time refreshing hear scale invented use enable u determine relative position journey
"""it seem that space and time are not fundamental"" 🤯",seem space time fundamental
"If a black hole slowly loses mass, wouldn’t that mean at some point it would become visibile again as the escape velocity < c at some point?",black hole slowly loses mass wouldnt mean point would become visibile escape velocity c point
"Can someone pls explain, if the center point is infinitely dense, than how come different blackholes have different masses? Wouldn’t any volume have infinite mass so all blackholes would approach infinity? How can there be different singularities 🤔",someone pls explain center point infinitely dense come different blackholes different mass wouldnt volume infinite mass blackholes would approach infinity different singularity
"point on the remark made at 11.30 in the video, Brian Cox made a series of programs one of which described the beginning of the universe as a point whereby there was a region of infinite energy that had been there for an indefinite amount of time (time used loosely here), and for some unknown reason an event happened and all the energy was released and formed the universe, although the series was made some time ago now and obviously theories and ideas have changed since then...",point remark made video brian cox made series program one described beginning universe point whereby region infinite energy indefinite amount time time used loosely unknown reason event happened energy released formed universe although series made time ago obviously theory idea changed since
Brian Cox using imperial units,brian cox using imperial unit
Merit based think mind in there man.,merit based think mind man
We r basically living inside black hole,r basically living inside black hole
if you want to understand the relationship between general relativity and quantum mechanics you have to ask how is each moment in the universe created. What process does it go through?,want understand relationship general relativity quantum mechanic ask moment universe created process go
Protect this man at all cost.,protect man cost
Surely the best vedio 💕,surely best vedio
"The analogy of the book being compared to a black hole has one major flaw.  The book didn't make itself.  Sure, you could collect all the burnt particles of the book, but you would have to know ""HOW"" to put it all back together or what to build out of the particles you captured.  You could reconstruct many different things out the burned elements of the book, not just a book.... You would have to have the awareness to build the exact same book with the exact same letters on the pages etc. That ""how"" came from an outside source (human intellect/ ""consciousness"").  Information can be lost in the universe. If a human being is born and dies his/ her consciousness is destroyed.",analogy book compared black hole one major flaw book didnt make sure could collect burnt particle book would know put back together build particle captured could reconstruct many different thing burned element book book would awareness build exact book exact letter page etc came outside source human intellect consciousness information lost universe human born dy consciousness destroyed
"All speculation... Brian Cox is just like you and me sold under sin ready to die....
Romans 6
For [31†]the wages of sin is death, but [32†]the gift of God is eternal life in Christ Jesus our Lord",speculation brian cox like sold sin ready die roman wage sin death gift god eternal life christ jesus lord
I SO wish we could go into black holes and find out.,wish could go black hole find
"They are intriguing cause human can't get there, yet. After human become space even time traveling specie, the universe may not be that interesting.",intriguing cause human cant get yet human become space even time traveling specie universe may interesting
Nice bookshelves,nice bookshelf
People say nothing exceeds the speed of light but obviously gravity does,people say nothing exceeds speed light obviously gravity
