comment,cleaned_comment,label
"That was a wonderful talk!! Absolutely loved it, thank you for sharing!",wonderful talk absolutely loved thank sharing,1.0
I have to make a difficult decision and after watching this video it has given me a better perspective; however I am still unsure of my decision. I would like to attend Nevada State high school which is a school where I would be able to get college credit and even graduate with an associates degree before even getting my High School Diploma. The school is Free and I would be saving a lot of money. The problem is that I'm not sure if I should leave my current magnet school East Tech. The main reason I wouldn't want to leave this school is because of what I was going to experience in the Medical Program. I'm just not quite sure which decision I should make:/,make difficult decision watching video given better perspective however still unsure decision would like attend nevada state high school school would able get college credit even graduate associate degree even getting high school diploma school free would saving lot money problem im sure leave current magnet school east tech main reason wouldnt want leave school going experience medical program im quite sure decision make,1.0
"What if there were someone who could guide you into making the right decisions? Better yet, what if there were someone who could make the hard decisions for you based in logic and common sense?
There is! The best part is you won't have to shell out 100's of dollars like you would a usual life coach. 
Check it out! Or don't. It's your decision: 
https://www.fiverr.com/rf8709/make-a-difficult-decision-for-you?context=advanced_search&context_type=new&pos=3&funnel=8771ecfb-4981-4e52-b9f6-3c51b9b3369c
http://www.fiverr.com/s/83qsxo",someone could guide making right decision better yet someone could make hard decision based logic common sense best part wont shell dollar like would usual life coach check dont decision,1.0
I agree that it's too long but I love the point she makes. ,agree long love point make,1.0
Worst ted talk I have seen so far...,worst ted talk seen far,0.0
"I don't necessarily agree. It's always best to make decisions based on as much research as possible - this helps us see the choices for as much as they actually are. She's making out most life decisions are on a par - which they are not. For example, I love art and I love maths. I love art a bit more. But in the current job market where I live and bearing in mind my family and not so privileged background, it's VERY difficult to get a graphic design job and very easy to get a banking job. I don't ""see myself"" as a banker, at all, but ultimately, it's the better choice for me as I'll be OK financially.

I find it notoriously difficult to make choices (paralysis by analysis), but one thing that helped me to become better was:

- Research, find the answers then make the decision (let it make itself)

DON'T

- Make the decision based on feelings and then find the answers to justify it

When you do the second option, it rarely ""sits"" well.",dont necessarily agree always best make decision based much research possible help u see choice much actually shes making life decision par example love art love math love art bit current job market live bearing mind family privileged background difficult get graphic design job easy get banking job dont see banker ultimately better choice ill ok financially find notoriously difficult make choice paralysis analysis one thing helped become better research find answer make decision let make dont make decision based feeling find answer justify second option rarely sits well,1.0
Thank you Ruth Chang . Great lesson  ,thank ruth chang great lesson,1.0
"lol after reading the comments before i watched the vid, i feel like i shouldnt watch it...but i'll watch it anyways",lol reading comment watched vid feel like shouldnt watch itbut ill watch anyways,1.0
The only part worth listening to is the last 60 seconds or so....If you're actually looking to hear something that is more mature about decisions then listen to Osho on the concept of choiceless awareness. That will make these Ted Talks look like kid's play. ,part worth listening last second soif youre actually looking hear something mature decision listen osho concept choiceless awareness make ted talk look like kid play,1.0
"I read some bad comments on the video above and was about to make the choice of clicking away when I decided to hear what she had to say for myself. Don't let the world dictate your choices, whether it be hard or easy. Those who didn't get the full message should re-watch the video...",read bad comment video make choice clicking away decided hear say dont let world dictate choice whether hard easy didnt get full message rewatch video,0.0
"subjectivity versus objectivity , good thinking",subjectivity versus objectivity good thinking,1.0
"Thank you #Ruth . It helped me a lot in choosing a right option between the two which were ""On the par""
Great to hear to you",thank ruth helped lot choosing right option two par great hear,1.0
"I feel like the talk is rather misnamed - she didn't tell us 'how' to make hard choices but rather to appreciate the ones that were there which help make us a person with better insight. Rather off-topic, I was expecting something more helpful and tangible.",feel like talk rather misnamed didnt tell u make hard choice rather appreciate one help make u person better insight rather offtopic expecting something helpful tangible,1.0
great talk Ms chang gives new dimension  how we can make our hard choices correctly.,great talk m chang give new dimension make hard choice correctly,1.0
"I think her sentiment is interesting. If I understand correctly, sometimes we cannot make our decision by compare which choice is better (may be by social norm), if it can be compared and you can choose by this method.OK, it greats.

But sometime choice are on par or cannot be compare because they are providing with different value. That's a time we make our own reason by asking which one do I really want. That's like a free will that we can choose choice by ourselves and not be slave by reasons by choosing somethings even with no one is better. Instead we create reason by our free will.

It may quite simplifies decision process and you may not feel you learn anything new. Sometimes we do this unconsciously. This lecture does not give an answer that which hard choice is ""better"" because that is not possible to do by itself.",think sentiment interesting understand correctly sometimes make decision compare choice better may social norm compared choose methodok great sometime choice par compare providing different value thats time make reason asking one really want thats like free choose choice slave reason choosing somethings even one better instead create reason free may quite simplifies decision process may feel learn anything new sometimes unconsciously lecture give answer hard choice better possible,1.0
"The alternatives for hard choices are neither better than the other, nor are they equally good. When making hard choices, we should go for one of the alternatives for the reasons created by ourselves rather than those given. Hard choices are precious opportunities for us to explore and develop our human conditions which were buried deeply in subconsciousness. Forget about ""for""s and ""against""s, it's our heart that is speaking to ourselves. Remarkable speech.",alternative hard choice neither better equally good making hard choice go one alternative reason created rather given hard choice precious opportunity u explore develop human condition buried deeply subconsciousness forget fors againsts heart speaking remarkable speech,1.0
"I believe she failed to address that choices can be set up with weighting of all the factors in a choice, which should make it a lot clearer as well as expose the person's self-definition. However, I thought she was a bit manipulative by calling people ""drifters"" in their choices. This was to put a negative light on people that are perceived to do those type of choices. This way people would want to be included in here little non-drifting club and subsequently would have to like her talk because if they didn't then they would be not liking themselves. She's just reiterating a point made in a writing by Herb Sheppard - A PATH WITH A HEART:
THE CULTURAL CONTEXT OF LEARNING ABOUT CAREERS. Go back to law because philosophy is dead.",believe failed address choice set weighting factor choice make lot clearer well expose person selfdefinition however thought bit manipulative calling people drifter choice put negative light people perceived type choice way people would want included little nondrifting club subsequently would like talk didnt would liking shes reiterating point made writing herb sheppard path heart cultural context learning career go back law philosophy dead,1.0
I think that you must compare what you actually use to compare like: What is more important? Being healthy or having amazing 3 minutes while eating a dunnut? people would have very different responses.,think must compare actually use compare like important healthy amazing minute eating dunnut people would different response,1.0
"Choose according to reasons you create yourself rather than according to reasons given is path to liberty!? It is a good idea but only a first step. If the reasons you create are your impulses you'll be slave of them. When you want to choose, be first sure of not being slaves of you bad impulses: laziness, eagerness, selfishness....",choose according reason create rather according reason given path liberty good idea first step reason create impulse youll slave want choose first sure slave bad impulse laziness eagerness selfishness,1.0
"""We unwittingly assume that values like beauty and kindness are akin to scientific quantities like length, mass and weight."" This sounds so much like an argument against cost-benefit analysis - we cannot do CBA because we cannot put everything into monetary values.",unwittingly assume value like beauty kindness akin scientific quantity like length mass weight sound much like argument costbenefit analysis cba put everything monetary value,1.0
"i don't agree with most of what is said. I think she knows to little of 'science' to say that chosing for something is not like comparing numbers.

it is only ignorance which makes choices hard. They are hard because they are unclear and they are unclear because of lack of knowledge.  

only chosing between 2 actually equal things seems hard. i guess you'd have to use the random function to solving that equation.",dont agree said think know little science say chosing something like comparing number ignorance make choice hard hard unclear unclear lack knowledge chosing actually equal thing seems hard guess youd use random function solving equation,1.0
"You should watch "" WTF Bending A Mans Mind "" Such a good movie.",watch wtf bending man mind good movie,1.0
"There is no reason to believe that there does not exist a quantitatively better option in any given decision. More likely, you are just too ignorant to make a 100% perfect choice. In that case you'd rely on emotion, or gut feelings, to guide you. It's just another cognitive tool, it is no way a superior way to define you nor does it make you more free.",reason believe exist quantitatively better option given decision likely ignorant make perfect choice case youd rely emotion gut feeling guide another cognitive tool way superior way define make free,1.0
"I like this way of making choices. ""Remembering that I'll be dead soon is the most important tool I've ever encountered to help me make the big choices in life.  Almost everything--all external expectations, all pride, all fear of embarrassment or failure--these things just fall away in the face of death, leaving only what is truly important."" - Steve Jobs",like way making choice remembering ill dead soon important tool ive ever encountered help make big choice life almost everythingall external expectation pride fear embarrassment failurethese thing fall away face death leaving truly important steve job,1.0
"I think hard choices come from being incomparable to us, even if they are completely comparable given total information. We can only compare our expectations, and I for one really really distrust. And so I've got effectively 0 information, but I feel like I'm still responsible for the result. Sure I can convince myself option A is best, but if I'm wrong in retrospect I can only blame me making the wrong reasons.

So I beat my head against a wall, because I've got 0 reason to believe I actually have a hard decision before me.",think hard choice come incomparable u even completely comparable given total information compare expectation one really really distrust ive got effectively information feel like im still responsible result sure convince option best im wrong retrospect blame making wrong reason beat head wall ive got reason believe actually hard decision,1.0
"BEST QUOTES...SPARK NOTES!
""the world of value is different from the world of science, the stuff of one world can be quantified by real numbers, the stuff of the the other world can't""
""it is here in the space of hard choices that we get to exercise our normative power...the power to make yourself into the person [you will become]""
""this response in hard choices is a rational response, but it is not dictated by reasons given to us, rather reasons created by us...we become the authors of our own lives""
""people who don't exercise their normative choices are drifters...they allow the world to dictate the direction of their lives. The lesson of hard choices: REFLECT ON WHAT YOU CAN PUT YOUR AGENCY BEHIND AND WHAT YOU CAN BE FOR, AND THROUGH HARD CHOICES, BECOME THAT PERSON!""

Overall thoughts...Great moments with a lot of filler! Like a good tasting beer with a lot of empty calories. ",best quotesspark note world value different world science stuff one world quantified real number stuff world cant space hard choice get exercise normative powerthe power make person become response hard choice rational response dictated reason given u rather reason created uswe become author life people dont exercise normative choice driftersthey allow world dictate direction life lesson hard choice reflect put agency behind hard choice become person overall thoughtsgreat moment lot filler like good tasting beer lot empty calorie,1.0
"Just make a choice, then make so that it turns out to be a good one.",make choice make turn good one,1.0
"Many years ago I read the book Smart Choices, by Hammond, Keeney, and Raiffa. It was good, but I always felt it was missing something, and this video finally showed me what it was. Thanks so very much!",many year ago read book smart choice hammond keeney raiffa good always felt missing something video finally showed thanks much,1.0
"I can't decide if I liked this or not, hmm.",cant decide liked hmm,1.0
"""Hard choices give us the power to create reasons for ourselves?"" Her assumption is flawed in 2 ways.
(1) By saying above, she is assuming that in making so call ""easy"" choices, everyone will make the same choice. We all know it is not true.
(2) Greater flaw in her logic is that, based on her definition of ""hard"" choices, every choice we make is a ""Hard"" choice because every choice we make, there is underlying values and preferences. Even so called ""drifter"" she mentioned, made a  choice to let their environment influenced their choice and reasons can be made to justify anything we do.

Real waste of time watching this. The worst Ted talk I have watched ever.",hard choice give u power create reason assumption flawed way saying assuming making call easy choice everyone make choice know true greater flaw logic based definition hard choice every choice make hard choice every choice make underlying value preference even called drifter mentioned made choice let environment influenced choice reason made justify anything real waste time watching worst ted talk watched ever,1.0
"It depends on individuals that we think whether our choices are good or bad, however, most important thing she wants to say is that we just need to have encourages to struggle with hard choices which we can't choice easily.",depends individual think whether choice good bad however important thing want say need encourages struggle hard choice cant choice easily,1.0
Good presentation. It could be done in 10 minutes with the same information but less tiring.,good presentation could done minute information less tiring,1.0
"I like her argument, but I want to make a small correction.


In the second to the end leg of the speech she said that the world of science is different from the world of value. That people want to quantify the value of choice A numerically, and it simply doesn't work that way.


I think everything is numerically quantifiable, but a scientific approach is not always the most efficient. I really do believe if you spent enough time you could make the right choice scientifically, using all the information at your disposal. This would take waay too long and you're better off just 'feeling' what's best for you.


Her last point was 'making reasons'. She said that hard choices allow you the opportunity to recreate yourself in your decision. This is an excellent thought, probably more important than the choice itself is your own perseverance in it. More often than not I've failed in a decision and reverted to the alternative, not because the alternative was better but simply because I reevaluated at the first hardship. After all alternatives were exhausted and I was on the last good choice, I realized that each choice would have been equally hard and equally rewarding, stumbling on the decision did nothing but waste time.",like argument want make small correction second end leg speech said world science different world value people want quantify value choice numerically simply doesnt work way think everything numerically quantifiable scientific approach always efficient really believe spent enough time could make right choice scientifically using information disposal would take waay long youre better feeling whats best last point making reason said hard choice allow opportunity recreate decision excellent thought probably important choice perseverance often ive failed decision reverted alternative alternative better simply reevaluated first hardship alternative exhausted last good choice realized choice would equally hard equally rewarding stumbling decision nothing waste time,1.0
Those talks are gettin worse and worse. I hope this is a build up to another great one! And EGGS ARE BETTER THAN THE NUMBER 9!,talk gettin worse worse hope build another great one egg better number,1.0
"honestly im looking at these comments makes me not wanna watch this i listened to the first 5 minutes and i really dont like it. she doenst eben look good, yes its a juxtaposition but still in my oppinoin this video is garbage dont even watch it, as i wrote this the vidoe played sounding stupider and stupider every second",honestly im looking comment make wan na watch listened first minute really dont like doenst eben look good yes juxtaposition still oppinoin video garbage dont even watch wrote vidoe played sounding stupider stupider every second,1.0
"Choices become even harder when its not an option of action versus action, it's an option of action versus inaction.  Where to take the action is very very likely to improve your situation, but your situation is acceptable as it is, and its easy with no risk to stay where you are.

For example, I'm a computer scientist working as a chemist.  I have a great work environment, I get a steady pay, and everything is low stress.  But if I quit and pursue software engineering, I may earn a lot more money, and have an occupation more suited to my talent, and therefore likely be more fulfilled.  So the alternative looks superior, it feels to me to be the superior choice, but it's just so darn easy to stay where I am.",choice become even harder option action versus action option action versus inaction take action likely improve situation situation acceptable easy risk stay example im computer scientist working chemist great work environment get steady pay everything low stress quit pursue software engineering may earn lot money occupation suited talent therefore likely fulfilled alternative look superior feel superior choice darn easy stay,1.0
Great talk. Like ring to the finger. Thanks TED and Ruth Chang.,great talk like ring finger thanks ted ruth chang,1.0
"this was great, thanks ",great thanks,1.0
"There are two things that bothered me here. The first is the somewhat offhand distinction she makes between ""is"" and ""ought,"" which does nothing to advance her argument. Second, her talk practically labels those who do not have a developed sense of self as weak individuals with no sense of will to create the kind of person they must become. Some people just don't know, either because of interest in a broad variety of things or because of choice paralysis brought on by emotional and psychological abuse. She acts like it is the fault of the decision maker for not being able to determine how they wish to structure their lives. Very flimsy, as philosophical talks often are.",two thing bothered first somewhat offhand distinction make ought nothing advance argument second talk practically label developed sense self weak individual sense create kind person must become people dont know either interest broad variety thing choice paralysis brought emotional psychological abuse act like fault decision maker able determine wish structure life flimsy philosophical talk often,1.0
"Would you rather have 15 feet of tootsie rolls, or 15 pounds of beef jerky? Both have the same value (15) but different units and substance. This ""neighborhood of value"" she brings up is nonsensical because we can still make it analogous to mathematical concepts and there remains only the three options, but when the unit and/or substance is different you cannot use less than, greater than, or equal to, unless the units in question are convertible to each other (for example, feet and miles).",would rather foot tootsie roll pound beef jerky value different unit substance neighborhood value brings nonsensical still make analogous mathematical concept remains three option unit andor substance different use less greater equal unless unit question convertible example foot mile,1.0
"I am thinking she discovered something that people in her age discover. That we just have to make the choice to suit us in some sort of meaning of our lifes. And... you are going back to good/bad choice. ""a par"" is just something she came up with to make it more scientific or for the credit purposes I guess. But altogether... it is a nice summary of this idea/problem.",thinking discovered something people age discover make choice suit u sort meaning life going back goodbad choice par something came make scientific credit purpose guess altogether nice summary ideaproblem,1.0
"Never ever have a Youtube video had better timing. Thank you Ruth (and TED), much love to you.",never ever youtube video better timing thank ruth ted much love,1.0
"I like this topic because, I'm in a situation were I can go for Fashion designing or wall-street. It is pretty hard because one is my childhood passion, and the other is more about the capital.. I really need help with this.. HELP ME!",like topic im situation go fashion designing wallstreet pretty hard one childhood passion capital really need help help,1.0
She made a bad choice (even though it's an easy decision) of cutting her hair short like a man.  I can't stand to watch short-haired women lecture. Thumbs down.,made bad choice even though easy decision cutting hair short like man cant stand watch shorthaired woman lecture thumb,1.0
"Her basic premise is wrong. She asserts hard choices are hard because they're equally good, with no evidence to support that. If there is anything at all to support making one decision over another, it is the better option. She also separates our inner wants from material desires for no reason, doesn't understand basic math or science, is dichotomizing ""realms"" (science is completely separate from values, according to her), and is basically irrational. Overrall she comes off as a wannabe decision theorist.",basic premise wrong asserts hard choice hard theyre equally good evidence support anything support making one decision another better option also separate inner want material desire reason doesnt understand basic math science dichotomizing realm science completely separate value according basically irrational overrall come wannabe decision theorist,1.0
I'd like to know Ruth Chang's thoughts about making hard choices when both choices are bad.,id like know ruth chang thought making hard choice choice bad,1.0
Great stuff.,great stuff,1.0
love these talks,love talk,1.0
"I feel like she is talking in circles, good topic though",feel like talking circle good topic though,1.0
